"","ID","Description","Count","GeneRatio","geneID"
"GO:0044237","GO:0044237","cellular metabolic process",46,"46/82","EMP2/TRIM16/SNAI2/CD27/DKK1/LGR4/FOXO6/BST1/KRT1/PTGES/ARID5B/EPHB4/ACOX2/PSCA/INHA/ACSM3/CKB/DCN/PDLIM1/TMEM132A/CYP26B1/CELSR3/RNF145/TACC1/RAB23/PIK3CD/BST2/ZSCAN18/SMOC2/GPX1/TRPV4/ST3GAL1/NEURL1B/TNFAIP3/GGT6/SLC7A2/IGF2/KANK2/FUT4/F13A1/NT5C2/SPEG/MVB12B/MVD/ATN1/HMGCR"
"GO:0044238","GO:0044238","primary metabolic process",47,"47/82","EMP2/TRIM16/SNAI2/ADAM28/CD27/NKD1/DKK1/LGR4/FOXO6/BST1/KRT1/PTGES/ARID5B/EPHB4/ACOX2/PSCA/INHA/ACSM3/DCN/PDLIM1/TMEM132A/CYP26B1/CELSR3/RNF145/TACC1/RAB23/MMP19/PIK3CD/BST2/ZSCAN18/SMOC2/GPX1/TRPV4/ST3GAL1/NEURL1B/TNFAIP3/GGT6/IGF2/KANK2/FUT4/F13A1/NT5C2/SPEG/MVB12B/MVD/ATN1/HMGCR"
"GO:0044281","GO:0044281","small molecule metabolic process",16,"16/82","SNAI2/PTGES/ACOX2/ACSM3/CKB/DCN/CYP26B1/RAB23/GPX1/ST3GAL1/GGT6/IGF2/FUT4/NT5C2/MVD/HMGCR"
"GO:0045730","GO:0045730","respiratory burst",1,"1/82","PIK3CD"
"GO:0046034","GO:0046034","ATP metabolic process",0,"0/82",""
"GO:0051189","GO:0051189","prosthetic group metabolic process",0,"0/82",""
"GO:0055114","GO:0055114","oxidation-reduction process",6,"6/82","PTGES/ACOX2/CYP26B1/GPX1/IGF2/HMGCR"
"GO:0070085","GO:0070085","glycosylation",3,"3/82","ST3GAL1/FUT4/MVD"
"GO:0070988","GO:0070988","demethylation",0,"0/82",""
"GO:0071704","GO:0071704","organic substance metabolic process",52,"52/82","EMP2/TRIM16/SNAI2/ADAM28/CD27/NKD1/DKK1/LGR4/FOXO6/BST1/KRT1/ITGA3/PTGES/ARID5B/EPHB4/ACOX2/PSCA/INHA/ACSM3/CKB/DCN/PDLIM1/TMEM132A/CYP26B1/CELSR3/RNF145/TACC1/RAB23/MMP19/PIK3CD/BST2/ZSCAN18/SMOC2/GPX1/TRPV4/CD58/ST3GAL1/NEURL1B/TNFAIP3/GGT6/IGF2/KANK2/FUT4/F13A1/NT5C2/SPEG/MVB12B/MVD/MIR3142HG/MIR616/ATN1/HMGCR"
"GO:1901049","GO:1901049","atropine metabolic process",0,"0/82",""
"GO:1901275","GO:1901275","tartrate metabolic process",0,"0/82",""
"GO:1901286","GO:1901286","iron-sulfur-molybdenum cofactor metabolic process",0,"0/82",""
"GO:1901902","GO:1901902","tyrocidine metabolic process",0,"0/82",""
"GO:1902421","GO:1902421","hydrogen metabolic process",0,"0/82",""
"GO:1990845","GO:1990845","adaptive thermogenesis",2,"2/82","LGR4/TRPV4"
"GO:0043610","GO:0043610","regulation of carbohydrate utilization",0,"0/82",""
"GO:0000075","GO:0000075","cell cycle checkpoint",0,"0/82",""
"GO:0000920","GO:0000920","septum digestion after cytokinesis",0,"0/82",""
"GO:0001775","GO:0001775","cell activation",13,"13/82","CD27/BST1/KRT1/CD93/INHA/CYP26B1/PIK3CD/BST2/CD58/TNFAIP3/SLC7A2/IGF2/IGHV1-3"
"GO:0001906","GO:0001906","cell killing",1,"1/82","EMP2"
"GO:0006276","GO:0006276","plasmid maintenance",0,"0/82",""
"GO:0006457","GO:0006457","protein folding",1,"1/82","RIC3"
"GO:0006903","GO:0006903","vesicle targeting",0,"0/82",""
"GO:0006928","GO:0006928","movement of cell or subcellular component",20,"20/82","EMP2/SNAI2/NKD1/BST1/ITGA3/ARID5B/EPHB4/DCN/PDLIM1/CELSR3/PIK3CD/BST2/SMOC2/GPX1/SEMA6B/TRPV4/CD58/TNFAIP3/KANK2/FUT4"
"GO:0006949","GO:0006949","syncytium formation",0,"0/82",""
"GO:0007017","GO:0007017","microtubule-based process",2,"2/82","TACC1/TRPV4"
"GO:0007034","GO:0007034","vacuolar transport",0,"0/82",""
"GO:0007049","GO:0007049","cell cycle",7,"7/82","INHA/CYP26B1/TACC1/SMOC2/TNFAIP3/IGF2/KANK2"
"GO:0007059","GO:0007059","chromosome segregation",0,"0/82",""
"GO:0007154","GO:0007154","cell communication",40,"40/82","EMP2/TRIM16/SNAI2/CD27/NKD1/DKK1/LGR4/FOXO6/BST1/ITGA3/PDE6B/PTGES/ARID5B/EPHB4/RIC3/PSCA/INHA/P2RY13/PSD4/DCN/CYP26B1/CELSR3/RAB23/PIK3CD/BST2/SMOC2/GPX1/SEMA6B/TRPV4/NEURL1B/EGFL7/TNFAIP3/IGF2/TMC8/KANK2/TMEM88/F13A1/MVB12B/IGHV1-3/HMGCR"
"GO:0007155","GO:0007155","cell adhesion",16,"16/82","EMP2/SNAI2/CD27/BST1/ITGA3/CD93/EPHB4/PDLIM1/CELSR3/CLDN11/SMOC2/TRPV4/CD58/EGFL7/IGF2/FUT4"
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity",2,"2/82","PDLIM1/CYP26B1"
"GO:0007165","GO:0007165","signal transduction",39,"39/82","EMP2/TRIM16/SNAI2/CD27/NKD1/DKK1/LGR4/FOXO6/BST1/ITGA3/PDE6B/PTGES/ARID5B/EPHB4/PSCA/INHA/P2RY13/PSD4/DCN/CYP26B1/CELSR3/RAB23/PIK3CD/BST2/SMOC2/GPX1/SEMA6B/TRPV4/NEURL1B/EGFL7/TNFAIP3/IGF2/TMC8/KANK2/TMEM88/F13A1/MVB12B/IGHV1-3/HMGCR"
"GO:0007272","GO:0007272","ensheathment of neurons",1,"1/82","CLDN11"
"GO:0008037","GO:0008037","cell recognition",2,"2/82","CELSR3/IGHV1-3"
"GO:0008219","GO:0008219","cell death",16,"16/82","EMP2/SNAI2/CD27/DKK1/EMP1/KRT1/ACOX2/SLC6A13/CYP26B1/PIK3CD/GPX1/TNFAIP3/TMC8/KANK2/ATN1/HMGCR"
"GO:0008283","GO:0008283","cell population proliferation",16,"16/82","EMP2/SNAI2/LGR4/BST1/PTGES/INHA/TACC1/BST2/GPX1/EGFL7/TNFAIP3/IGF2/KANK2/SPEG/MVD/HMGCR"
"GO:0010118","GO:0010118","stomatal movement",0,"0/82",""
"GO:0010496","GO:0010496","intercellular transport",0,"0/82",""
"GO:0016037","GO:0016037","light absorption",0,"0/82",""
"GO:0016049","GO:0016049","cell growth",3,"3/82","BST2/SEMA6B/TMC8"
"GO:0016192","GO:0016192","vesicle-mediated transport",13,"13/82","EMP2/DKK1/BST1/KRT1/CD93/PIK3CD/BST2/CD58/NEURL1B/IGF2/F13A1/MVB12B/IGHV1-3"
"GO:0016458","GO:0016458","gene silencing",2,"2/82","MIR3142HG/MIR616"
"GO:0019725","GO:0019725","cellular homeostasis",5,"5/82","RIC3/CKB/GPX1/TRPV4/HMGCR"
"GO:0019835","GO:0019835","cytolysis",0,"0/82",""
"GO:0022402","GO:0022402","cell cycle process",5,"5/82","INHA/CYP26B1/TACC1/IGF2/KANK2"
"GO:0022406","GO:0022406","membrane docking",0,"0/82",""
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",1,"1/82","CYP26B1"
"GO:0030029","GO:0030029","actin filament-based process",5,"5/82","EMP2/BST1/PDLIM1/BST2/TRPV4"
"GO:0032196","GO:0032196","transposition",0,"0/82",""
"GO:0033059","GO:0033059","cellular pigmentation",0,"0/82",""
"GO:0034337","GO:0034337","RNA folding",0,"0/82",""
"GO:0035212","GO:0035212","cell competition in a multicellular organism",0,"0/82",""
"GO:0036166","GO:0036166","phenotypic switching",0,"0/82",""
"GO:0043335","GO:0043335","protein unfolding",0,"0/82",""
"GO:0044663","GO:0044663","establishment or maintenance of cell type involved in phenotypic switching",0,"0/82",""
"GO:0044764","GO:0044764","multi-organism cellular process",0,"0/82",""
"GO:0045103","GO:0045103","intermediate filament-based process",0,"0/82",""
"GO:0048522","GO:0048522","positive regulation of cellular process",32,"32/82","EMP2/TRIM16/SNAI2/CD27/NKD1/DKK1/LGR4/FOXO6/BST1/ITGA3/ARID5B/EPHB4/ACOX2/INHA/SLC6A13/DCN/PDLIM1/CYP26B1/TACC1/PIK3CD/BST2/SMOC2/GPX1/SEMA6B/TRPV4/EGFL7/TNFAIP3/IGF2/FUT4/MVD/IGHV1-3/HMGCR"
"GO:0048523","GO:0048523","negative regulation of cellular process",27,"27/82","SNAI2/CD27/NKD1/DKK1/LGR4/FOXO6/ITGA3/PTGES/ARID5B/PSCA/INHA/DCN/CYP26B1/RAB23/BST2/GPX1/SEMA6B/TRPV4/EGFL7/TNFAIP3/IGF2/TMC8/KANK2/TMEM88/SPEG/ATN1/HMGCR"
"GO:0048869","GO:0048869","cellular developmental process",25,"25/82","EMP2/TRIM16/SNAI2/CD27/NKD1/DKK1/LGR4/FOXO6/KRT1/ITGA3/ARID5B/EPHB4/INHA/CYP26B1/CELSR3/MMP19/PIK3CD/GTSF1/GPX1/SEMA6B/TRPV4/EGFL7/IGF2/SPEG/HMGCR"
"GO:0050794","GO:0050794","regulation of cellular process",49,"49/82","EMP2/TRIM16/SNAI2/CD27/NKD1/DKK1/LGR4/FOXO6/BST1/ITGA3/PDE6B/PTGES/ARID5B/EPHB4/ACOX2/PSCA/INHA/P2RY13/PSD4/SLC6A13/DCN/PDLIM1/CYP26B1/CELSR3/TACC1/RAB23/PIK3CD/BST2/ZSCAN18/SMOC2/GPX1/SEMA6B/TRPV4/NEURL1B/EGFL7/TNFAIP3/SLC7A2/IGF2/TMC8/KANK2/TMEM88/FUT4/F13A1/SPEG/MVB12B/MVD/IGHV1-3/ATN1/HMGCR"
"GO:0051301","GO:0051301","cell division",2,"2/82","TACC1/IGF2"
"GO:0051641","GO:0051641","cellular localization",20,"20/82","EMP2/BST1/KRT1/ITGA3/CD93/ACOX2/RIC3/RAB23/PIK3CD/BST2/TRPV4/CD58/NEURL1B/TNFAIP3/IGF2/TMEM88/F13A1/LAMP5/MVB12B/HMGCR"
"GO:0051651","GO:0051651","maintenance of location in cell",0,"0/82",""
"GO:0051674","GO:0051674","localization of cell",20,"20/82","EMP2/SNAI2/NKD1/BST1/ITGA3/ARID5B/EPHB4/DCN/PDLIM1/CELSR3/PIK3CD/BST2/SMOC2/GPX1/SEMA6B/TRPV4/CD58/TNFAIP3/KANK2/FUT4"
"GO:0051716","GO:0051716","cellular response to stimulus",41,"41/82","EMP2/TRIM16/SNAI2/CD27/NKD1/DKK1/LGR4/FOXO6/BST1/ITGA3/PDE6B/PTGES/ARID5B/EPHB4/PSCA/INHA/P2RY13/PSD4/DCN/CYP26B1/CELSR3/CD69/RAB23/PIK3CD/BST2/SMOC2/GPX1/SEMA6B/TRPV4/CD58/NEURL1B/EGFL7/TNFAIP3/IGF2/TMC8/KANK2/TMEM88/F13A1/MVB12B/IGHV1-3/HMGCR"
"GO:0055085","GO:0055085","transmembrane transport",4,"4/82","SLC6A13/TRPV4/SLC7A2/TMC8"
"GO:0060352","GO:0060352","cell adhesion molecule production",0,"0/82",""
"GO:0061842","GO:0061842","microtubule organizing center localization",0,"0/82",""
"GO:0061919","GO:0061919","process utilizing autophagic mechanism",2,"2/82","DCN/RAB23"
"GO:0071554","GO:0071554","cell wall organization or biogenesis",0,"0/82",""
"GO:0071840","GO:0071840","cellular component organization or biogenesis",30,"30/82","EMP2/TRIM16/SNAI2/DKK1/FOXO6/BST1/EMP1/KRT1/ITGA3/EPHB4/ACOX2/RIC3/DCN/PDLIM1/CYP26B1/CELSR3/TACC1/RAB23/MMP19/CLDN11/PIK3CD/BST2/SMOC2/GPX1/SEMA6B/TRPV4/TNFAIP3/IGF2/TMC8/IGHV1-3"
"GO:0090618","GO:0090618","DNA clamp unloading",0,"0/82",""
"GO:0097194","GO:0097194","execution phase of apoptosis",0,"0/82",""
"GO:0097528","GO:0097528","execution phase of necroptosis",0,"0/82",""
"GO:0098743","GO:0098743","cell aggregation",0,"0/82",""
"GO:0140029","GO:0140029","exocytic process",0,"0/82",""
"GO:0140253","GO:0140253","cell-cell fusion",0,"0/82",""
"GO:0140352","GO:0140352","export from cell",12,"12/82","LGR4/BST1/KRT1/CD93/INHA/PIK3CD/BST2/TRPV4/CD58/IGF2/F13A1/HMGCR"
"GO:0140448","GO:0140448","signaling receptor ligand precursor processing",0,"0/82",""
"GO:1990748","GO:1990748","cellular detoxification",1,"1/82","GPX1"
"GO:0043609","GO:0043609","regulation of carbon utilization",0,"0/82",""
"GO:0006808","GO:0006808","regulation of nitrogen utilization",0,"0/82",""
"GO:0019676","GO:0019676","ammonia assimilation cycle",0,"0/82",""
"GO:0045847","GO:0045847","negative regulation of nitrogen utilization",0,"0/82",""
"GO:0045848","GO:0045848","positive regulation of nitrogen utilization",0,"0/82",""
"GO:0000728","GO:0000728","gene conversion at mating-type locus, DNA double-strand break formation",0,"0/82",""
"GO:0000734","GO:0000734","gene conversion at mating-type locus, DNA repair synthesis",0,"0/82",""
"GO:0000742","GO:0000742","karyogamy involved in conjugation with cellular fusion",0,"0/82",""
"GO:0000743","GO:0000743","nuclear migration involved in conjugation with cellular fusion",0,"0/82",""
"GO:0000752","GO:0000752","agglutination involved in conjugation with cellular fusion",0,"0/82",""
"GO:0002077","GO:0002077","acrosome matrix dispersal",0,"0/82",""
"GO:0003006","GO:0003006","developmental process involved in reproduction",10,"10/82","ADAM28/LGR4/ARID5B/INHA/DCN/CYP26B1/MMP19/CLDN11/GTSF1/IGF2"
"GO:0007117","GO:0007117","budding cell bud growth",0,"0/82",""
"GO:0007300","GO:0007300","ovarian nurse cell to oocyte transport",0,"0/82",""
"GO:0007316","GO:0007316","pole plasm RNA localization",0,"0/82",""
"GO:0007318","GO:0007318","pole plasm protein localization",0,"0/82",""
"GO:0007340","GO:0007340","acrosome reaction",0,"0/82",""
"GO:0007343","GO:0007343","egg activation",0,"0/82",""
"GO:0007344","GO:0007344","pronuclear fusion",0,"0/82",""
"GO:0007534","GO:0007534","gene conversion at mating-type locus",0,"0/82",""
"GO:0007543","GO:0007543","sex determination, somatic-gonadal interaction",0,"0/82",""
"GO:0007566","GO:0007566","embryo implantation",1,"1/82","EMP2"
"GO:0009566","GO:0009566","fertilization",0,"0/82",""
"GO:0009846","GO:0009846","pollen germination",0,"0/82",""
"GO:0009856","GO:0009856","pollination",0,"0/82",""
"GO:0009859","GO:0009859","pollen hydration",0,"0/82",""
"GO:0009865","GO:0009865","pollen tube adhesion",0,"0/82",""
"GO:0009875","GO:0009875","pollen-pistil interaction",0,"0/82",""
"GO:0009876","GO:0009876","pollen adhesion",0,"0/82",""
"GO:0010069","GO:0010069","zygote asymmetric cytokinesis in embryo sac",0,"0/82",""
"GO:0010183","GO:0010183","pollen tube guidance",0,"0/82",""
"GO:0010344","GO:0010344","seed oilbody biogenesis",0,"0/82",""
"GO:0010483","GO:0010483","pollen tube reception",0,"0/82",""
"GO:0010588","GO:0010588","cotyledon vascular tissue pattern formation",0,"0/82",""
"GO:0010708","GO:0010708","heteroduplex formation involved in gene conversion at mating-type locus",0,"0/82",""
"GO:0018985","GO:0018985","pronuclear envelope synthesis",0,"0/82",""
"GO:0022413","GO:0022413","reproductive process in single-celled organism",0,"0/82",""
"GO:0022602","GO:0022602","ovulation cycle process",1,"1/82","MMP19"
"GO:0030709","GO:0030709","border follicle cell delamination",0,"0/82",""
"GO:0031292","GO:0031292","gene conversion at mating-type locus, DNA double-strand break processing",0,"0/82",""
"GO:0032219","GO:0032219","cell wall macromolecule catabolic process involved in cytogamy",0,"0/82",""
"GO:0032220","GO:0032220","plasma membrane fusion involved in cytogamy",0,"0/82",""
"GO:0034624","GO:0034624","DNA recombinase assembly involved in gene conversion at mating-type locus",0,"0/82",""
"GO:0034636","GO:0034636","strand invasion involved in gene conversion at mating-type locus",0,"0/82",""
"GO:0035036","GO:0035036","sperm-egg recognition",0,"0/82",""
"GO:0035037","GO:0035037","sperm entry",0,"0/82",""
"GO:0035038","GO:0035038","female pronucleus assembly",0,"0/82",""
"GO:0035039","GO:0035039","male pronucleus assembly",0,"0/82",""
"GO:0035040","GO:0035040","sperm nuclear envelope removal",0,"0/82",""
"GO:0035041","GO:0035041","sperm chromatin decondensation",0,"0/82",""
"GO:0035042","GO:0035042","fertilization, exchange of chromosomal proteins",0,"0/82",""
"GO:0035044","GO:0035044","sperm aster formation",0,"0/82",""
"GO:0035046","GO:0035046","pronuclear migration",0,"0/82",""
"GO:0035471","GO:0035471","luteinizing hormone signaling pathway involved in ovarian follicle development",0,"0/82",""
"GO:0042628","GO:0042628","mating plug formation",0,"0/82",""
"GO:0043093","GO:0043093","FtsZ-dependent cytokinesis",0,"0/82",""
"GO:0044703","GO:0044703","multi-organism reproductive process",8,"8/82","EMP2/ADAM28/LGR4/ITGA3/CYP26B1/MMP19/CLDN11/GTSF1"
"GO:0045729","GO:0045729","respiratory burst at fertilization",0,"0/82",""
"GO:0046595","GO:0046595","establishment of pole plasm mRNA localization",0,"0/82",""
"GO:0048359","GO:0048359","mucilage metabolic process involved in seed coat development",0,"0/82",""
"GO:0048497","GO:0048497","maintenance of floral organ identity",0,"0/82",""
"GO:0048544","GO:0048544","recognition of pollen",0,"0/82",""
"GO:0048573","GO:0048573","photoperiodism, flowering",0,"0/82",""
"GO:0048609","GO:0048609","multicellular organismal reproductive process",7,"7/82","ADAM28/LGR4/ITGA3/CYP26B1/MMP19/CLDN11/GTSF1"
"GO:0051037","GO:0051037","regulation of transcription involved in meiotic cell cycle",0,"0/82",""
"GO:0051321","GO:0051321","meiotic cell cycle",1,"1/82","CYP26B1"
"GO:0060011","GO:0060011","Sertoli cell proliferation",0,"0/82",""
"GO:0060466","GO:0060466","activation of meiosis involved in egg activation",0,"0/82",""
"GO:0060468","GO:0060468","prevention of polyspermy",0,"0/82",""
"GO:0060469","GO:0060469","positive regulation of transcription involved in egg activation",0,"0/82",""
"GO:0060470","GO:0060470","positive regulation of cytosolic calcium ion concentration involved in egg activation",0,"0/82",""
"GO:0060471","GO:0060471","cortical granule exocytosis",0,"0/82",""
"GO:0060474","GO:0060474","positive regulation of flagellated sperm motility involved in capacitation",0,"0/82",""
"GO:0060475","GO:0060475","positive regulation of actin filament polymerization involved in acrosome reaction",0,"0/82",""
"GO:0060476","GO:0060476","protein localization involved in acrosome reaction",0,"0/82",""
"GO:0060478","GO:0060478","acrosomal vesicle exocytosis",0,"0/82",""
"GO:0060518","GO:0060518","cell migration involved in prostatic bud elongation",0,"0/82",""
"GO:0060519","GO:0060519","cell adhesion involved in prostatic bud elongation",0,"0/82",""
"GO:0060673","GO:0060673","cell-cell signaling involved in placenta development",0,"0/82",""
"GO:0060710","GO:0060710","chorio-allantoic fusion",0,"0/82",""
"GO:0060722","GO:0060722","cell proliferation involved in embryonic placenta development",0,"0/82",""
"GO:0060738","GO:0060738","epithelial-mesenchymal signaling involved in prostate gland development",0,"0/82",""
"GO:0060739","GO:0060739","mesenchymal-epithelial cell signaling involved in prostate gland development",0,"0/82",""
"GO:0060767","GO:0060767","epithelial cell proliferation involved in prostate gland development",0,"0/82",""
"GO:0060781","GO:0060781","mesenchymal cell proliferation involved in prostate gland development",0,"0/82",""
