"","ID","Description","Count","GeneRatio","geneID"
"GO:0005515","GO:0005515","protein binding",916,"916/1283","MCM3/CMTM7/S1PR5/C16orf89/ANXA2/BNIP3/PHYH/CA8/ACTA2/TNFRSF1B/DNER/CDK6/ENO1/ASB2/KCNF1/PLPP1/SUSD6/RFTN2/EBF4/NPM2/DMTN/NRXN2/SQLE/RASSF9/STMN2/TMEM14A/RPL8/RTN4RL1/CERS6/GPX3/TCF7/ALDH7A1/SRM/SRPX2/PORCN/IFT57/HEYL/KIF15/DLG5/NCAPH/SIGMAR1/SHC3/KCNN3/NTS/PKIA/FPR1/MVD/PCSK2/CDT1/CLMP/BCL2L10/APOC1/MIEN1/HNF1A/TCF21/PFKFB2/KHDRBS3/ABCG2/PKD2/TUBA1B/CKS2/CASQ2/VAMP8/KDR/MAPK8IP2/SOD2/PHACTR1/ENPP1/SPHK1/CYFIP2/ACBD7/TRAF1/KCNH2/KNTC1/SPOCK2/PON2/UNC5B/SCN1B/SRI/ETHE1/ARHGEF10L/NTN4/NAMPT/GATA3/BTN3A1/CDKN3/IL24/HAAO/KLF6/FCER1G/NEO1/CCDC198/ANTXR1/MUC2/SCAMP5/PNP/ESRP1/PAX9/TPSAB1/CEBPB/RECQL4/BICD2/FGF18/ARHGEF2/GPER1/USP11/OSR2/COX6C/MICALL2/FBXO6/CAMK2N2/KLF15/ACVRL1/HHLA2/UGCG/CCR1/ACTL6A/MELTF/ASCL1/TSHZ3/S1PR1/BMP2/COL6A1/LARP6/BDKRB2/IGFBP4/SDS/INHA/ARHGAP26/LHFPL2/N4BP3/ELOVL4/C4BPB/PCDH17/RARRES1/SPINK2/MASP2/RHOBTB2/CD83/IL32/PLEKHG4B/PAQR7/SERPINB3/TPRN/SOAT1/DPP4/SERPINB13/NUAK1/CD44/ZBTB12/ITGB8/CADM4/DMBT1/TPRG1/S100A3/ARL4C/DHRS2/TRIM17/OXER1/SLC4A11/APOA2/DUSP23/CDA/SIRPG/VWA5A/BUB1/CBX2/ACOT7/NDRG1/CD55/CXCR6/TIAM1/BSG/SH3RF2/SH2B2/MGAT4B/IER2/CLDN8/TSPAN7/BEX4/FGD1/PKP1/PCSK1N/ADCY1/DNALI1/SLC7A11/THRB/PLS1/GNB4/RB1/C3orf52/PODXL2/ZC3H12A/TKT/CDKN2A/CLEC3B/SFTPD/LBR/CREB3L4/TRIP10/PRRT2/IGF2/VASP/RPL13/CACNB3/DUOX1/ACE2/GABRB3/DPCD/CKB/AVPR1A/FBN1/PNMT/GADD45G/CCDC146/DTX1/TBX3/OASL/NRP2/ACSL3/RAI2/LIX1/IQGAP2/TOP2A/RARA/C4BPA/PPP1R1B/RASL11B/APOBEC3A/CAP2/MGST1/CHST13/ASAP1/RASSF5/CD8A/ATP9A/TTC3/CEND1/PTP4A3/SIPA1L3/NPM3/UPK1A/PALM3/IFNGR1/FRZB/VSNL1/PYGL/FGFR2/GNPNAT1/HIF1A/KIF26A/PFKP/TRO/TAGLN2/ADAMTS4/CLIC3/PLAT/ZC2HC1A/NCALD/GDAP1/JPH1/CPNE4/CENPX/SRPK1/INPP5F/ZNF521/C16orf54/LY6E/KCNMA1/ORAI2/PPP1R16A/TNFRSF11B/C1orf21/MAGED2/SOX17/LRP2/ARMCX3/PHKG1/VGLL1/TIMP1/GEM/MEF2C/LEPR/TP53INP1/PGK1/FBXO2/CLDND1/NDC80/BCL9/CIB2/SLC6A20/LUM/RDH16/DTX3L/HYAL1/CDKN2B/NTRK2/PTGES/MAT1A/AKAP6/LPAR6/ANXA2P2/IGHV3-43/S100A7/INSR/EFNA3/CA4/FLRT3/OVOL2/ACAA2/HELZ2/SSBP4/PXK/IFITM3/PCBD1/HR/GRB7/STAC2/TAP1/HTRA1/RHOH/JAM3/MSI1/BICDL1/RBM24/CELSR3/CYTH3/BAG2/CYB561/SHISA2/ADGRF4/SLC16A7/PIK3R1/TNFAIP8/PPL/CNR1/ATP10B/TTR/NFE2/OBSL1/STIL/ENKD1/FAM210B/RAB38/ZNF300/IL13RA2/PAM/HOXB4/FAM168A/ZFP36/KRT17/RAC2/LIF/GLDC/FAS/MAF/SLAMF7/TYMP/VSIR/PTGDS/DLX5/NOTCH4/AGER/HPN/PALD1/B3GAT1/PKM/ZBTB16/UNC93B1/CCDC74A/LAPTM4B/ASB13/SCD/CD247/DSP/SLC35F1/CLIC4/ZEB2/CRTAC1/SLC38A11/DIO2/SCGB3A1/IGKC/STK38L/VAMP2/TONSL/CLEC7A/CD8B/MAGI3/CXCL2/PLS3/RHOU/DHCR24/PHLPP1/SMARCA1/SYTL4/TNFRSF10B/SKIL/RDH10/RFC4/RPL39L/PRKCD/CDCP1/SOCS2/GAS2L3/RTP4/LIMD2/EGR1/USP9Y/BTBD11/TBX2/SOX7/MAP3K21/WNT9A/GSTA4/ZNF415/TMEM254/BTN3A3/NFIX/NRSN2/MYO5B/RRM1/SNX20/JSRP1/S1PR4/SSTR2/VAV1/PLPP2/GNG4/SEMA6D/OLFM1/BCAR3/HUNK/GDF15/ABTB2/ARHGAP29/LSP1/APOE/AMN/SPRED1/FAM107A/RAB31/ADCY3/PARVA/GZMM/FOXC1/PDCD1LG2/TUBB6/NME2/DUSP8/CFB/NTM/NUPR1/HILPDA/HAVCR2/NT5E/ATP2A3/WDR91/GRIK5/RRAGD/MGLL/HACD3/ERICH2/PPP2R2C/SH2D2A/RASSF4/SHB/PIP5K1B/PON3/RAB3A/CUBN/ZFY/KCNJ3/CAPN2/LGMN/CERK/PHKA1/LPXN/C20orf194/SLAMF8/F11R/TPX2/EPB41L1/MIS18A/TNFAIP3/CXCL14/NR0B2/DNAJB1/LRP1/PTPRE/PPARG/AMD1/TENM2/SPP1/LLGL1/SORBS1/NET1/RTL8B/SPTBN2/RCSD1/APCDD1L/RYR1/EPS8L3/COLGALT2/FKBP5/TRPS1/TREM2/SPRR1A/HOXB2/IL11/PODXL/VGF/MGAT3/IFITM1/FBXO27/BATF/CXCL13/PLXDC1/DMKN/FGFR4/TPSG1/ERRFI1/VAX2/PRRX1/DEFB1/ELF4/CD99L2/FZD6/CTHRC1/CTSB/PTPRC/PIM2/SMC2/KLF4/IL1RN/BIN1/LYPLA1/CLU/AKAP1/MAGI1/CSPG5/SEC24D/LCN2/CD86/ECT2/GSN/STOM/DUSP4/VLDLR/TMPO/S100P/SGMS2/PTP4A1/TENM1/KLRB1/SASH1/RIPOR2/SPAG9/NCOA7/IGHV1-69D/TXNIP/TMPRSS11D/PRF1/PDGFD/PAQR8/HAS2/NDN/DCBLD2/SOCS3/GNG8/FOXA2/MMP24/DTX3/ERBB4/NOTCH3/TYRP1/CDHR2/CXCL12/CA9/SMIM5/HSPA1B/HSPA1A/KAZALD1/PDLIM1/ARHGAP21/BORCS7/LIPC/SCNN1B/UACA/PLCB2/NECTIN2/COL6A2/LSM7/ERBB2/AFDN/KLHDC7B/ASAP3/MS4A6A/KLHL5/KIF26B/CTSC/C1QC/LAD1/DHRS7/DNMT3B/ISOC1/NBL1/DYNC1I1/MDFIC/EPHA7/SUCNR1/SFRP1/TBC1D2/CA2/GSDMD/EGFL6/TUBB/SH2D4A/NLGN3/ITPR3/PIAS3/TBC1D14/LGALS3/RAP1GAP2/SGK1/CYP2E1/SLPI/HOXC11/CDK2/TRIM22/GZMA/KCNJ2/G0S2/TNFAIP6/NMI/EMILIN2/HK3/POMK/IRS2/CSDC2/IKZF3/NEDD9/IYD/FRK/MLXIPL/JARID2/RNF19B/YWHAZ/COL5A3/SLC4A4/PTPRH/RIBC2/MPST/APOL2/DNAJB9/MBIP/LRRC8A/HS6ST1/AMOTL2/PLIN2/ITPR1/WNT5A/SDSL/TM4SF18/BCHE/HSPH1/FGF12/HES1/PLSCR4/PKP2/SYNE2/EFNA4/SEC61G/JCHAIN/FAM83F/CAVIN3/ETNK2/IRAK2/FUT3/AGRN/SEMA3C/HAMP/NEU1/WNT7B/RPL18A/ISYNA1/SEMA3A/CORO6/CITED1/ROMO1/DSTN/SNRPB/FOSB/CD3D/COCH/SH3D19/SNX25/GZMB/FGFR3/TESC/HSPA8/P2RX7/GDPD5/SGCB/MS4A4A/EFS/ITPKA/APP/GCHFR/FNBP1L/SAMD1/SULT4A1/ACOX2/KIF5C/AMOTL1/IRF5/BST2/ACTN4/KHK/TNNI2/IGHV3-66/C1QTNF1/CDC7/IGHV1-69/BAMBI/IGHV3-73/SEMA4G/ZDHHC2/GJB1/THEM5/SELENOM/NUDT11/ADAM19/TMEM243/VAV3/HMGCS2/SPTLC3/C6orf226/LEMD1/PPP2R2B/WIF1/PLEKHG6/SERINC1/ETV7/RUBCNL/RENBP/ASB9/SMARCA2/MAD2L2/DNAJC6/ABCD1/CA3/FMC1/PDP1/EPB41L2/ATP8B1/RALGPS2/HDAC1/HJURP/COL5A1/HMGN3/MREG/LAMA5/CARD6/MCCC2/SERPINF1/VPS37D/BEX5/LRRN1/HOXA4/PTPRN/KCND2/LEFTY1/SORBS3/CSTA/UPK1B/KCNJ8/KAT2B/LGR5/TLR4/SLAIN1/TROAP/ABLIM2/CRIM1/CXCL1/PLPPR1/RBP1/CEP55/HGD/CDC42EP1/SDF2L1/RNF112/ADM2/TEAD2/DNAJC22/ARNTL2/MAG/TFPT/KANK1/DDX58/SH3GL2/IBSP/ARRDC2/JAK3/DEPDC1/CYTL1/ITPKB/LYST/ACTA1/SOX13/S100A8/PLA2G1B/GSTM3/GSTM1/MEIS2/CCNB1/RRAS2/NCAPG/PPARGC1A/ITGB3/AURKA/PIR/IL2RB/MPPED2/TRIM9/DOCK3/MTHFD2/PDE4A/CD84/SPI1/KLHDC8A/CLDN18/OAS1/UGT1A6/ID1/NAPB/CRCT1/PLEKHA2/WHRN/IGHV2-70D/CCDC8/PLK3/DCXR/LDB2/HOXA10/ADAM22/E2F2/WASF1/FHL5/RAB23/CX3CR1/CRB3/REEP4/TNXB/PLEKHF1/C2/TRPM4/IFI44/CD109/UBE2L6/ITGA5/KRT5/MAGEA3/CD300LF/CEBPD/CLEC12A/ID4/GDF10/PTPRD/MRAP2/ELF5/TES/SORT1/CD63/TESPA1/CDK4/SESN1/MARK1/PLP2/DLC1/SRPX/KCNN2/C1orf116/DOK7/A2M/UNC119B/F7/RAB32/RAMP1/ELL2/ASS1/HOXC13/PLP1/CPLX2/PLAGL1/TGFBI/PFKFB4/CLDN16/ZSCAN18/LNX2/KCTD14/GATA4/STXBP1/BAAT/PHLDA1/GLTP/NAPRT/VIM/PARP10/PSMB8/IGF2BP2/NPDC1/MPDZ/STEAP1B/MAST1/COMP"
"GO:0005549","GO:0005549","odorant binding",2,"2/1283","PTGDS/LCN2"
"GO:0008144","GO:0008144","drug binding",15,"15/1283","SIGMAR1/NAMPT/PNP/FKBP10/TOP2A/RARA/PYGL/LRP2/CNR1/NME2/CUBN/PPARG/FKBP5/LCN2/SFRP1"
"GO:0008289","GO:0008289","lipid binding",79,"79/1283","ANXA2/APOC1/MCOLN3/SPHK1/ACBD7/GPER1/PCYT1B/S1PR1/STRA6/ARHGAP26/PAQR7/SOAT1/OXER1/APOA2/CD55/TIAM1/CADPS2/TRIP10/IQGAP2/RARA/ASAP1/PYGL/CPNE4/ANXA2P2/PXK/GRB7/CYTH3/BAIAP2L2/PTGDS/LAPTM4B/VAMP2/SYTL4/SNX20/S1PR4/APOE/NME2/HSD11B2/PLEK2/PPARG/SPTBN2/TREM2/ANXA13/BIN1/GSN/PAQR8/GSDMD/ITPR3/KCNJ2/APOL2/ITPR1/WNT5A/JCHAIN/SNX25/HSPA8/P2RX7/CD1E/FNBP1L/ACOX2/RUBCNL/ATP8B1/MREG/GSTA1/TLR4/RBP1/APOL3/MAG/SH3GL2/S100A8/PLA2G1B/PLEKHA2/PLEKHF1/CD300LF/MARK1/DLC1/DOK7/UNC119B/PHLDA1/GLTP/GSDMB"
"GO:0008430","GO:0008430","selenium binding",3,"3/1283","GPX3/DIO1/DIO2"
"GO:0015643","GO:0015643","toxic substance binding",1,"1/1283","ASS1"
"GO:0019808","GO:0019808","polyamine binding",1,"1/1283","AMD1"
"GO:0030246","GO:0030246","carbohydrate binding",24,"24/1283","PHYH/CRYBG2/ENPP1/GALNT16/BSG/GALNT6/CLEC3B/SFTPD/PYGL/GNPNAT1/PFKP/SIGLEC1/HKDC1/FBXO2/PAM/P4HTM/LAYN/CLEC7A/KLRB1/LGALS3/HK3/GALNT5/MAG/CLEC12A"
"GO:0031409","GO:0031409","pigment binding",0,"0/1283",""
"GO:0033218","GO:0033218","amide binding",32,"32/1283","MAPK8IP2/ACBD7/FKBP10/SOAT1/ACOT7/AVPR1A/MGST1/LEPR/FBXO2/PTGES/INSR/TAP1/PIK3R1/AGER/LAPTM4B/DHCR24/SSTR2/APOE/LRP1/PPARG/FKBP5/TREM2/CLU/BCHE/CD1E/TLR4/MAG/GSTM3/GSTM1/CD300LF/RAMP1/GLTP"
"GO:0035731","GO:0035731","dinitrosyl-iron complex binding",0,"0/1283",""
"GO:0036094","GO:0036094","small molecule binding",191,"191/1283","MCM3/PHYH/ACTA2/CDK6/SQLE/STK17B/KIF15/GIMAP6/MVD/GPT2/APOC1/PFKFB2/ABCG2/TUBA1B/KDR/ENPP1/SPHK1/ACBD7/ITPK1/PNP/RECQL4/ACVRL1/GIMAP4/STRA6/SDS/RHOBTB2/SOAT1/NUAK1/CD44/ARL4C/OXER1/APOA2/CDA/DDX3Y/BUB1/ACOT7/SPAG1/BSG/ADCY1/ASTN2/NMNAT3/TKT/LBR/DUOX1/CKB/FMO5/ACSL3/TOP2A/RARA/RASL11B/ATP9A/PALM3/PYGL/FGFR2/GNPNAT1/KIF26A/PFKP/SRPK1/HKDC1/PHKG1/GEM/PGK1/NTRK2/MAT1A/INSR/HELZ2/TAP1/RHOH/BAG2/HAPLN1/ATP10B/RAB38/PAM/RAC2/P4HTM/GLDC/PTGDS/ABCA2/LAYN/PKDCC/PKM/STK38L/MAGI3/RHOU/DHCR24/SMARCA1/SPR/RFC4/PRKCD/MAP3K21/MYO5B/RRM1/HUNK/IFI44L/RAB31/ADCY3/TUBB6/NME2/HSD11B2/NT5E/ATP2A3/RRAGD/PIP5K1B/RAB3A/CUBN/CERK/PPARG/IQCA1/RYR1/FGFR4/ATP6V1B1/PIM2/SMC2/MAGI1/CSAD/LCN2/ERBB4/NWD1/RAB42/HSPA1B/HSPA1A/ERBB2/KIF26B/HOXB13/EPHA7/EEF1A1P5/TUBB/ITPR3/SGK1/CYP2E1/CDK2/TNFAIP6/HK3/POMK/IYD/FRK/ITPR1/SDSL/HSPH1/ETNK2/GIMAP8/IRAK2/AGRN/FGFR3/HSPA8/P2RX7/ITPKA/GCHFR/CYP1B1/ACOX2/KIF5C/ACTN4/KHK/CDC7/GSR/SPTLC3/RENBP/SMARCA2/ABCD1/ATP8B1/MCCC2/GSTA1/KCNJ8/RBP1/RNF112/MAG/DDX58/JAK3/ITPKB/ACTA1/SLC27A3/S100A8/PLA2G1B/RRAS2/ATP13A3/AURKA/MPPED2/PDE4A/OAS1/FN3K/PLK3/RAB23/TRPM4/CDK4/SESN1/MARK1/RAB32/ASS1/PFKFB4/RAB20/MAST1"
"GO:0042165","GO:0042165","neurotransmitter binding",1,"1/1283","SLC6A11"
"GO:0042562","GO:0042562","hormone binding",9,"9/1283","GPER1/THRB/AVPR1A/LEPR/INSR/PIK3R1/TTR/PKM/RAMP1"
