"","ID","Description","Count","GeneRatio","geneID"
"GO:0043167","GO:0043167","ion binding",36,"36/82","TRIM16/SNAI2/ADAM28/NKD1/EVA1C/ITGA3/PDE6B/CD93/PTGES/EPHB4/ACOX2/PSD4/ACSM3/CKB/PDLIM1/CYP26B1/CELSR3/RNF145/CD69/GIMAP6/ARSD/RAB23/MMP19/PIK3CD/GTSF1/ZSCAN18/SMOC2/TRPV4/NEURL1B/EGFL7/TNFAIP3/F13A1/NT5C2/SPEG/MVD/HMGCR"
"GO:0043176","GO:0043176","amine binding",0,"0/82",""
"GO:0043287","GO:0043287","poly(3-hydroxyalkanoate) binding",0,"0/82",""
"GO:0043515","GO:0043515","kinetochore binding",0,"0/82",""
"GO:0044590","GO:0044590","iron-sulfur-molybdenum cofactor binding",0,"0/82",""
"GO:0044877","GO:0044877","protein-containing complex binding",7,"7/82","EMP2/ITGA3/CD93/INHA/DCN/TRPV4/IGF2"
"GO:0046790","GO:0046790","virion binding",0,"0/82",""
"GO:0046812","GO:0046812","host cell surface binding",0,"0/82",""
"GO:0046848","GO:0046848","hydroxyapatite binding",0,"0/82",""
"GO:0046904","GO:0046904","calcium oxalate binding",0,"0/82",""
"GO:0048038","GO:0048038","quinone binding",0,"0/82",""
"GO:0050436","GO:0050436","microfibril binding",0,"0/82",""
"GO:0050825","GO:0050825","ice binding",0,"0/82",""
"GO:0050840","GO:0050840","extracellular matrix binding",3,"3/82","ITGA3/DCN/SMOC2"
"GO:0050997","GO:0050997","quaternary ammonium group binding",0,"0/82",""
"GO:0051192","GO:0051192","prosthetic group binding",0,"0/82",""
"GO:0051540","GO:0051540","metal cluster binding",0,"0/82",""
"GO:0070026","GO:0070026","nitric oxide binding",0,"0/82",""
"GO:0072328","GO:0072328","alkene binding",0,"0/82",""
"GO:0072341","GO:0072341","modified amino acid binding",1,"1/82","PTGES"
"GO:0097159","GO:0097159","organic cyclic compound binding",21,"21/82","TRIM16/SNAI2/FOXO6/ARID5B/EPHB4/ACOX2/ACSM3/CKB/DCN/CYP26B1/GIMAP6/RAB23/PIK3CD/BST2/ZSCAN18/TRPV4/TNFAIP3/NT5C2/SPEG/MVD/HMGCR"
"GO:0097243","GO:0097243","flavonoid binding",0,"0/82",""
"GO:0097367","GO:0097367","carbohydrate derivative binding",12,"12/82","EVA1C/EPHB4/ACSM3/CKB/DCN/GIMAP6/RAB23/PIK3CD/SMOC2/TRPV4/SPEG/MVD"
"GO:0140272","GO:0140272","exogenous protein binding",0,"0/82",""
"GO:0140355","GO:0140355","cargo receptor ligand activity",0,"0/82",""
"GO:1901363","GO:1901363","heterocyclic compound binding",21,"21/82","TRIM16/SNAI2/FOXO6/ARID5B/EPHB4/ACOX2/ACSM3/CKB/DCN/CYP26B1/GIMAP6/RAB23/PIK3CD/BST2/ZSCAN18/TRPV4/TNFAIP3/NT5C2/SPEG/MVD/HMGCR"
"GO:1901567","GO:1901567","fatty acid derivative binding",0,"0/82",""
"GO:1901681","GO:1901681","sulfur compound binding",3,"3/82","EVA1C/PTGES/SMOC2"
"GO:1902670","GO:1902670","carbon dioxide binding",0,"0/82",""
"GO:1904483","GO:1904483","synthetic cannabinoid binding",0,"0/82",""
"GO:1904493","GO:1904493","tetrahydrofolyl-poly(glutamate) polymer binding",0,"0/82",""
"GO:1904517","GO:1904517","MgATP(2-) binding",0,"0/82",""
"GO:1990300","GO:1990300","cellulosome binding",0,"0/82",""
"GO:0004362","GO:0004362","glutathione-disulfide reductase activity",0,"0/82",""
"GO:0004601","GO:0004601","peroxidase activity",1,"1/82","GPX1"
"GO:0004784","GO:0004784","superoxide dismutase activity",0,"0/82",""
"GO:0004791","GO:0004791","thioredoxin-disulfide reductase activity",0,"0/82",""
"GO:0032542","GO:0032542","sulfiredoxin activity",0,"0/82",""
"GO:0045174","GO:0045174","glutathione dehydrogenase (ascorbate) activity",0,"0/82",""
"GO:0050605","GO:0050605","superoxide reductase activity",0,"0/82",""
"GO:0051920","GO:0051920","peroxiredoxin activity",0,"0/82",""
"GO:0004873","GO:0004873","asialoglycoprotein receptor activity",0,"0/82",""
"GO:0004998","GO:0004998","transferrin receptor activity",0,"0/82",""
"GO:0005044","GO:0005044","scavenger receptor activity",0,"0/82",""
"GO:0008196","GO:0008196","vitellogenin receptor activity",0,"0/82",""
"GO:0016964","GO:0016964","alpha-2 macroglobulin receptor activity",0,"0/82",""
"GO:0030226","GO:0030226","apolipoprotein receptor activity",0,"0/82",""
"GO:0030228","GO:0030228","lipoprotein particle receptor activity",0,"0/82",""
"GO:0033568","GO:0033568","lactoferrin receptor activity",0,"0/82",""
"GO:0061714","GO:0061714","folic acid receptor activity",0,"0/82",""
"GO:0070287","GO:0070287","ferritin receptor activity",0,"0/82",""
"GO:0140488","GO:0140488","heme receptor activity",0,"0/82",""
"GO:0004694","GO:0004694","eukaryotic translation initiation factor 2alpha kinase activity",0,"0/82",""
"GO:0030371","GO:0030371","translation repressor activity",0,"0/82",""
"GO:0045183","GO:0045183","translation factor activity, non-nucleic acid binding",0,"0/82",""
"GO:0090079","GO:0090079","translation regulator activity, nucleic acid binding",0,"0/82",""
"GO:0000156","GO:0000156","phosphorelay response regulator activity",0,"0/82",""
"GO:0009927","GO:0009927","histidine phosphotransfer kinase activity",0,"0/82",""
"GO:0031992","GO:0031992","energy transducer activity",0,"0/82",""
"GO:0038023","GO:0038023","signaling receptor activity",9,"9/82","CD27/LGR4/KRT1/CD93/EPHB4/P2RY13/CELSR3/CD69/TRPV4"
"GO:0030533","GO:0030533","triplet codon-amino acid adaptor activity",0,"0/82",""
"GO:0030674","GO:0030674","protein-macromolecule adaptor activity",0,"0/82",""
"GO:0005085","GO:0005085","guanyl-nucleotide exchange factor activity",1,"1/82","PSD4"
"GO:0016247","GO:0016247","channel regulator activity",0,"0/82",""
"GO:0030234","GO:0030234","enzyme regulator activity",3,"3/82","CD27/BST2/IGF2"
"GO:0030545","GO:0030545","receptor regulator activity",4,"4/82","DKK1/INHA/SEMA6B/IGF2"
"GO:0097690","GO:0097690","iron ion transmembrane transporter inhibitor activity",0,"0/82",""
"GO:0140110","GO:0140110","transcription regulator activity",6,"6/82","SNAI2/FOXO6/ARID5B/PDLIM1/ZSCAN18/ATN1"
"GO:0140416","GO:0140416","DNA-binding transcription factor inhibitor activity",0,"0/82",""
"GO:0016530","GO:0016530","metallochaperone activity",0,"0/82",""
"GO:0032977","GO:0032977","membrane insertase activity",0,"0/82",""
"GO:0097163","GO:0097163","sulfur carrier activity",0,"0/82",""
"GO:0140132","GO:0140132","iron-sulfur cluster carrier activity",0,"0/82",""
"GO:0140414","GO:0140414","phosphopantetheine-dependent carrier activity",0,"0/82",""
"GO:0000155","GO:0000155","phosphorelay sensor kinase activity",0,"0/82",""
"GO:0005034","GO:0005034","osmosensor activity",1,"1/82","TRPV4"
"GO:0019826","GO:0019826","oxygen sensor activity",0,"0/82",""
"GO:0035991","GO:0035991","nitric oxide sensor activity",0,"0/82",""
"GO:0061891","GO:0061891","calcium ion sensor activity",0,"0/82",""
"GO:0070027","GO:0070027","carbon monoxide sensor activity",0,"0/82",""
"GO:0097063","GO:0097063","cadmium ion sensor activity",0,"0/82",""
"GO:0097077","GO:0097077","copper ion sensor activity",0,"0/82",""
"GO:0106219","GO:0106219","zinc ion sensor activity",0,"0/82",""
"GO:0106254","GO:0106254","lipid sensor activity",0,"0/82",""
"GO:0140442","GO:0140442","peroxide sensor activity",0,"0/82",""
"GO:0140482","GO:0140482","iron sensor activity",0,"0/82",""
"GO:0140311","GO:0140311","protein sequestering activity",0,"0/82",""
"GO:0140319","GO:0140319","receptor decoy activity",0,"0/82",""
"GO:0140487","GO:0140487","metal ion sequestering activity",0,"0/82",""
"GO:0000497","GO:0000497","DNA template activity",0,"0/82",""
"GO:0140490","GO:0140490","microtubule nucleator activity",0,"0/82",""
