"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016324","GO:0016324","apical plasma membrane","53/1553","361/19559",9.80184455674577e-06,0.000550732199110893,0.000444295955156408,"CEACAM7/MLC1/SLC7A9/STK39/ANXA13/ABCG2/SLC6A20/AMOTL1/CTSB/GNAS/KCNMA1/MPDZ/MUC13/SLC26A6/GPR143/SLC38A1/UPK1A/BST2/CD36/SLC39A14/SLC7A1/DUOX1/CEACAM1/CUBN/PTPRH/DLL1/PROM1/SIPA1L3/DPP4/SLC2A9/GPIHBP1/CD44/CYBA/IL6R/ERBB3/SLC15A1/KL/EZR/VANGL2/DDR2/PODXL/ERBB2/ASPM/SLC9A3/PARD6G/ANXA1/HPN/SLC4A11/ABCC2/RIPOR2/PTH1R/UPK1B/UPK3A",53
"GO:0098858","GO:0098858","actin-based cell projection","37/1553","220/19559",1.05740582229291e-05,0.000550732199110893,0.000444295955156408,"ADGRA2/IQGAP2/SCARB1/ACTA1/CIB2/SPN/USH1C/DEF6/CLIC4/GAP43/CEACAM1/CA9/PTPRH/ITGB3/JAM3/CNP/CA2/TUBB3/PROM1/CALB2/WHRN/CD44/EPHA4/MYO5A/EZR/PODXL/PDGFA/TPRN/PLEKHG6/STARD10/ACTA2/VIL1/RIPOR2/PDGFRA/UNC5C/BAIAP2/RAPGEF3",37
"GO:0031252","GO:0031252","cell leading edge","59/1553","421/19559",1.34607381289726e-05,0.00064715087158522,0.000522080450508329,"SH2D3C/AMOTL1/IQGAP2/CARMIL1/SWAP70/FGD1/ACTA1/PKD2/RAC2/MTSS1/BCAR1/SPRY4/CTNND1/ARHGEF2/LAMP5/CDK6/GABRE/TIAM1/DLC1/DUOX1/DDX58/DOCK8/ITGB3/ARHGAP45/PDE4A/MYLK/TUBB3/NEDD9/CADM4/DPP4/CD44/PLEKHO1/EPS8L3/LIMA1/CTNNA2/MYO5A/FGD6/EZR/TNFRSF12A/PODXL/MYH9/FERMT2/PTPRM/TESC/WWC1/ABLIM1/GDPD2/CYTH3/ACTA2/VIL1/ASAP3/RIPOR2/UNC5C/BAIAP2/APBB2/TLN2/KANK1/RAPGEF3/PSD3",59
"GO:0005925","GO:0005925","focal adhesion","58/1553","415/19559",1.72343582289823e-05,0.000769390992365282,0.000620696059525002,"EPB41L2/ACTN4/ARHGAP26/HSPA8/CDC42EP1/RAC2/BCAR1/FHL1/SPRY4/ARHGEF2/LPXN/JUP/SVIL/PDLIM1/DLC1/PLEC/ITGB3/SNTB1/TLE2/SORBS3/GRB7/BCAR3/CD99L2/NEDD9/ITGB8/DPP4/CD44/SORBS1/RHOU/CYBA/LIMA1/TES/FLRT3/S100A7/RRAS2/EZR/DAB2/TNS1/DDR2/MYH9/FERMT2/PVR/RPLP2/ANXA1/ATP6V0C/FES/KLF11/ARPC1B/ITGBL1/PTPRC/ASAP3/CD151/RPS18/TLN2/BSG/MAPRE2/EFS/SLA",58
"GO:0001726","GO:0001726","ruffle","31/1553","179/19559",2.98101074436239e-05,0.00124208781015099,0.00100203799757866,"SH2D3C/FGD1/MTSS1/BCAR1/SPRY4/ARHGEF2/CDK6/TIAM1/DLC1/DDX58/ITGB3/ARHGAP45/PDE4A/PLEKHO1/EPS8L3/LIMA1/MYO5A/FGD6/EZR/TNFRSF12A/PODXL/MYH9/TESC/WWC1/CYTH3/VIL1/ASAP3/BAIAP2/TLN2/KANK1/PSD3",31
"GO:0030667","GO:0030667","secretory granule membrane","45/1553","306/19559",4.29062736182398e-05,0.00165664530703356,0.00133647680348476,"LPCAT1/TMEM63A/IQGAP2/MOXD1/STOM/PAM/ITPR3/SYTL4/BST2/BST1/CD36/DEGS1/ITPR1/VAMP8/CEACAM1/HLA-H/ITGB3/SCG3/CD93/MGST1/ALDH3B1/NFAM1/C5AR1/CPE/DSP/CD44/LHFPL2/PGRMC1/CYBA/RAB3A/ORMDL3/FABP5/CYSTM1/ATP6V0C/CD55/SLC11A1/C3AR1/KIF1A/PTPRC/PKP1/VAMP2/STK10/TRPM2/NBEAL2/BSG",45
"GO:0005912","GO:0005912","adherens junction","29/1553","166/19559",4.50607523513128e-05,0.00165664530703356,0.00133647680348476,"CDC42EP1/CTNND1/EFNA5/PKP3/JUP/PDLIM1/DLG5/CEACAM1/DLL1/AFDN/CDH5/CD99L2/SORBS1/EPHA4/BAIAP2L1/TJP1/CTNNA2/FRMD5/MYH9/PVR/PTPRM/NECTIN3/ANXA1/CYTH3/SMAD7/PKP1/TSPAN33/TMEM204/BAIAP2",29
"GO:0098862","GO:0098862","cluster of actin-based cell projections","28/1553","159/19559",5.22521190232601e-05,0.00181430968830764,0.00146367046854629,"SLC7A9/ABCG2/ACTN4/SLC28A1/CIB2/ITPR3/SLC26A6/MFSD10/USH1C/CD36/SLC7A11/SCIN/PLEC/CUBN/CALB2/WHRN/LIMA1/SLC28A3/SLC15A1/EZR/MYH9/SLC9A3/TPRN/ABCC2/VIL1/RIPOR2/PTH1R/GIPC1",28
"GO:0042611","GO:0042611","MHC protein complex","9/1553","25/19559",7.76476100247285e-05,0.00251134965045359,0.00202599828642909,"HLA-DMB/CD74/HLA-DMA/HLA-DRB1/HLA-A/HLA-H/HLA-DOA/HLA-DRA/HLA-DPA1",9
"GO:0031091","GO:0031091","platelet alpha granule","19/1553","91/19559",8.03631888145149e-05,0.00251134965045359,0.00202599828642909,"IGF2/ACTN4/MAGED2/PPBP/F5/SYTL4/A2M/CD36/HGF/SERPINA1/ITGB3/SCCPDH/CLU/TIMP1/LHFPL2/VEGFB/PDGFA/TGFB2/QSOX1",19
"GO:0031253","GO:0031253","cell projection membrane","48/1553","344/19559",9.23744757672657e-05,0.00274924035021624,0.00221791347832182,"SH2D3C/SLC7A9/ABCG2/SLC28A1/SHANK3/SCARB1/PKD2/NOX1/SPRY4/SLC26A6/ASAP1/ARHGEF2/LAMP5/MFSD10/CD36/GABRE/SLC7A11/GAP43/TIAM1/DLC1/CEACAM1/DDX58/CA9/DOCK8/CUBN/CYS1/PTPRH/ITGB3/ARHGAP45/PDE4A/PROM1/DPP4/CD44/PLEKHO1/EPS8L3/LIMA1/SLC28A3/EZR/PODXL/FERMT2/SLC9A3/TESC/WWC1/ABCC2/RIPOR2/PTH1R/KANK1/PSD3",48
"GO:0042613","GO:0042613","MHC class II protein complex","7/1553","16/19559",0.000118278619946338,0.00336018806665732,0.00271078750977492,"HLA-DMB/CD74/HLA-DMA/HLA-DRB1/HLA-DOA/HLA-DRA/HLA-DPA1",7
"GO:0016323","GO:0016323","basolateral plasma membrane","37/1553","246/19559",0.000124372577478393,0.0033796896053911,0.0027265201195492,"MLC1/STK39/TACSTD2/PKD2/CLDN8/KCNQ1/SLC26A6/SLC38A1/AQP4/SLC39A14/SLC7A1/KCNJ10/CEACAM1/CA9/SLC4A4/CA2/C5AR1/SLC39A5/SLC2A9/GPIHBP1/DSP/CD44/VSIG1/CLCA2/IL6R/TJP1/CTNNA2/ERBB3/EZR/SLC1A3/CDH17/VANGL2/ERBB2/ANXA1/SLC4A11/CD1D/PTH1R",37
"GO:0001533","GO:0001533","cornified envelope","12/1553","45/19559",0.000146319750956927,0.00381041018116997,0.00307399827668281,"KAZN/PKP3/JUP/DSP/SPRR1B/SPRR1A/SPRR2A/ANXA1/PPL/SPRR2E/PKP1/PI3",12
"GO:0031093","GO:0031093","platelet alpha granule lumen","15/1553","67/19559",0.000196218247724216,0.00490545619310539,0.00395741223831155,"IGF2/ACTN4/MAGED2/PPBP/F5/A2M/HGF/SERPINA1/SCCPDH/CLU/TIMP1/VEGFB/PDGFA/TGFB2/QSOX1",15
"GO:0070820","GO:0070820","tertiary granule","27/1553","164/19559",0.000225437968813057,0.00541918194262156,0.00437185372718438,"TMEM63A/STOM/PPBP/PGM1/CXCL1/VAMP8/OSCAR/CEACAM1/CD93/DSP/QPCT/CYBA/GSDMD/TNFAIP6/HP/CYSTM1/ATP6V0C/CD55/CRISP3/SLC11A1/PTX3/PKP1/CDA/TRPM2/PTPN6/NBEAL2/QSOX1",27
"GO:0045121","GO:0045121","membrane raft","45/1553","329/19559",0.000238179054991232,0.00551340405072296,0.0044478661731306,"CD24/MLC1/ABCG2/SPRED1/KCNMA1/LY6K/SCARB1/ATP1A2/BIRC3/STOM/KCNQ1/EFNA5/PLVAP/BST2/PLPP2/CD36/SELE/DLC1/UNC5B/DLL1/PGK1/EHD2/FAS/KCND2/NFAM1/DPP4/SORBS1/EDNRB/TUBB/EZR/ADCY1/ARC/LIPE/PODXL/CNR1/CD55/PTPRC/PTGS2/TNFRSF10A/CAVIN3/S1PR1/LDHB/BSG/CD1A/TUBA1B",45
"GO:0098857","GO:0098857","membrane microdomain","45/1553","330/19559",0.000255078106076231,0.00569370772491588,0.00459332378986898,"CD24/MLC1/ABCG2/SPRED1/KCNMA1/LY6K/SCARB1/ATP1A2/BIRC3/STOM/KCNQ1/EFNA5/PLVAP/BST2/PLPP2/CD36/SELE/DLC1/UNC5B/DLL1/PGK1/EHD2/FAS/KCND2/NFAM1/DPP4/SORBS1/EDNRB/TUBB/EZR/ADCY1/ARC/LIPE/PODXL/CNR1/CD55/PTPRC/PTGS2/TNFRSF10A/CAVIN3/S1PR1/LDHB/BSG/CD1A/TUBA1B",45
"GO:0034774","GO:0034774","secretory granule lumen","44/1553","322/19559",0.000283713286536141,0.00608779082893057,0.00491124514872883,"SERPINB1/IGF2/ACTN4/MAGED2/CLEC3B/CTSC/HSPA8/PPBP/F5/A2M/CXCL1/HK3/JUP/HGF/SERPINA1/OSCAR/SCG3/SCCPDH/CTSG/ARHGAP45/CLU/TIMP1/PNP/SELENOP/QPCT/HEBP2/VEGFB/GSDMD/S100A7/TUBB/ADA2/FABP5/HP/PDGFA/TTR/CRISP3/RNASET2/PTX3/CDA/PYGL/PRDX4/PTPN6/TGFB2/QSOX1",44
"GO:1904724","GO:1904724","tertiary granule lumen","13/1553","55/19559",0.000292213959788668,0.00608779082893057,0.00491124514872883,"PPBP/PGM1/CXCL1/OSCAR/QPCT/GSDMD/TNFAIP6/HP/CRISP3/PTX3/CDA/PTPN6/QSOX1",13
"GO:0042581","GO:0042581","specific granule","26/1553","160/19559",0.000360007427243091,0.00725821425893328,0.00585546885057523,"TMEM63A/STOM/CXCL1/BST1/CD36/JUP/DEGS1/VAMP8/OSCAR/CEACAM1/CD93/ALDH3B1/CLCN3/PGRMC1/QPCT/CYBA/GSDMD/ORMDL3/HP/CRISP3/C3AR1/PTX3/STK10/TRPM2/PTPN6/QSOX1",26
"GO:0060205","GO:0060205","cytoplasmic vesicle lumen","44/1553","326/19559",0.000371982097207719,0.00726527533608826,0.0058611652816611,"SERPINB1/IGF2/ACTN4/MAGED2/CLEC3B/CTSC/HSPA8/PPBP/F5/A2M/CXCL1/HK3/JUP/HGF/SERPINA1/OSCAR/SCG3/SCCPDH/CTSG/ARHGAP45/CLU/TIMP1/PNP/SELENOP/QPCT/HEBP2/VEGFB/GSDMD/S100A7/TUBB/ADA2/FABP5/HP/PDGFA/TTR/CRISP3/RNASET2/PTX3/CDA/PYGL/PRDX4/PTPN6/TGFB2/QSOX1",44
"GO:0031983","GO:0031983","vesicle lumen","44/1553","328/19559",0.000424731663199951,0.00802150405989379,0.00647124285421326,"SERPINB1/IGF2/ACTN4/MAGED2/CLEC3B/CTSC/HSPA8/PPBP/F5/A2M/CXCL1/HK3/JUP/HGF/SERPINA1/OSCAR/SCG3/SCCPDH/CTSG/ARHGAP45/CLU/TIMP1/PNP/SELENOP/QPCT/HEBP2/VEGFB/GSDMD/S100A7/TUBB/ADA2/FABP5/HP/PDGFA/TTR/CRISP3/RNASET2/PTX3/CDA/PYGL/PRDX4/PTPN6/TGFB2/QSOX1",44
"GO:0005604","GO:0005604","basement membrane","19/1553","103/19559",0.000436369820858222,0.00802150405989379,0.00647124285421326,"NID2/SMOC1/EFNA5/LAMA3/NTN1/COL4A4/LAMC3/NTN4/LAMB2/TIMP1/COL17A1/COL4A6/FREM2/EGFL6/MEGF9/LOXL2/ACHE/CD151/LAMA1",19
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","27/1553","172/19559",0.000492382212014611,0.00879253950026091,0.00709326555052628,"STAC2/GNAS/SHANK3/GNG4/CTNND1/GNAZ/JUP/STAC3/GNB4/TIAM1/CUBN/ERRFI1/TGM3/PLEKHA4/CDH5/HIP1/CTNNA2/CDH17/FERMT2/ANXA1/FES/CYTH3/SMAD7/GNA14/SRMS/KPNA2/SLA",27
"GO:0031526","GO:0031526","brush border membrane","13/1553","58/19559",0.000508233578530501,0.00882349962726565,0.00711824222561726,"SLC7A9/ABCG2/SLC28A1/SLC26A6/MFSD10/CD36/SLC7A11/CUBN/LIMA1/SLC28A3/SLC9A3/ABCC2/PTH1R",13
"GO:0030027","GO:0030027","lamellipodium","30/1553","201/19559",0.000592517143568685,0.00981054855933519,0.00791453096407841,"AMOTL1/IQGAP2/CARMIL1/SWAP70/FGD1/ACTA1/PKD2/RAC2/BCAR1/CTNND1/DOCK8/ITGB3/MYLK/TUBB3/NEDD9/DPP4/CD44/CTNNA2/FGD6/PODXL/FERMT2/PTPRM/TESC/ABLIM1/GDPD2/ACTA2/VIL1/UNC5C/APBB2/RAPGEF3",30
"GO:0098589","GO:0098589","membrane region","45/1553","343/19559",0.00059648135240758,0.00981054855933519,0.00791453096407841,"CD24/MLC1/ABCG2/SPRED1/KCNMA1/LY6K/SCARB1/ATP1A2/BIRC3/STOM/KCNQ1/EFNA5/PLVAP/BST2/PLPP2/CD36/SELE/DLC1/UNC5B/DLL1/PGK1/EHD2/FAS/KCND2/NFAM1/DPP4/SORBS1/EDNRB/TUBB/EZR/ADCY1/ARC/LIPE/PODXL/CNR1/CD55/PTPRC/PTGS2/TNFRSF10A/CAVIN3/S1PR1/LDHB/BSG/CD1A/TUBA1B",45
