"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061448","GO:0061448","connective tissue development","39/1144","262/18866",1.82670189919113e-07,9.41747860937534e-05,7.14249182784205e-05,"ACTA2/FGF18/OSR2/ACVRL1/BMP2/CD44/ITGB8/RARA/FRZB/HIF1A/SLC39A14/TIMP1/MEF2C/LUM/HYAL1/SLC25A25/CHRDL2/MAF/PKDCC/ZBTB16/EGR1/WNT9A/CHADL/TRPS1/PRRX1/PDGFD/CHSY1/WNT5A/WNT7B/FGFR3/SELENOM/COL5A1/CYTL1/PPARGC1A/TRPM4/ID4/CDK4/TGFBI/COMP",39
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","40/1144","279/18866",3.51891525468581e-07,0.000153386066953884,0.000116332489317501,"DMTN/GATA3/PNP/HHLA2/CD83/DPP4/CD44/SIRPG/CD55/IGF2/RARA/RHOH/PIK3R1/VSIR/AGER/ZBTB16/VAV1/PDCD1LG2/HAVCR2/F11R/FUT4/PODXL/CXCL13/PTPRC/MAGI1/CD86/GCNT2/HAS2/FOXA2/AFDN/KIF26B/WNT5A/HSPH1/HES1/FUT3/ADAM19/JAK3/ITPKB/SOX13/TESPA1",40
"GO:0007162","GO:0007162","negative regulation of cell adhesion","42/1144","301/18866",3.82183610640529e-07,0.000153386066953884,0.000116332489317501,"DMTN/DLG5/CEBPB/ACVRL1/MELTF/BMP2/ARG2/ZC3H12A/CDKN2A/SFTPD/DTX1/PLXNA1/JAM3/PIK3R1/VSIR/NOTCH4/PRKCD/FAM107A/PDCD1LG2/HAVCR2/LPXN/LRP1/PODXL/PTPRC/KLF4/IL1RN/CD86/GCNT2/RIPOR2/CXCL12/ERBB2/LGALS3/CYP1B1/ACTN4/C1QTNF1/MAD2L2/KANK1/JAK3/ADAM22/DLC1/ASS1/TGFBI",42
"GO:0052548","GO:0052548","regulation of endopeptidase activity","54/1144","434/18866",4.01720786043183e-07,0.000153386066953884,0.000116332489317501,"PROS1/ANXA2/PAPLN/IFT57/BCL2L10/CYFIP2/SPOCK2/GPER1/RARRES1/SPINK2/SERPINB3/SERPINB13/CD44/PCSK1N/TIMP1/EFNA3/TNFAIP8/FAS/VSIR/ABCA2/AGER/CLEC7A/DHCR24/TNFRSF10B/SOX7/WNT9A/SPINT1/ATP2A3/TFPI2/LGMN/SERPINA4/PPARG/PI3/KLF4/BIN1/GSN/SPINK5/SERPINB2/UACA/EPHA7/SLPI/APP/BST2/RENBP/HDAC1/SERPINF1/CSTA/CRIM1/S100A8/CD109/MAGEA3/DLC1/A2M/PSMB8",54
"GO:0048762","GO:0048762","mesenchymal cell differentiation","35/1144","229/18866",4.05711691819479e-07,0.000153386066953884,0.000116332489317501,"HEYL/DLG5/TCF21/GATA3/BMP2/SERPINB3/TIAM1/NRP2/FRZB/FGFR2/HIF1A/MEF2C/OVOL2/NOTCH4/HPN/ZEB2/RDH10/SEMA6D/OLFM1/SPRED1/FOXC1/GCNT2/HAS2/FOXA2/ERBB4/SFRP1/WNT5A/HES1/SEMA3C/SEMA3A/BAMBI/SEMA4G/MIR590/MAD2L2/LAMA5",35
"GO:0072001","GO:0072001","renal system development","41/1144","292/18866",4.43385136803969e-07,0.000157152319425957,0.000119188925590857,"ACTA2/HEYL/DLG5/TCF21/PKD2/GATA3/OSR2/KLF15/BMP2/STRA6/ARG2/FBN1/RARA/FGFR2/SOX17/MEF2C/COL4A4/LIF/ZBTB16/RDH10/EGR1/FOXC1/SIX4/PODXL/PDGFD/HAS2/NOTCH3/KIF26B/EPHA7/SFRP1/CA2/HOXC11/MPST/WNT5A/HES1/WNT7B/CITED1/LAMA5/SERPINF1/LGR5/ASS1",41
"GO:0052547","GO:0052547","regulation of peptidase activity","56/1144","466/18866",7.63236082656008e-07,0.000248178055264312,0.00018822551184883,"PROS1/ANXA2/PAPLN/IFT57/BCL2L10/CYFIP2/SPOCK2/ANTXR1/GPER1/RARRES1/SPINK2/SERPINB3/SERPINB13/CD44/PCSK1N/TIMP1/EFNA3/TNFAIP8/FAS/VSIR/ABCA2/AGER/CLEC7A/DHCR24/TNFRSF10B/SOX7/WNT9A/SPINT1/ATP2A3/TFPI2/LGMN/SERPINA4/LRP1/PPARG/PI3/KLF4/BIN1/GSN/SPINK5/SERPINB2/UACA/EPHA7/SLPI/APP/BST2/RENBP/HDAC1/SERPINF1/CSTA/CRIM1/S100A8/CD109/MAGEA3/DLC1/A2M/PSMB8",56
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","47/1144","364/18866",7.87727913023739e-07,0.000248178055264312,0.00018822551184883,"DLG5/GATA3/PNP/CEBPB/HHLA2/CD83/DPP4/CD44/SIRPG/CD55/ARG2/PODXL2/ZC3H12A/SFTPD/IGF2/DTX1/RARA/RHOH/PIK3R1/RAC2/VSIR/AGER/ZBTB16/VAV1/PDCD1LG2/HAVCR2/NT5E/F11R/FUT4/PTPRC/KLF4/CD86/RIPOR2/HAS2/CXCL12/ERBB2/LGALS3/HSPH1/HES1/JAK3/ITPKB/SOX13/S100A8/CX3CR1/ITGA5/TESPA1/ASS1",47
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","14/1144","50/18866",1.00400796276434e-06,0.000299669955622977,0.000227278478440725,"ENO1/PFKFB2/HIF1A/PGK1/INSR/NUPR1/TREM2/MLXIPL/SLC4A4/P2RX7/APP/CCNB1/PPARGC1A/PFKFB4",14
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","32/1144","210/18866",1.34644092946717e-06,0.000365681358251677,0.000277343461158127,"ANXA2/CDK6/GATA3/FCER1G/CEBPB/CCR1/INHA/DHRS2/RB1/LBR/FBN1/RARA/MEF2C/PIK3R1/LIF/NME2/PPARG/TREM2/BATF/TMEM64/OSCAR/C1QC/SFRP1/CA2/PIAS3/TESC/APP/TLR4/PIR/SPI1/CLDN18/CD109",32
"GO:0001822","GO:0001822","kidney development","39/1144","283/18866",1.35413657613917e-06,0.000365681358251677,0.000277343461158127,"ACTA2/HEYL/DLG5/TCF21/PKD2/GATA3/OSR2/KLF15/BMP2/STRA6/ARG2/FBN1/RARA/FGFR2/SOX17/MEF2C/COL4A4/LIF/ZBTB16/RDH10/EGR1/FOXC1/SIX4/PODXL/PDGFD/HAS2/NOTCH3/KIF26B/EPHA7/SFRP1/CA2/HOXC11/MPST/HES1/WNT7B/CITED1/LAMA5/SERPINF1/ASS1",39
"GO:0001655","GO:0001655","urogenital system development","43/1144","330/18866",1.80761184545527e-06,0.000465953035253493,0.000353392440216758,"ACTA2/HEYL/DLG5/TCF21/PKD2/GATA3/OSR2/KLF15/BMP2/STRA6/ARG2/FBN1/RARA/FGFR2/SOX17/MEF2C/COL4A4/LIF/ZBTB16/RDH10/EGR1/FOXC1/SIX4/PODXL/PDGFD/HAS2/NOTCH3/KIF26B/HOXB13/EPHA7/SFRP1/CA2/HOXC11/MPST/WNT5A/HES1/WNT7B/CITED1/LAMA5/SERPINF1/LGR5/ID4/ASS1",43
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","39/1144","290/18866",2.49397937772961e-06,0.000614928567439332,0.000466379850682069,"CDK6/TCF7/GATA3/PNP/CEBPB/CCR1/INHA/CD83/RB1/ZC3H12A/FBN1/DTX1/RARA/RHOH/PIK3R1/LIF/VSIR/AGER/ZBTB16/NME2/SLAMF8/TREM2/PTPRC/CD86/TMEM64/SPINK5/ERBB2/C1QC/SFRP1/CA2/PIAS3/IKZF3/TESC/TLR4/JAK3/ITPKB/SOX13/CLDN18/TESPA1",39
"GO:0002683","GO:0002683","negative regulation of immune system process","54/1144","463/18866",2.98866372634282e-06,0.000706196333003756,0.000535599999378806,"CDK6/DLG5/FCER1G/CEBPB/GPER1/INHA/C4BPB/DPP4/APOA2/CD55/ARG2/ZC3H12A/SFTPD/FBN1/DTX1/RARA/C4BPA/HTRA1/CD96/PIK3R1/CNR1/IL13RA2/ZFP36/VSIR/ZBTB16/PDCD1LG2/NME2/HAVCR2/LPXN/SLAMF8/TNFAIP3/PPARG/PTPRC/CD86/RIPOR2/SPINK5/CXCL12/ERBB2/C1QC/NBL1/SFRP1/PIAS3/LGALS3/NMI/HES1/BST2/TLR4/JAK3/ITPKB/MEIS2/CD84/CLDN18/CD300LF/A2M",54
"GO:0001558","GO:0001558","regulation of cell growth","50/1144","420/18866",3.87730786962066e-06,0.000879528517144752,0.000667060208642949,"IL17RB/ENO1/ENPP1/SPHK1/ACVRL1/IGFBP4/CDA/RB1/CDKN2A/AVPR1A/MFSD2A/FRZB/KIF26A/SOX17/HYAL1/AKAP6/KRT17/HPN/SCGB3A1/SOCS2/GNG4/SEMA6D/OLFM1/APOE/FAM107A/LRP1/PPARG/SPP1/NET1/DCBLD2/CDHR2/CXCL12/HSPA1B/HSPA1A/KAZALD1/ERBB2/EPHA7/SFRP1/SGK1/WNT5A/SEMA3C/HAMP/SEMA3A/BST2/SEMA4G/SMARCA2/MAD2L2/SLC44A4/MAG/S100A8",50
"GO:0006979","GO:0006979","response to oxidative stress","53/1144","458/18866",4.63818435664632e-06,0.00101165936486697,0.000767272116650076,"BNIP3/GPX3/SIGMAR1/PKD2/SOD2/SPHK1/PON2/DHRS2/SLC7A11/ZC3H12A/DUOX1/MGST1/HIF1A/TP53INP1/HYAL1/S100A7/TRPM2/DHCR24/PRKCD/APOE/NME2/CAPN2/TNFAIP3/NET1/MGAT3/KLF4/LCN2/ECT2/NCOA7/TXNIP/PDGFD/GPX2/HSPA1B/HSPA1A/PDLIM1/CYP2E1/CDK2/ROMO1/APP/CYP1B1/ACOX2/GSR/ABCD1/CA3/PTPRN/TLR4/RNF112/PPARGC1A/SLC23A2/PLK3/SESN1/GATA4/NAPRT",53
"GO:0042593","GO:0042593","glucose homeostasis","34/1144","245/18866",5.42487972187272e-06,0.00109275740398925,0.000828779246712284,"HNF1A/SRI/GPER1/KLF15/TIAM1/VSNL1/PYGL/HIF1A/SLC39A14/HKDC1/LEPR/INSR/PIK3R1/CNR1/AGER/NME2/GRIK5/LRP1/PPARG/VGF/FGFR4/FOXA2/SUCNR1/HK3/IRS2/MLXIPL/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/OAS1/TRPM4/GATA4",34
"GO:0043583","GO:0043583","ear development","32/1144","224/18866",5.50544177421094e-06,0.00109275740398925,0.000828779246712284,"MCOLN3/GATA3/ESRP1/OSR2/BMP2/STRA6/TPRN/GABRB3/FRZB/FGFR2/MAF/DLX5/HPN/RDH10/SLC25A27/SIX4/CXCL14/ATP6V1B1/PRRX1/FZD6/CTHRC1/RIPOR2/WNT5A/HES1/SLITRK6/ATP8B1/LGR5/SLC44A4/CYTL1/WHRN/TTC39C/CEBPD",32
"GO:1903034","GO:1903034","regulation of response to wounding","28/1144","183/18866",5.58807348187064e-06,0.00109275740398925,0.000828779246712284,"PROS1/ANXA2/DMTN/RTN4RL1/FCER1G/CADM4/DUOX1/PLAT/INPP5F/AGER/CLEC7A/SYTL4/PRKCD/APOE/RAB3A/F11R/TNFAIP3/LRP1/SPP1/KLF4/SERPINB2/FOXA2/C1QTNF1/CPB2/TLR4/KANK1/CD109/F7",28
"GO:0033500","GO:0033500","carbohydrate homeostasis","34/1144","246/18866",5.93630582754589e-06,0.00112215967826709,0.00085107879338079,"HNF1A/SRI/GPER1/KLF15/TIAM1/VSNL1/PYGL/HIF1A/SLC39A14/HKDC1/LEPR/INSR/PIK3R1/CNR1/AGER/NME2/GRIK5/LRP1/PPARG/VGF/FGFR4/FOXA2/SUCNR1/HK3/IRS2/MLXIPL/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/OAS1/TRPM4/GATA4",34
"GO:0006672","GO:0006672","ceramide metabolic process","19/1144","100/18866",7.75396137586837e-06,0.00138357849659602,0.00104934648805861,"PLPP1/CERS6/SPHK1/UGCG/ITGB8/FUT6/DEGS2/PRKCD/ST6GALNAC4/PLPP2/CERK/GAL3ST1/SGMS2/B4GALNT1/GALC/FUT3/NEU1/P2RX7/SPTLC3",19
"GO:0019216","GO:0019216","regulation of lipid metabolic process","50/1144","431/18866",8.00623598877405e-06,0.00138357849659602,0.00104934648805861,"PLPP1/SQLE/MVD/APOC1/LPCAT1/SPHK1/GPER1/BMP2/APOA2/RB1/AVPR1A/MFSD2A/FMO5/ACSL3/SLC45A3/HELZ2/PIK3R1/CNR1/RAB38/HCAR2/ABCA2/LSR/SCD/RDH10/PRKCD/SOCS2/EGR1/APOE/WDR91/CAPN2/SC5D/IDI1/PPARG/SORBS1/FGFR4/KLF4/SOCS3/G0S2/IRS2/MLXIPL/PLIN2/FGFR3/VAV3/HMGCS2/RUBCNL/ABCD1/FMC1/PDP1/PPARGC1A/CDK4",50
"GO:0048839","GO:0048839","inner ear development","29/1144","197/18866",8.29512764666983e-06,0.00138357849659602,0.00104934648805861,"MCOLN3/GATA3/ESRP1/BMP2/TPRN/GABRB3/FRZB/FGFR2/MAF/DLX5/HPN/SLC25A27/SIX4/CXCL14/ATP6V1B1/PRRX1/FZD6/CTHRC1/RIPOR2/WNT5A/HES1/SLITRK6/ATP8B1/LGR5/SLC44A4/CYTL1/WHRN/TTC39C/CEBPD",29
"GO:0051216","GO:0051216","cartilage development","29/1144","197/18866",8.29512764666983e-06,0.00138357849659602,0.00104934648805861,"FGF18/OSR2/ACVRL1/BMP2/CD44/ITGB8/RARA/FRZB/HIF1A/SLC39A14/TIMP1/MEF2C/LUM/HYAL1/CHRDL2/MAF/PKDCC/ZBTB16/WNT9A/CHADL/TRPS1/PRRX1/CHSY1/WNT5A/WNT7B/FGFR3/CYTL1/TGFBI/COMP",29
"GO:0034329","GO:0034329","cell junction assembly","50/1144","434/18866",9.69422880702344e-06,0.00153695810802581,0.00116567408131741,"DNER/DMTN/NRXN2/SRPX2/DLG5/KDR/SPOCK2/MICALL2/ACVRL1/PCDH17/CLDN8/PKP1/VASP/ACE2/GABRB3/MEF2C/NTRK2/FLRT3/JAM3/OBSL1/LRFN1/LSR/FAM107A/SIX4/F11R/LRP1/SORBS1/SPTBN2/ECT2/ERBB4/AFDN/EPHA7/SFRP1/NLGN3/WNT5A/PKP2/SLITRK6/AGRN/APP/ACTN4/GJB1/ADGRF1/LRRN1/CLDN18/CRB3/ITGA5/KRT5/PTPRD/DLC1/CLDN16",50
"GO:0007409","GO:0007409","axonogenesis","54/1144","482/18866",9.75674341190781e-06,0.00153695810802581,0.00116567408131741,"SHC3/UNC5B/SCN1B/NTN4/GATA3/NEO1/TIAM1/BSG/ADCY1/VASP/NRP2/TSKU/FGFR2/PLXNA1/NTRK2/EFNA3/FLRT3/GRB7/RHOH/CELSR3/PIK3R1/RAC2/DLX5/ZEB2/SKIL/SEMA6D/OLFM1/APOE/RAB3A/LRP1/SPP1/LLGL1/SPTBN2/VAX2/VLDLR/NDN/NOTCH3/CXCL12/ERBB2/EPHA7/NLGN3/IRS2/WNT5A/EFNA4/SLITRK6/SEMA3C/SEMA3A/APP/KIF5C/SEMA4G/UST/LAMA5/MAG/STXBP1",54
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","53/1144","473/18866",1.17182092889063e-05,0.00171771422690266,0.00130276482029982,"PROS1/ANXA2/PAPLN/APOC1/PHACTR1/SPOCK2/RARRES1/SPINK2/SERPINB3/SERPINB13/CD44/APOA2/SH3RF2/PCSK1N/IQGAP2/PPP1R1B/SLC39A14/TIMP1/LEPR/PPP1R14D/PXK/RHOH/TNFAIP8/DHCR24/WNT9A/SPINT1/SPRED1/TFPI2/SERPINA4/F11R/LRP1/PI3/KLF4/BIN1/SPINK5/SERPINB2/SH2D4A/LGALS3/SLPI/GZMA/APP/GCHFR/BST2/MIR590/RENBP/SERPINF1/CSTA/CRIM1/CCDC8/CD109/MAGEA3/SORT1/A2M",53
"GO:0008202","GO:0008202","steroid metabolic process","41/1144","332/18866",1.17932263426833e-05,0.00171771422690266,0.00130276482029982,"LIPA/SQLE/MVD/APOC1/BMP2/SOAT1/DHRS2/APOA2/LBR/FMO5/SRD5A3/LRP2/LEPR/RDH16/ACAA2/ABCA2/SCD/DHCR24/EGR1/APOE/HSD11B2/CUBN/LGMN/SC5D/IDI1/NR0B2/SPP1/FGFR4/VLDLR/LIPC/CYP2E1/APOL2/APP/SULT4A1/CYP1B1/ACOX2/HMGCS2/ATP8B1/PPARGC1A/BAAT/HSD17B6",41
"GO:1903706","GO:1903706","regulation of hemopoiesis","55/1144","498/18866",1.22607200724611e-05,0.00171771422690266,0.00130276482029982,"CDK6/TCF7/GATA3/PNP/CEBPB/CCR1/INHA/CD83/RB1/ZC3H12A/FBN1/DTX1/RARA/HIF1A/MEF2C/RHOH/PIK3R1/NFE2/FAM210B/ZFP36/LIF/P4HTM/VSIR/AGER/ZBTB16/FOXC1/NME2/SLAMF8/TREM2/PTPRC/CD86/TMEM64/SPINK5/HSPA1B/HSPA1A/ERBB2/C1QC/SFRP1/CA2/PIAS3/LGALS3/IKZF3/HES1/TESC/HDAC1/KAT2B/TLR4/JAK3/ITPKB/SOX13/MEIS2/SPI1/CLDN18/TESPA1/PSMB8",55
"GO:0014015","GO:0014015","positive regulation of gliogenesis","16/1144","77/18866",1.22974627286683e-05,0.00171771422690266,0.00130276482029982,"TNFRSF1B/BMP2/TIAM1/LRP2/LIF/SPINT1/LRP1/PPARG/TREM2/BIN1/HES1/GJC2/HDAC1/RNF112/MAG/CX3CR1",16
"GO:0002237","GO:0002237","response to molecule of bacterial origin","43/1144","356/18866",1.26897452987342e-05,0.00171771422690266,0.00130276482029982,"TNFRSF1B/IL24/CEBPB/DMBT1/CD55/ZC3H12A/RARA/MGST1/PALM3/FGFR2/MEF2C/PTGES/S100A7/CD96/CNR1/ZFP36/CXCL2/PDCD1LG2/HAVCR2/CAPN2/TNFAIP3/TREM2/CXCL13/NOCT/LCN2/CD86/SASH1/SLPI/WNT5A/PLSCR4/IRAK2/HAMP/CITED1/P2RX7/IRF5/TLR4/CXCL1/S100A8/PPARGC1A/CX3CR1/CDK4/ASS1/VIM",43
"GO:0043312","GO:0043312","neutrophil degranulation","54/1144","487/18866",1.31097326415986e-05,0.00171771422690266,0.00130276482029982,"ANXA2/TNFRSF1B/FPR1/VAMP8/LPCAT1/FCER1G/PNP/SERPINB3/CD44/CDA/CRISP3/CD55/PKP1/IQGAP2/MGST1/PYGL/AGPAT2/S100A7/TRPM2/TTR/PIGR/PKM/DSP/PRKCD/RAB31/NME2/RAB3A/CTSB/PTPRC/LCN2/GSN/STOM/S100P/OSCAR/HSPA1B/HSPA1A/CTSC/GSDMD/TUBB/LGALS3/SLPI/TNFAIP6/HK3/FRK/NEU1/RNASET2/HSPA8/BST2/SLCO4C1/CXCL1/S100A8/CLEC12A/CD63/NAPRT",54
"GO:0021782","GO:0021782","glial cell development","21/1144","122/18866",1.31342216273145e-05,0.00171771422690266,0.00130276482029982,"CDK6/ASCL1/NDRG1/IFNGR1/NTRK2/ABCA2/AGER/NCMAP/LRP1/TREM2/CLU/CSPG5/GSN/APP/TLR4/MAG/S100A8/ADAM22/ID4/PLP1/VIM",21
"GO:0009746","GO:0009746","response to hexose","29/1144","202/18866",1.35559584754083e-05,0.00171771422690266,0.00130276482029982,"PFKFB2/SRI/NAMPT/GPER1/APOA2/TIAM1/VSNL1/HIF1A/SLC39A14/AGER/VAMP2/EGR1/NME2/GRIK5/NR0B2/LRP1/TXNIP/FOXA2/COL6A2/IRS2/MLXIPL/KHK/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/TRPM4/GATA4",29
"GO:0032496","GO:0032496","response to lipopolysaccharide","41/1144","334/18866",1.36302486705377e-05,0.00171771422690266,0.00130276482029982,"TNFRSF1B/IL24/CEBPB/CD55/ZC3H12A/RARA/MGST1/PALM3/FGFR2/MEF2C/PTGES/S100A7/CD96/CNR1/ZFP36/CXCL2/PDCD1LG2/HAVCR2/CAPN2/TNFAIP3/TREM2/CXCL13/NOCT/LCN2/CD86/SASH1/SLPI/WNT5A/PLSCR4/IRAK2/HAMP/CITED1/P2RX7/TLR4/CXCL1/S100A8/PPARGC1A/CX3CR1/CDK4/ASS1/VIM",41
