"","ID","Description","Count","GeneRatio","geneID"
"GO:0002253","GO:0002253","activation of immune response",45,"45/1283","PROS1/FPR1/CYFIP2/GATA3/BTN3A1/FCER1G/MUC2/HHLA2/C4BPB/MASP2/CD55/SH2B2/ZC3H12A/CACNB3/C4BPA/MEF2C/IGHV3-43/PIK3R1/CD247/IGKC/PRKCD/BTN3A3/VAV1/CFB/LPXN/PTPRC/CLU/IGHV1-69D/NECTIN2/C1QC/LGALS3/IGKV1-5/CD3D/IGHV3-66/IGHV1-69/IGHV3-73/VAV3/IGKV5-2/CPB2/TLR4/IGHV2-70D/C2/TESPA1/A2M/PSMB8"
"GO:0002262","GO:0002262","myeloid cell homeostasis",18,"18/1283","CDK6/DMTN/GATA3/FCER1G/INHA/SLC7A11/RB1/HIF1A/JAM3/FAM210B/HCAR2/ZFP36/P4HTM/HSPA1B/HSPA1A/JAK3/ITPKB/SPI1"
"GO:0002339","GO:0002339","B cell selection",0,"0/1283",""
"GO:0002404","GO:0002404","antigen sampling in mucosal-associated lymphoid tissue",0,"0/1283",""
"GO:0002440","GO:0002440","production of molecular mediator of immune response",25,"25/1283","TNFRSF1B/GATA3/CHGA/FCER1G/APOA2/CD55/VPREB3/CD96/IL13RA2/IGKC/BATF/PTPRC/CD86/SPINK5/DNAJB9/WNT5A/IGKV1-5/BST2/PGC/IGKV5-2/MAD2L2/TLR4/DDX58/JAK3/TRPM4"
"GO:0002507","GO:0002507","tolerance induction",3,"3/1283","PHLPP1/HAVCR2/TNFAIP3"
"GO:0002520","GO:0002520","immune system development",97,"97/1283","CMTM7/ANXA2/MFAP5/CDK6/DMTN/TCF7/TCF21/KDR/GATA3/KLF6/FCER1G/PNP/CEBPB/CCR1/INHA/CD83/DHRS2/RB1/ZC3H12A/LBR/FBN1/DTX1/TOP2A/RARA/CD8A/SIPA1L3/FGFR2/HIF1A/MEF2C/LEPR/CDKN2B/TRPM2/TMEM91/RHOH/JAM3/PIK3R1/NFE2/FAM210B/HOXB4/ZFP36/LIF/P4HTM/VSIR/NOTCH4/AGER/ZBTB16/PHLPP1/EGR1/VAV1/FOXC1/NME2/HAVCR2/SIX4/SLAMF8/TNFAIP3/PPARG/TREM2/IL11/BATF/PTPRC/KLF4/CD86/TMEM64/SPINK5/OSCAR/HSPA1B/HSPA1A/ERBB2/C1QC/SFRP1/CA2/PIAS3/LGALS3/IKZF3/JARID2/DNAJB9/LRRC8A/WNT5A/HES1/CD3D/TESC/APP/MAD2L2/HDAC1/KAT2B/TLR4/JAK3/ITPKB/SOX13/MEIS2/PIR/SPI1/CLDN18/CD109/CEBPD/TESPA1/PSMB8"
"GO:0002682","GO:0002682","regulation of immune system process",159,"159/1283","PROS1/TNFRSF1B/CDK6/TCF7/DLG5/FPR1/VAMP8/SPHK1/CYFIP2/GATA3/BTN3A1/FCER1G/MUC2/PNP/CEBPB/GPER1/HHLA2/CCR1/INHA/C4BPB/MASP2/CD83/DPP4/APOA2/SIRPG/CD55/SH2B2/ARG2/SLC7A11/RB1/ZC3H12A/SFTPD/IGF2/CACNB3/FBN1/DTX1/RARA/C4BPA/CD8A/IFNGR1/HIF1A/MEF2C/DTX3L/IGHV3-43/S100A7/HTRA1/RHOH/JAM3/CD96/PIK3R1/CNR1/NFE2/FAM210B/IL13RA2/HCAR2/ZFP36/RAC2/LIF/P4HTM/SLAMF7/VSIR/AGER/SIAE/PIGR/ZBTB16/CD247/IGKC/CLEC7A/CD8B/PHLPP1/PRKCD/BTN3A3/VAV1/APOE/FOXC1/PDCD1LG2/NME2/CFB/HAVCR2/LGMN/LPXN/SLAMF8/TNFAIP3/CXCL14/PPARG/FUT4/TREM2/IFITM1/CXCL13/CD99L2/PTPRC/CLU/CD86/GSN/KLRB1/RIPOR2/IGHV1-69D/TMEM64/PDGFD/SPINK5/OSCAR/SOCS3/CXCL12/HSPA1B/HSPA1A/NECTIN2/ERBB2/CTSC/C1QC/NBL1/SFRP1/CA2/PIAS3/LGALS3/NMI/IRS2/IKZF3/WNT5A/HSPH1/HES1/IGKV1-5/CD3D/COCH/TESC/P2RX7/CD1E/APP/BST2/IGHV3-66/IGHV1-69/IGHV3-73/PGC/VAV3/IGKV5-2/CPB2/MAD2L2/HDAC1/KAT2B/TLR4/DDX58/JAK3/ITPKB/SOX13/PLA2G1B/MEIS2/CD84/SPI1/CLDN18/IGHV2-70D/CX3CR1/C2/TRPM4/CD300LF/TESPA1/A2M/F7/STXBP1/PSMB8/NPDC1"
"GO:0002683","GO:0002683","negative regulation of immune system process",54,"54/1283","CDK6/DLG5/FCER1G/CEBPB/GPER1/INHA/C4BPB/DPP4/APOA2/CD55/ARG2/ZC3H12A/SFTPD/FBN1/DTX1/RARA/C4BPA/HTRA1/CD96/PIK3R1/CNR1/IL13RA2/ZFP36/VSIR/ZBTB16/PDCD1LG2/NME2/HAVCR2/LPXN/SLAMF8/TNFAIP3/PPARG/PTPRC/CD86/RIPOR2/SPINK5/CXCL12/ERBB2/C1QC/NBL1/SFRP1/PIAS3/LGALS3/NMI/HES1/BST2/TLR4/JAK3/ITPKB/MEIS2/CD84/CLDN18/CD300LF/A2M"
"GO:0002684","GO:0002684","positive regulation of immune system process",105,"105/1283","PROS1/FPR1/VAMP8/CYFIP2/GATA3/BTN3A1/FCER1G/MUC2/PNP/HHLA2/CCR1/C4BPB/MASP2/CD83/DPP4/SIRPG/CD55/SH2B2/RB1/ZC3H12A/IGF2/CACNB3/RARA/C4BPA/HIF1A/MEF2C/IGHV3-43/S100A7/RHOH/PIK3R1/CNR1/FAM210B/IL13RA2/HCAR2/RAC2/LIF/VSIR/AGER/ZBTB16/CD247/IGKC/CLEC7A/PRKCD/BTN3A3/VAV1/FOXC1/PDCD1LG2/CFB/HAVCR2/LGMN/LPXN/CXCL14/FUT4/TREM2/CXCL13/CD99L2/PTPRC/CLU/CD86/RIPOR2/IGHV1-69D/TMEM64/PDGFD/CXCL12/HSPA1B/HSPA1A/NECTIN2/CTSC/C1QC/CA2/LGALS3/IRS2/WNT5A/HSPH1/HES1/IGKV1-5/CD3D/COCH/TESC/P2RX7/CD1E/APP/IGHV3-66/IGHV1-69/IGHV3-73/PGC/VAV3/IGKV5-2/CPB2/MAD2L2/TLR4/DDX58/JAK3/ITPKB/SOX13/PLA2G1B/CD84/IGHV2-70D/CX3CR1/C2/TESPA1/A2M/F7/STXBP1/PSMB8"
"GO:0006955","GO:0006955","immune response",199,"199/1283","PROS1/ANXA2/MPEG1/TNFRSF1B/TCF7/FPR1/VAMP8/LPCAT1/ENPP1/CYFIP2/GATA3/BTN3A1/CHGA/FCER1G/MUC2/PNP/CEBPB/ARHGEF2/GPER1/HHLA2/CCR1/C4BPB/MASP2/CD83/IL32/SERPINB3/CD44/DMBT1/TRIM17/APOA2/CDA/CRISP3/CD55/CXCR6/SH2B2/PKP1/ARG2/ZC3H12A/SFTPD/CACNB3/OASL/IQGAP2/RARA/C4BPA/APOBEC3A/VPREB3/MGST1/CD8A/IFNGR1/PYGL/AGPAT2/SRPK1/GEM/MEF2C/DTX3L/IGHV3-43/S100A7/TRPM2/IFITM3/TAP1/JAM3/CD96/PIK3R1/CNR1/TTR/IL13RA2/RAC2/LIF/FAS/SLAMF7/VSIR/AGER/PIGR/PKM/UNC93B1/CD247/DSP/IGKC/VAMP2/CLEC7A/CD8B/CXCL2/PRKCD/EGR1/BTN3A3/S1PR4/VAV1/IFI44L/APOE/RAB31/GZMM/PDCD1LG2/NME2/CFB/HAVCR2/RAB3A/LPXN/SLAMF8/TNFAIP3/CXCL14/LRP1/PPARG/PI3/TREM2/IFITM1/BATF/CXCL13/ISG20/DEFB1/ELF4/CTSB/PTPRC/IL1RN/CLU/LCN2/CD86/GSN/STOM/S100P/TENM1/KLRB1/IGHV1-69D/PRF1/SPINK5/OSCAR/SOCS3/APOBEC3D/CXCL12/HSPA1B/HSPA1A/NECTIN2/CTSC/C1QC/SUCNR1/GSDMD/TUBB/LGALS3/SLPI/TRIM22/GZMA/TNFAIP6/NMI/HK3/FRK/RNF19B/WNT5A/IGKV1-5/JCHAIN/SEMA3C/HAMP/NEU1/RNASET2/CITED1/ROMO1/CD3D/COCH/GZMB/HSPA8/P2RX7/CD1E/APP/IRF5/BST2/IGHV3-66/SLCO4C1/IGHV1-69/IGHV3-73/PGC/VAV3/IGKV5-2/CPB2/MAD2L2/TLR4/CXCL1/DDX58/JAK3/LYST/S100A8/PLA2G1B/CD84/OAS1/IGHV2-70D/CX3CR1/C2/TRPM4/IFI44/CD300LF/CLEC12A/CD63/TESPA1/A2M/ASS1/CPLX2/RAB20/STXBP1/NAPRT/VIM/PSMB8/NPDC1"
"GO:0019882","GO:0019882","antigen processing and presentation",15,"15/1283","KIF15/VAMP8/FCER1G/CD8A/KIF26A/TAP1/LGMN/SPTBN2/TREM2/SEC24D/DYNC1I1/CD1E/SH3GL2/RAB32/PSMB8"
"GO:0031294","GO:0031294","lymphocyte costimulation",6,"6/1283","HHLA2/DPP4/PIK3R1/VAV1/PDCD1LG2/CD86"
"GO:0035172","GO:0035172","hemocyte proliferation",0,"0/1283",""
"GO:0042386","GO:0042386","hemocyte differentiation",0,"0/1283",""
"GO:0045058","GO:0045058","T cell selection",5,"5/1283","GATA3/BATF/PTPRC/CD3D/ITPKB"
"GO:0045321","GO:0045321","leukocyte activation",143,"143/1283","CMTM7/ANXA2/TNFRSF1B/CDK6/TCF7/DLG5/FPR1/VAMP8/LPCAT1/SPHK1/NAMPT/GATA3/BTN3A1/CHGA/KLF6/FCER1G/PNP/CEBPB/GPER1/HHLA2/INHA/CD83/SERPINB3/DPP4/CD44/DHRS2/CDA/SIRPG/NDRG1/CRISP3/CD55/PKP1/ARG2/ZC3H12A/SFTPD/IGF2/DTX1/IQGAP2/RARA/MGST1/CD8A/IFNGR1/PYGL/AGPAT2/MEF2C/LEPR/IGHV3-43/S100A7/TRPM2/RHOH/PIK3R1/CNR1/TTR/IL13RA2/RAC2/SLAMF7/VSIR/AGER/PIGR/PKM/ZBTB16/DSP/IGKC/VAMP2/CLEC7A/CD8B/PRKCD/EGR1/VAV1/RAB31/PDCD1LG2/NME2/HAVCR2/RAB3A/SLAMF8/TNFAIP3/TREM2/IL11/BATF/ELF4/CTSB/PTPRC/CLU/LCN2/CD86/GSN/STOM/S100P/RIPOR2/IGHV1-69D/PRF1/SPINK5/OSCAR/HSPA1B/HSPA1A/NECTIN2/ERBB2/CTSC/SUCNR1/SFRP1/GSDMD/TUBB/LGALS3/SLPI/TNFAIP6/HK3/IRS2/IKZF3/FRK/DNAJB9/LRRC8A/WNT5A/HSPH1/HES1/NEU1/RNASET2/CD3D/HSPA8/P2RX7/APP/BST2/IGHV3-66/SLCO4C1/IGHV1-69/IGHV3-73/VAV3/MAD2L2/TLR4/CXCL1/JAK3/ITPKB/SOX13/S100A8/CD84/SPI1/IGHV2-70D/CD300LF/CLEC12A/CD63/TESPA1/CPLX2/STXBP1/NAPRT"
"GO:0050900","GO:0050900","leukocyte migration",57,"57/1283","PROS1/GATA3/CHGA/FCER1G/CCR1/S1PR1/DPP4/CD44/SIRPG/BSG/SLC7A11/PODXL2/SFTPD/VPREB3/S100A7/TRPM2/GRB7/RHOH/JAM3/PIK3R1/RAC2/AGER/IGKC/CXCL2/TNFRSF10B/VAV1/LGMN/SLAMF8/F11R/CXCL14/FUT4/TREM2/CXCL13/CD99L2/RIPOR2/PDGFD/CXCL12/NBL1/LGALS3/WNT5A/IGKV1-5/JCHAIN/APP/IGHV1-69/VAV3/IGKV5-2/CXCL1/MAG/LYST/S100A8/PLA2G1B/ITGB3/CD84/CX3CR1/TRPM4/ITGA5/F7"
"GO:0090713","GO:0090713","immunological memory process",0,"0/1283",""
"GO:0006792","GO:0006792","regulation of sulfur utilization",0,"0/1283",""
"GO:0045882","GO:0045882","negative regulation of sulfur utilization",0,"0/1283",""
"GO:0045883","GO:0045883","positive regulation of sulfur utilization",0,"0/1283",""
"GO:0006795","GO:0006795","regulation of phosphorus utilization",0,"0/1283",""
"GO:0045942","GO:0045942","negative regulation of phosphorus utilization",0,"0/1283",""
"GO:0045949","GO:0045949","positive regulation of phosphorus utilization",0,"0/1283",""
"GO:0002118","GO:0002118","aggressive behavior",1,"1/1283","AVPR1A"
"GO:0002209","GO:0002209","behavioral defense response",4,"4/1283","MAPK8IP2/DPP4/MEF2C/APOE"
"GO:0002210","GO:0002210","behavioral response to wounding",0,"0/1283",""
"GO:0007611","GO:0007611","learning or memory",30,"30/1283","NRXN2/SHC3/MAPK8IP2/CEBPB/STRA6/ADCY1/SLC7A11/PPP1R1B/HIF1A/MEF2C/NTRK2/INSR/CNR1/AGER/APOE/ADCY3/LGMN/VLDLR/NLGN3/ITPR3/SGK1/POMK/BCHE/EN1/APP/ADGRF1/SERPINF1/MEIS2/CX3CR1/ITGA5"
"GO:0007622","GO:0007622","rhythmic behavior",5,"5/1283","GPR157/GPR176/PTGDS/EGR1/KCND2"
"GO:0007625","GO:0007625","grooming behavior",1,"1/1283","AVPR1A"
"GO:0007626","GO:0007626","locomotory behavior",16,"16/1283","MCOLN3/DPP4/PPP1R1B/CEND1/INPP5F/ABCA2/EGR1/APOE/FOXA2/CXCL12/FGF12/SLITRK6/EN1/APP/KCND2/ADAM22"
"GO:0007631","GO:0007631","feeding behavior",10,"10/1283","STRA6/ACE2/LEPR/NTRK2/CNR1/GDF15/EN1/APP/ADM2/MRAP2"
"GO:0007632","GO:0007632","visual behavior",6,"6/1283","SLC7A11/PPP1R1B/HIF1A/NLGN3/APP/MEIS2"
"GO:0007635","GO:0007635","chemosensory behavior",2,"2/1283","ADCY3/ATP6V1B1"
"GO:0007638","GO:0007638","mechanosensory behavior",3,"3/1283","NRXN2/STRA6/SLITRK6"
"GO:0019098","GO:0019098","reproductive behavior",5,"5/1283","MAPK8IP2/THRB/AVPR1A/PPP1R1B/APP"
"GO:0030534","GO:0030534","adult behavior",16,"16/1283","NRXN2/PCDH17/SLC7A11/PPP1R1B/CEND1/INPP5F/SPTBN2/ATP6V1B1/FOXA2/CXCL12/NLGN3/FGF12/SLITRK6/EN1/APP/ADAM22"
"GO:0030537","GO:0030537","larval behavior",0,"0/1283",""
"GO:0032537","GO:0032537","host-seeking behavior",0,"0/1283",""
"GO:0035176","GO:0035176","social behavior",8,"8/1283","NRXN2/MAPK8IP2/AVPR1A/GRID1/GNG8/NLGN3/EN1/CX3CR1"
"GO:0035187","GO:0035187","hatching behavior",0,"0/1283",""
"GO:0035640","GO:0035640","exploration behavior",2,"2/1283","DPP4/APOE"
"GO:0040040","GO:0040040","thermosensory behavior",0,"0/1283",""
"GO:0042630","GO:0042630","behavioral response to water deprivation",0,"0/1283",""
"GO:0048266","GO:0048266","behavioral response to pain",1,"1/1283","CAPN2"
"GO:0048520","GO:0048520","positive regulation of behavior",2,"2/1283","STRA6/MEF2C"
"GO:0048521","GO:0048521","negative regulation of behavior",0,"0/1283",""
"GO:0050795","GO:0050795","regulation of behavior",6,"6/1283","STRA6/MEF2C/LEPR/CNR1/PTGDS/APOE"
"GO:0051780","GO:0051780","behavioral response to nutrient",0,"0/1283",""
"GO:0051867","GO:0051867","general adaptation syndrome, behavioral process",0,"0/1283",""
"GO:0060273","GO:0060273","crying behavior",0,"0/1283",""
"GO:0060756","GO:0060756","foraging behavior",0,"0/1283",""
"GO:0061744","GO:0061744","motor behavior",2,"2/1283","DPP4/MFSD2A"
"GO:0071625","GO:0071625","vocalization behavior",3,"3/1283","NRXN2/SRPX2/NLGN3"
"GO:0006734","GO:0006734","NADH metabolic process",5,"5/1283","ENO1/PFKP/PGK1/PKM/HK3"
"GO:0006739","GO:0006739","NADP metabolic process",4,"4/1283","TKT/FMO5/NOCT/DCXR"
