"","ID","Description","Count","GeneRatio","geneID"
"GO:0002253","GO:0002253","activation of immune response",40,"40/1080","IGHV3-13/FPR3/VTN/MUC1/PIK3R1/SH2D1A/A2M/MUC13/WAS/IGHV3-11/IGHV3-7/CEACAM1/PLPP4/FCGR3A/IGHV1-18/TRAC/CD79A/IGHV6-1/IGHV2-5/IGHV3-15/TRBV7-9/PYCARD/IGKV1-39/LAT2/CLU/SUSD4/NFAM1/CD3D/HCK/IGHV4-59/CD3G/IGHV3-21/IGHV1-24/IGKV1-16/EZR/IGHV1-3/LCP2/BCAR1/RFTN1/C3"
"GO:0002262","GO:0002262","myeloid cell homeostasis",13,"13/1080","STAT1/RPS19/PRDX1/KITLG/SH2B3/HIPK2/KLF2/INHBA/SLC7A11/EPAS1/IL6/RHEX/ZFP36L1"
"GO:0002339","GO:0002339","B cell selection",0,"0/1080",""
"GO:0002404","GO:0002404","antigen sampling in mucosal-associated lymphoid tissue",0,"0/1080",""
"GO:0002440","GO:0002440","production of molecular mediator of immune response",24,"24/1080","TGFB1/CD96/IGKV6D-21/SLC11A1/GPRC5B/CD74/SAMHD1/ITM2A/IGKV1-39/BST2/TGFB2/VPREB3/IL13RA2/BATF/TCF3/IL6/IGKV2-24/IGKV1-9/IGKV1-16/IGKV1-8/TFRC/IGKV3D-15/SMAD7/IL18"
"GO:0002507","GO:0002507","tolerance induction",3,"3/1080","LILRB2/HAVCR2/IDO1"
"GO:0002520","GO:0002520","immune system development",75,"75/1080","TP73/JAG1/TGFB1/SLAMF8/HOXB3/FAM20C/SCIN/CDH17/CDKN2B/PIK3R1/STAT1/PIP4K2A/SOX12/CD74/SNX10/LILRB2/PRR7/CEACAM1/SAMHD1/RPS19/VCAM1/SLAMF6/ACTN1/OSCAR/IRF7/ITM2A/HOXB8/KITLG/HAVCR2/CD79A/BARX1/IDO1/HOXA9/SH2B3/TBX1/DOCK10/ERBB2/HIPK2/ARTN/ZBTB7B/TMEM176B/NFAM1/GPR137B/TGFB2/MLF1/KLF2/CD3D/CCL3/CD1D/INHBA/BATF/FZD7/GLI3/SHH/SBNO2/NBEAL2/CD3G/TCF3/EPAS1/IL6/CTSL/RHEX/TIPARP/CCR1/GPR183/TFRC/ZFP36L1/DUSP10/SMAD7/MTURN/IL18/SATB1/FES/TNFSF9/MYH9"
"GO:0002682","GO:0002682","regulation of immune system process",135,"135/1080","IKBKE/IGHV3-13/CD200/TP73/JAG1/TGFB1/CXCL17/FPR3/CD96/AHR/S100A7/IGF2/VTN/DNASE1L3/MUC1/PLA2G1B/SLAMF8/THBS4/SCIN/SLC11A1/NOP53/PIK3R1/GPRC5B/SH2D1A/STAT1/A2M/HTRA1/EFNB2/MUC13/MMP28/MILR1/SOX12/WAS/IGHV3-11/CD74/IGHV3-7/LILRB2/CST7/CEACAM1/SAMHD1/PLPP4/FCGR3A/S100A14/RPS19/CCL5/ITGAL/VCAM1/SLAMF6/IGHV1-18/SERPINB4/OSCAR/IRF7/CD1E/TRAC/HOXB8/KITLG/CX3CL1/HAVCR2/HAVCR1/ICAM5/CD79A/IGHV6-1/IGHV2-5/IGHV3-15/TRBV7-9/IDO1/HOXA9/EFNB3/ERBB2/CD24/PYCARD/IGKV1-39/HLA-DMB/MCU/BST2/SHC1/ZBTB7B/LAT2/CLU/TMEM176B/SUSD4/NFAM1/GPR137B/TGFB2/CD3D/CCL3/HCK/GPNMB/HLA-H/IGHV4-59/CD1D/IL13RA2/INHBA/STK39/CXCL13/LDLR/UNC13D/EDN1/GLI3/SHH/AZGP1/CD3G/SLC7A11/TREM1/STK10/TCF3/IGHV3-21/IGHV1-24/DUSP1/IL6/RHEX/IGKV1-16/TTLL12/CCR1/GPR183/EZR/TFRC/ZFP36L1/CD1A/CD6/IGHV1-3/COL1A2/GPER1/DUSP10/LCP2/BCAR1/SMAD7/CTSH/MTURN/PLVAP/RFTN1/C3/IL18/FES/TNFSF9"
"GO:0002683","GO:0002683","negative regulation of immune system process",44,"44/1080","CD200/TGFB1/CD96/SLAMF8/PIK3R1/SH2D1A/A2M/HTRA1/MMP28/MILR1/CD74/LILRB2/CST7/CEACAM1/SAMHD1/RPS19/SERPINB4/HOXB8/KITLG/CX3CL1/HAVCR2/IDO1/HOXA9/ERBB2/BST2/ZBTB7B/TMEM176B/SUSD4/GPR137B/TGFB2/CCL3/GPNMB/IL13RA2/INHBA/LDLR/GLI3/SHH/DUSP1/TTLL12/EZR/ZFP36L1/GPER1/DUSP10/SMAD7"
"GO:0002684","GO:0002684","positive regulation of immune system process",100,"100/1080","IKBKE/IGHV3-13/JAG1/TGFB1/CXCL17/FPR3/S100A7/IGF2/VTN/MUC1/PLA2G1B/THBS4/SCIN/SLC11A1/PIK3R1/GPRC5B/SH2D1A/STAT1/A2M/EFNB2/MUC13/SOX12/WAS/IGHV3-11/CD74/IGHV3-7/LILRB2/CEACAM1/PLPP4/FCGR3A/S100A14/RPS19/CCL5/VCAM1/SLAMF6/IGHV1-18/IRF7/CD1E/TRAC/KITLG/CX3CL1/HAVCR2/HAVCR1/CD79A/IGHV6-1/IGHV2-5/IGHV3-15/TRBV7-9/IDO1/EFNB3/CD24/PYCARD/IGKV1-39/HLA-DMB/MCU/ZBTB7B/LAT2/CLU/SUSD4/NFAM1/TGFB2/CD3D/CCL3/HCK/HLA-H/IGHV4-59/CD1D/IL13RA2/INHBA/STK39/CXCL13/UNC13D/EDN1/GLI3/SHH/AZGP1/CD3G/IGHV3-21/IGHV1-24/IL6/RHEX/IGKV1-16/CCR1/GPR183/EZR/TFRC/ZFP36L1/CD1A/CD6/IGHV1-3/DUSP10/LCP2/BCAR1/MTURN/PLVAP/RFTN1/C3/IL18/FES/TNFSF9"
"GO:0006955","GO:0006955","immune response",171,"171/1080","IKBKE/CCL26/CTSA/CNN2/IGHV3-13/CD200/BPIFB2/JAG1/TGFB1/FPR3/CD96/S100A7/GZMA/VTN/CCL11/DNASE1L3/MUC1/PLA2G1B/SLAMF8/CD7/PTPRB/PLAU/IGKV6D-21/SLC11A1/MARCO/CDH17/CPPED1/FABP5/GLIPR1/PIK3R1/GPRC5B/SH2D1A/STAT1/A2M/CD93/MUC13/MILR1/WAS/IGHV3-11/CD74/IGHV3-7/FTL/LILRB2/PRR7/SYNGR1/CST7/CEACAM1/SAMHD1/PLPP4/FCGR3A/HP/RPS19/ADAM15/CCL5/ITGAL/VCAM1/SLAMF6/IGHV1-18/SERPINB4/OSCAR/IRF7/CD1E/TRAC/LAMP3/ITM2A/PRDX1/CST3/AHCY/CX3CL1/HAVCR2/ICAM5/CD79A/IGHV6-1/IGHV2-5/IGHV3-15/CAPN1/TRBV7-9/F12/IDO1/SKP2/NLRP1/REG1A/DOCK10/TNFRSF17/CD24/PYCARD/WFDC2/IGKV1-39/HLA-DMB/BST2/TRBV20-1/SHC1/ZBTB7B/LAT2/SLC26A6/CLU/SUSD4/S100A8/NFAM1/TGFB2/VPREB3/CD3D/CCL3/HCK/SERPINA1/OAS2/FLNB/PPBP/HLA-H/IGHV4-59/B4GALT1/CEACAM6/NAPRT/CD1D/IL13RA2/CXCL13/BATF/PLEKHO2/UNC13D/ADA2/EDN1/LYST/CD53/SBNO2/CCR5/NBEAL2/AZGP1/HK3/CD3G/TREM1/STK10/IGHV3-21/IGHV1-24/ALDH3B1/AQP4/IL6/CTSL/IGKV2-24/IGKV1-9/IGKV1-16/IGKV1-8/TTLL12/SECTM1/CCR1/GPR183/RNASE6/PGM2/EZR/TFRC/CDA/CD1A/IGKV3D-15/CD6/IGHV1-3/COL1A2/GPER1/DUSP10/CTSB/LCP2/BCAR1/SMAD7/CTSH/GBP2/RFTN1/ADGRB1/C3/IL18/SHMT2/FES/TNFSF9/IQGAP2"
"GO:0019882","GO:0019882","antigen processing and presentation",21,"21/1080","DYNC1I1/SLC11A1/WAS/CD74/LILRB2/CD1E/KIF5A/PYCARD/HLA-DMB/SEC24D/AP1S2/HLA-H/CD1D/AZGP1/KIF23/CTSL/KIF15/CD1A/CTSH/RFTN1/NCF4"
"GO:0031294","GO:0031294","lymphocyte costimulation",4,"4/1080","PIK3R1/EFNB2/EFNB3/CD24"
"GO:0035172","GO:0035172","hemocyte proliferation",0,"0/1080",""
"GO:0042386","GO:0042386","hemocyte differentiation",0,"0/1080",""
"GO:0045058","GO:0045058","T cell selection",10,"10/1080","CD74/SLAMF6/CD3D/CD1D/BATF/GLI3/SHH/CD3G/IL6/CTSL"
"GO:0045321","GO:0045321","leukocyte activation",122,"122/1080","CTSA/CNN2/IGHV3-13/CD200/TGFB1/AHR/S100A7/IGF2/DNASE1L3/SLAMF8/CD7/CD151/PTPRB/PLAU/SLC11A1/CDH17/CPPED1/FABP5/GLIPR1/PIK3R1/EFNB2/CD93/MILR1/SOX12/WAS/IGHV3-11/CD74/IGHV3-7/FTL/LILRB2/PRR7/SYNGR1/CST7/CEACAM1/HP/CCL5/ITGAL/VCAM1/SLAMF6/IGHV1-18/OSCAR/ITM2A/PRDX1/CST3/CX3CL1/HAVCR2/HAVCR1/CD79A/IGHV6-1/IGHV2-5/IGHV3-15/CAPN1/IDO1/EFNB3/DOCK10/ERBB2/CD24/PYCARD/HLA-DMB/BST2/ZBTB7B/MAPT/LAT2/CLU/S100A8/NFAM1/GPR137B/CD3D/CCL3/SERPINA1/GPNMB/PPBP/HLA-H/IGHV4-59/B4GALT1/CEACAM6/NAPRT/CD1D/IL13RA2/INHBA/BATF/LDLR/FZD7/PLEKHO2/UNC13D/ADA2/EDN1/GLI3/CD53/SHH/SBNO2/NBEAL2/HK3/CD3G/STK10/TCF3/IGHV3-21/IGHV1-24/HELLS/ALDH3B1/IL6/CTSL/GPR183/PGM2/TFRC/ZFP36L1/CDA/CD6/IGHV1-3/GPER1/DUSP10/CTSB/LCP2/SMAD7/CTSH/C3/IL18/SATB1/FES/TNFSF9/IQGAP2/MYH9"
"GO:0050900","GO:0050900","leukocyte migration",65,"65/1080","CCL26/IGHV3-13/CD200/TGFB1/CXCL17/S100A7/CCL11/PLA2G1B/SLAMF8/THBS4/PIK3R1/FN1/MMP28/SLC12A2/IGHV3-11/CD74/IGHV3-7/DPEP1/CEACAM1/S100A14/RPS19/CCL5/ITGAL/VCAM1/SLC7A8/KITLG/CX3CL1/IGHV2-5/PDGFB/PYCARD/IGKV1-39/MCU/ARTN/SHC1/EPCAM/S100A8/ANGPT2/TGFB2/VPREB3/CCL3/HCK/GRB7/PPBP/IGHV4-59/B4GALT1/CEACAM6/F11R/STK39/CXCL13/EDN1/LYST/CCR5/SLC7A11/TREM1/STK10/DUSP1/ARHGEF5/IL6/IGKV1-16/CCR1/GPR183/COL1A2/PLVAP/ITGA3/MYH9"
"GO:0090713","GO:0090713","immunological memory process",0,"0/1080",""
"GO:0006792","GO:0006792","regulation of sulfur utilization",0,"0/1080",""
"GO:0045882","GO:0045882","negative regulation of sulfur utilization",0,"0/1080",""
"GO:0045883","GO:0045883","positive regulation of sulfur utilization",0,"0/1080",""
"GO:0006795","GO:0006795","regulation of phosphorus utilization",0,"0/1080",""
"GO:0045942","GO:0045942","negative regulation of phosphorus utilization",0,"0/1080",""
"GO:0045949","GO:0045949","positive regulation of phosphorus utilization",0,"0/1080",""
"GO:0002118","GO:0002118","aggressive behavior",0,"0/1080",""
"GO:0002209","GO:0002209","behavioral defense response",2,"2/1080","BRINP1/ATP1A2"
"GO:0002210","GO:0002210","behavioral response to wounding",0,"0/1080",""
"GO:0007611","GO:0007611","learning or memory",23,"23/1080","ITGA8/VLDLR/ARC/PLK2/CCL11/PPT1/JPH4/FOXO6/ADCY1/EGR2/LILRB2/BRINP1/STRA6/ABCA7/ATP1A2/NTRK2/SHANK3/MAPT/SHC3/LDLR/SLC7A11/HMGCR/ITGA3"
"GO:0007622","GO:0007622","rhythmic behavior",5,"5/1080","EGR2/CST3/AHCY/PER3/GPR176"
"GO:0007625","GO:0007625","grooming behavior",3,"3/1080","DDO/PPT1/HOXB8"
"GO:0007626","GO:0007626","locomotory behavior",15,"15/1080","ALDH1A3/CNP/ARRDC3/PPT1/SELENOP/PREX2/HOXB8/IDO1/NKX2-1/EFNB3/HIPK2/ATP1A2/FOXA2/GNAO1/RASD2"
"GO:0007631","GO:0007631","feeding behavior",5,"5/1080","GLS/MMP17/STRA6/ADM2/NTRK2"
"GO:0007632","GO:0007632","visual behavior",3,"3/1080","ATP1A2/SLC7A11/HMGCR"
"GO:0007635","GO:0007635","chemosensory behavior",1,"1/1080","ATP6V1B1"
"GO:0007638","GO:0007638","mechanosensory behavior",3,"3/1080","SLC1A3/STRA6/SHANK3"
"GO:0019098","GO:0019098","reproductive behavior",1,"1/1080","BRINP1"
"GO:0030534","GO:0030534","adult behavior",12,"12/1080","CNP/PPT1/PREX2/HOMER2/HOXB8/EFNB3/HIPK2/ATP1A2/SHANK3/SLC7A11/FOXA2/ATP6V1B1"
"GO:0030537","GO:0030537","larval behavior",0,"0/1080",""
"GO:0032537","GO:0032537","host-seeking behavior",0,"0/1080",""
"GO:0035176","GO:0035176","social behavior",3,"3/1080","BRINP1/TBX1/SHANK3"
"GO:0035187","GO:0035187","hatching behavior",0,"0/1080",""
"GO:0035640","GO:0035640","exploration behavior",3,"3/1080","BRINP1/ATP1A2/ITGA3"
"GO:0040040","GO:0040040","thermosensory behavior",0,"0/1080",""
"GO:0042630","GO:0042630","behavioral response to water deprivation",0,"0/1080",""
"GO:0048266","GO:0048266","behavioral response to pain",1,"1/1080","THBS4"
"GO:0048520","GO:0048520","positive regulation of behavior",1,"1/1080","STRA6"
"GO:0048521","GO:0048521","negative regulation of behavior",1,"1/1080","ARRDC3"
"GO:0050795","GO:0050795","regulation of behavior",4,"4/1080","ARRDC3/STRA6/PER3/CCL3"
"GO:0051780","GO:0051780","behavioral response to nutrient",0,"0/1080",""
"GO:0051867","GO:0051867","general adaptation syndrome, behavioral process",0,"0/1080",""
"GO:0060273","GO:0060273","crying behavior",0,"0/1080",""
"GO:0060756","GO:0060756","foraging behavior",0,"0/1080",""
"GO:0061744","GO:0061744","motor behavior",0,"0/1080",""
"GO:0071625","GO:0071625","vocalization behavior",4,"4/1080","BRINP1/MYH14/SHANK3/GLI3"
"GO:0006734","GO:0006734","NADH metabolic process",2,"2/1080","PKLR/HK3"
"GO:0006739","GO:0006739","NADP metabolic process",3,"3/1080","PGM2/FMO5/NOCT"
"GO:0006807","GO:0006807","nitrogen compound metabolic process",496,"496/1080","NHLRC4/IKBKE/CCL26/SNORD14A/CTSA/TRIB2/CETP/CD200/ITGA8/BPIFB2/TP73/SNTA1/XYLT1/TPSB2/JAG1/DDO/VLDLR/TGFB1/CXCL17/GSPT2/AHR/S100A7/HNF4G/LUM/PLK2/IGF2/GZMA/HOXD8/VTN/CCL11/GLS/IGFBP5/ABHD17C/FBXL7/UACA/SPRED1/LIPC/DNASE1L3/PMAIP1/MUC1/PLA2G1B/DCTPP1/RHBDF2/AHNAK/UBE2E2/SLC19A2/FGFR4/GSTT2B/DCLK1/CNP/HOXB3/ADAM19/ARRDC3/FAM20C/PTPRB/THBS4/CCNG1/SH3BP5/PLAU/PPT1/MED13L/HLTF/SLC11A1/MARCO/CCDC88C/CHDH/SERPINB5/TP53INP2/CPPED1/FOXO6/CDKN2B/NOP53/MMP17/ALG1L/EFNA3/FABP5/ADCY1/CHMP4C/AEBP1/DDR2/PIK3R1/GPRC5B/FN1/TNFAIP8L3/STAT1/A2M/MAPK4/HTRA1/DUSP23/NR2F2/EGLN3/RNASE1/SEPHS2/SLC28A1/CDO1/MMP16/FOXO1/LYVE1/TMTC1/CCNA1/DMGDH/LPIN3/MUC13/HEG1/MMP28/POLR2L/SOX12/SDF2L1/PSAT1/EYA2/WAS/CD74/DPEP1/CLCA4/RAD54L/EGR2/CIT/LILRB2/PRR7/CST7/LIPE/SLC1A3/CEACAM1/SAMHD1/TOX3/HP/MAGI2/ALKAL2/SERPINA11/RPS19/C1QL4/DLC1/ADAM15/CCL5/VCAM1/PHLDA1/SSBP2/MCM10/ACTN1/HMMR/FAM20A/ITPKA/RPLP1/CNTN1/PACSIN3/LARGE2/P3H4/SERPINB4/MGST2/GSTA4/IRF7/INPP5J/CYP2D6/TIMP3/CISD3/RPL36/GLYCTK/GAS1/SOX15/LAMP3/ORC6/LXN/ITM2A/RAPGEF3/IER2/PIK3R3/CDC20/PRDX1/LIMK2/QPRT/CST3/AHCY/HOXB8/RCN1/KITLG/LTBP1/CX3CL1/TMEM132A/HAVCR2/ADM2/HOGA1/CDKN2A/ABCA7/ERBB3/DDX39B/BBC3/STARD10/TRIP13/VASH1/LMCD1/HGF/WWTR1/SNAI2/CAPN1/BLVRA/CREB3L4/DTL/PKDCC/SLC5A8/MMP2/WNT11/ADAMTS2/BARX1/GGT7/SFTPA1/P4HA1/F12/SRGN/IDO1/CHST3/SKP2/BHMT/PDGFB/HOXA9/NLRP1/FBLN1/SH2B3/DUOX1/TBX1/NKX2-1/SPR/KLF11/PER3/IGFBP4/PNMT/ERBB2/APBB2/ZNF750/CD24/PYCARD/WFDC2/E2F1/CYTL1/NRBP2/AUTS2/HIPK2/NEFL/REPIN1/SOX18/MEIS3P1/FZD2/MAGED1/GADD45GIP1/BST2/DEPTOR/ZBED6/NTRK2/SHANK3/MICAL2/BHMT2/KL/ARTN/SHC1/PPP1R35/BACE2/TONSL/ZBTB7B/CRIM1/NYNRIN/MAPT/FOLH1/SORBS3/CLU/EPCAM/S100A8/PKLR/NFE2L3/CRLF1/NFAM1/ADCY2/FAP/FGFR1/TGFB2/ESR1/SDSL/DUSP6/PEA15/STAP2/MLF1/GAL3ST1/GOLM1/SDS/HNF1A/KLF2/CD3D/CCL3/SNCAIP/MYLK/HMG20B/HCK/PPP1R16B/LAMA1/SERPINA1/STS/TBL1X/CAPNS2/UBE2QL1/CREBL2/ALPK3/MACC1/OAS2/DOK7/BCL2L10/SLC9A3R1/GPNMB/GATA4/GRB7/CLEC3B/SPRR1B/SPRR2E/LMO3/DKK3/B4GALT1/NOX4/SHC3/NAPRT/DPYS/CDKN2C/AKAP12/FKBP9/ACSS2/NUDT10/CKMT2/INHBA/GGCT/SOX8/FOXRED2/SULT1C2/CSF2RA/BAZ1A/STK39/SRCIN1/LMBRD1/NRIP1/ACTN4/BATF/APOC1/LDLR/ARHGEF6/FZD7/FOXA1/BBOX1/INMT/CDC45/JADE1/ADA2/ACTN2/EDN1/SPON1/RNU4ATAC/GLI3/CDCA7L/SHH/CDON/SBNO2/OAT/EXT1/CCR5/AZGP1/HK3/RECQL4/TESMIN/ALDH3B2/SLC7A11/FOXA2/STK10/MGAT4A/TCF3/IL24/FAH/SALL1/FAM83D/MAZ/MAMLD1/DUSP1/HELLS/HAP1/TGFBI/PTPRM/PRRX2/ARHGEF5/CP/ALDH3B1/CROT/ACHE/LPCAT2/ETV4/WSB1/ACSM2A/TMPRSS2/ADRA2C/TSPYL2/MMD/EPAS1/EFEMP1/IL6/SKIL/CEMIP2/GALNT11/CTSL/IDUA/HMGCR/PRLR/ST8SIA4/GTF2I/RPL36A/TTLL12/RASD2/HACD1/RNF157/TIPARP/CPA3/CCR1/GPR183/RNASE6/ECSCR/GBA3/CHI3L2/FAR2/EZR/CLSPN/DPYSL2/ZDHHC9/DBP/WDHD1/PLA2G4C/BCAT2/SPRY4/C17orf97/P4HA2/CRMP1/SPEG/TFRC/ALDH3A2/SIX2/ZFP36L1/PDE6G/CDA/SNRPGP15/MTCO2P12/SFTA3/LHX2/GPER1/DUSP10/HEY1/CTSB/LCP2/CELF2/RHBDL1/CRYM/RBBP8/LIPG/SMAD7/CTSH/ACACA/GADD45G/MTURN/TSPYL5/GNL3L/PLVAP/YBX2/PRSS21/DLX6/AMDHD1/ASCL1/MRPL12/MT3/ORC1/KHDRBS3/NR0B2/MCCC2/CHSY1/AQP1/CHCHD10/MYRF/SPDEF/ADGRB1/C3/IL18/UBA7/NOCT/SHMT2/FBXL6/SATB1/FES/KPNA2/LMNA/SIAH2/BGN/FBXO44/NKD2/TCEA3/RNU4-2/RNU4-1/MYH9/NTHL1"
"GO:0009056","GO:0009056","catabolic process",161,"161/1080","CTSA/TRIB2/DDO/VLDLR/TGFB1/GSPT2/LUM/PLK2/GZMA/GLS/ABHD17C/FBXL7/LIPC/DNASE1L3/PMAIP1/PLA2G1B/RAB39B/DCTPP1/CNP/PPT1/AMACR/SLC11A1/CHDH/TP53INP2/NOP53/MMP17/FABP5/CHMP4C/PECR/CDO1/MMP16/FOXO1/LYVE1/PIP4K2A/ITPR1/DMGDH/LPIN3/MMP28/SDF2L1/DPEP1/CYP24A1/HSD17B14/LIPE/CEACAM1/SAMHD1/HP/RPS19/ADAM15/HMMR/RPLP1/PLCB2/PACSIN3/MGST2/INPP5J/CYP2D6/TIMP3/RPL36/TMEM150B/GLYCTK/LAMP3/CDC20/PRDX1/QPRT/CST3/AHCY/HOGA1/ABCA7/HGF/WWTR1/CAPN1/BLVRA/DTL/MMP2/ADAMTS2/GGT7/ACADS/IDO1/SKP2/BHMT/DUOX1/PRIMA1/ABHD6/PYCARD/E2F1/DECR2/NRBP2/HIPK2/MAPT/CLU/S100A8/PKLR/MIOX/FAP/GPR137B/SDSL/SDS/STS/TBL1X/OAS2/GATA4/PTER/DPYS/NUDT10/LIX1L/FOXRED2/APOC1/LDLR/ADA2/SHH/OAT/HK3/ALDH3B2/FAH/FAM83D/HAP1/LIX1/ALDH3B1/CROT/ACHE/ALDH2/CYP4F11/ATP6V1B1/IL6/CEMIP2/CTSL/IDUA/HMGCR/RPL36A/TIPARP/RNASE6/PGM2/ECSCR/GBA3/CHI3L2/EZR/PLA2G4C/BCAT2/C17orf97/ALDH3A2/ZFP36L1/CDA/CTSB/CRYM/LIPG/SMAD7/CTSH/MAP1LC3A/AMDHD1/MT3/MCCC2/ADGRB1/UBA7/NOCT/FAAH/SHMT2/FBXL6/SIAH2/BGN/FBXO44/NKD2/NTHL1"
