"","ID","Description","Count","GeneRatio","geneID"
"GO:0005515","GO:0005515","protein binding",469,"469/698","FOXJ1/AXIN2/MT1G/FOXE1/LGALS7B/SCG5/FBN2/ABCB1/PDE2A/VILL/MSX2/NECTIN4/PJA2/TG/PPP1R12B/CANT1/RGS16/CNTNAP2/SLC26A9/IL20RB/RPS6KA2/LCP2/BOP1/PIK3IP1/CLGN/DUSP2/RAB11FIP4/TPST1/PTPRB/SYNGR3/MVP/PKMYT1/NAT8B/RAPGEF4/EZH2/RAB7B/CD177/FAM83A/DACT2/WT1/ELK3/SYNE4/TYMS/SLC6A12/CLIC1/SNPH/MYL9/RASGRP1/COL4A2/RAB30/EBI3/DTNA/KSR1/MEGF6/RPS2/TTYH1/RND2/BMP1/HSD11B1/NFIL3/PRSS23/UCN2/SLA/CTLA4/LMNA/RPS4Y1/RAP2A/IRF1/PPP3CA/PARVG/PILRA/SPIN4/EDNRB/CAPG/VASH1/GOLT1A/OSBPL3/GPC6/JADE2/HHEX/NME4/MEST/CITED2/IL1R2/DOCK11/RARRES2/RGS20/CLDN11/MEOX2/CDON/KDM5D/PLOD3/WNT5B/TMEM121/USP18/EFEMP2/DDAH2/DSC3/SHD/SLC1A5/APLNR/P4HA1/LOX/KLHDC9/TOM1L1/SGCA/CDC42EP5/VAT1/ABI3/SNCA/DDIT4L/MYO10/TMEM108/OTULINL/ELMO1/CLIC2/KIF5A/RHOC/POSTN/SGO1/FABP1/ADAM9/RFLNA/EXOSC4/AURKB/ABCC4/SLC2A6/DAPK1/SFRP5/KRT16/TNFRSF4/FCGR2A/TGM2/NUF2/CAMK1D/ADAM28/PABPC1/SHCBP1/ZCCHC12/SOSTDC1/TRAM1L1/ADAMTSL4/MARVELD2/EID1/CNNM4/EIF3L/CLK1/ZNF883/LRRC61/DLX3/GPC1/SLC1A1/ATP6V1B2/WNT6/IL1R1/CD6/IGFBP5/TNS2/AATK/F2R/METRNL/SLC25A42/FMNL1/RASSF2/RSPO4/KCTD11/NIPAL4/TMEM229B/LPAR1/SMPDL3A/RND1/IL17D/GGH/DAGLA/PLD3/APLP1/CIT/TJP3/SLAMF6/SCRN2/GZMK/PSCA/LY6D/CNTNAP1/FTH1/PHYHIP/FEN1/TSPAN1/IRF6/CD274/ORC1/DIRAS2/PSMB9/IGLC7/IL4R/LMCD1/CGN/LRG1/IGSF11/DOCK1/EAF2/GPM6A/NKD2/THNSL2/MICALL1/TM4SF4/PLEKHH2/P2RY1/PRR7/ITGAM/KLF13/RHBDL1/KLF2/AUNIP/HBA2/CASK/IDUA/COL1A2/MAP3K20/SIK1B/IL2RG/DPYD/DOK1/GPRC5A/ALOX5/IGFL2/SPIRE2/LIMCH1/NGFR/LOXL3/ROBO4/EPHB1/JAG2/MAPK15/DHTKD1/SEMA4B/BIN2/TMEM106A/FMN1/S100A11/SGMS2/CXCL3/PDE3A/HCK/PLCB4/FERMT1/RPS4X/S1PR3/ATP6V1G2/UBD/MTCL1/CHRM1/LRRC32/FSD1/FHOD3/CDKN2C/CLIP3/NUMBL/MYL3/NBEAL2/CPNE8/ZNF512B/MAPK8IP3/HSH2D/SLC12A7/IRF8/TOB1/CDH6/HOXB5/CD82/FCN1/ERO1B/SLC41A2/SCEL/BTN3A2/LCP1/LAIR1/TSPOAP1/APRT/DPT/GPRASP1/LMO3/MCEMP1/GPR137B/MX2/KRT19/ACTN2/WIPI1/CP/SLC16A13/CMKLR1/CAPN6/CENPH/MERTK/SH3BP1/GALNT15/F12/TM4SF1/NLGN2/NETO2/SLC19A2/SERPINC1/EGLN3/TMCC2/LGR6/AJUBA/APOH/TF/FGFRL1/GPC3/SERPINA5/MFHAS1/FAM83G/MST1R/LIMK1/PRSS2/RALGAPA2/CCL3L1/POC1A/PDCD1/APBB1/SMPD1/ARHGEF40/FBP1/DUSP16/ZNF467/CCL13/IL23A/TMEM102/PJA1/TCIM/MAMSTR/MUC20/TCEAL2/AHNAK/BOC/ILDR1/TAGLN/SKP2/ANK2/CAMK2D/CTF1/FAM50B/ADAM12/ITGB1/LPP/SIRPA/ELOVL2/EMP2/AKR1B10/ZMAT3/CCL19/SVIP/MSRB3/TAX1BP3/GPSM3/GREM1/USP54/VAMP1/GABARAPL1/ADA/CYB5R2/NAP1L2/DRAM1/LMO7/TMPRSS4/DDX60/BBC3/CD109/B3GNT7/MAPK13/RAB11FIP1/THY1/PSD3/ACSS1/DUSP10/HMCN1/NINJ2/ATP1B1/S100A8/MSR1/TENT5C/ITGAL/APBB1IP/CDH1/ITGA3/ZBTB4/RARB/CTTNBP2/TNFRSF17/AQP1/MAP4K4/ZMYND10/MXRA8/SKAP1/HMGCS1/SPARC/PRLR/IER5/IMPA2/CDC42EP3/RFC4/MELTF/CXCL5/LGALS1/ROBO1/STC1/ACMSD/KCTD15/PFKM/SH3BP5/CAVIN2/RAC3/RAB3IL1/KAT2A/MPP2/LENG8/CCL15/HEY1/LPAR2/HIPK2/PITX2/CD22/ELOVL5/NCCRP1/NANOS1/PARVB/TBC1D8/TMEM159/CAPN1/SFRP4/AGR2/CMTM6/CCDC88A/EVA1A/EBP/ZNF711/TMTC2/DPM3/RUNX1/CHAF1B/DMKN/LRRC56/ZBTB7B/SHC1/CCR5/PTH1R/ITGA5/GALE/F3/CNN3/PRDX1/ECE1/CDK18/NQO1/SOX2/C8G/PNMA1/PXMP2/BASP1/CDK5R1/MYO1D/HLA-DQA1/CD47/TPP1/PAPSS1/CRABP1/GPD1/DCHS1"
"GO:0005549","GO:0005549","odorant binding",0,"0/698",""
"GO:0008144","GO:0008144","drug binding",7,"7/698","PDE2A/TYMS/PPP3CA/FABP1/ATP1B1/RARB/HMGCS1"
"GO:0008289","GO:0008289","lipid binding",37,"37/698","VILL/RASGRP1/HSD11B1/CAPG/OSBPL3/NME4/UQCC3/SNCA/MYO10/FABP1/APOLD1/GSDMC/CD6/LPAR1/MICALL1/PRR7/BIN2/S1PR3/CLIP3/CPNE8/PHLDA3/ACTN2/WIPI1/APOH/PLA2G5/SERPINA5/IRX5/THY1/S100A8/CAVIN2/LPAR2/CCDC88A/SHC1/F3/C8G/TPP1/CRABP1"
"GO:0008430","GO:0008430","selenium binding",0,"0/698",""
"GO:0015643","GO:0015643","toxic substance binding",0,"0/698",""
"GO:0019808","GO:0019808","polyamine binding",0,"0/698",""
"GO:0030246","GO:0030246","carbohydrate binding",11,"11/698","LGALS7B/PLOD3/P4HA1/GALNT3/FCN1/GALNT15/EGLN3/FBP1/LGALS1/PFKM/CD22"
"GO:0031409","GO:0031409","pigment binding",0,"0/698",""
"GO:0033218","GO:0033218","amide binding",14,"14/698","TYMS/EBI3/PPP3CA/EDNRB/ITGAM/NGFR/CLIP3/APBB1/MSR1/PRLR/PTH1R/ECE1/HLA-DQA1/TPP1"
"GO:0035731","GO:0035731","dinitrosyl-iron complex binding",0,"0/698",""
"GO:0036094","GO:0036094","small molecule binding",94,"94/698","SCG5/ABCB1/PDE2A/GBP6/ACSM3/RPS6KA2/ABCC1/PKMYT1/RAPGEF4/RAB7B/TYMS/TOR4A/RAB30/KSR1/NNT/RND2/HSD11B1/RAP2A/OSBPL3/NME4/GCAT/PLOD3/DDAH2/TCN1/P4HA1/ABCC3/ALDH1A1/MYO10/KIF5A/RHOC/FABP1/AURKB/ABCC4/DAPK1/TGM2/CAMK1D/CLK1/SLC1A1/ATP6V1B2/AATK/RND1/CIT/ORC1/DIRAS2/THNSL2/P2RY1/PRR7/HBA2/CASK/MAP3K20/SIK1B/DPYD/EPHB1/MAPK15/DHTKD1/CARNS1/HCK/ACADS/GOT1/FCN1/APRT/ATP8B2/MX2/MERTK/EGLN3/SERPINA5/MFHAS1/MST1R/LIMK1/FBP1/IRX5/CAMK2D/ADA/CYB5R2/DDX60/MAPK13/ACSS1/ATP1B1/S100A8/ZBTB4/MAP4K4/HMGCS1/RFC4/PFKM/RAC3/HIPK2/CD22/RUNX1/CDK18/C8G/MYO1D/PAPSS1/CRABP1/GPD1"
"GO:0042165","GO:0042165","neurotransmitter binding",1,"1/698","SLC6A12"
"GO:0042562","GO:0042562","hormone binding",8,"8/698","EBI3/UCN2/EDNRB/ALDH1A1/PRLR/SHC1/PTH1R/ECE1"
"GO:0043167","GO:0043167","ion binding",224,"224/698","MT1G/SCG5/FBN2/ABCB1/SLC25A24/PDE2A/VILL/GBP6/PJA2/CANT1/ACSM3/RPS6KA2/ZNF542P/CABCOCO1/ABCC1/CLGN/RAB11FIP4/PKMYT1/RAPGEF4/RAB7B/WT1/TYMS/TOR4A/MYL9/RASGRP1/RAB30/DTNA/ADGRL4/KSR1/MEGF6/TTYH1/RND2/BMP1/CYC1/RAP2A/PPP3CA/CAPG/NPTX1/JADE2/NME4/GCAT/UQCC3/KDM5D/PLOD3/EFEMP2/DDAH2/DSC3/SLC1A5/DSG3/P4HA1/LOX/SGCA/VAT1/ABCC3/SVEP1/SNCA/MYO10/KIF5A/RHOC/POSTN/FABP1/ADAM9/AURKB/ABCC4/DAPK1/CYP4F3/TGM2/CAMK1D/ADAM28/ZCCHC12/IDO1/CLK1/CA11/ZNF883/GPC1/SLC1A1/ATP6V1B2/GSDMC/GALNT3/TNS2/AATK/RSPO4/LPAR1/SMPDL3A/RND1/DAGLA/APLP1/CIT/FTH1/FEN1/COL27A1/ORC1/DIRAS2/LMCD1/NKD2/THNSL2/MICALL1/CLSTN2/P2RY1/PRR7/ITGAM/KLF13/KLF2/HBA2/CASK/COL1A2/MAP3K20/SIK1B/DPYD/ALOX5/LIMCH1/LOXL3/EPHB1/JAG2/MAPK15/DHTKD1/BIN2/S100A11/CARNS1/PDE3A/HCK/ENTPD7/PLCB4/ACADS/MYL3/YDJC/CPNE8/ZNF512B/ADH1B/CDH6/GOT1/FCN1/SCEL/LCP1/APRT/PCDHGC3/LMO3/ATP8B2/PHLDA3/MX2/ACTN2/ZIC2/WIPI1/CP/MERTK/GALNT15/F12/SERPINC1/EGLN3/LGR6/ADH1C/AJUBA/APOH/PLA2G5/TF/FGFRL1/SERPINA5/MFHAS1/MST1R/LIMK1/PRSS2/PCDHGB5/SMPD1/FBP1/ZNF467/PJA1/CAMK2D/ADAM12/ITGB1/LPP/ZMAT3/MSRB3/ADA/CYB5R2/LMO7/DDX60/MAPK13/THY1/ACSS1/HMCN1/ATP1B1/S100A8/ITGAL/CDH1/ITGA3/ZBTB4/RARB/MAP4K4/ZMYND10/SPARC/PCDHB5/PRLR/PCDH12/IMPA2/RFC4/MELTF/MFNG/ACMSD/PFKM/HAGHL/CAVIN2/RAC3/CCL15/HIPK2/CD22/NANOS1/CAPN1/CCDC88A/ZNF711/RUNX1/ZNF761/ZBTB7B/SHC1/ITGA5/F3/ECE1/CDK18/ZBTB7C/CDK5R1/MYO1D/TPP1/PAPSS1/CRABP1/DCHS1"
"GO:0043176","GO:0043176","amine binding",0,"0/698",""
"GO:0043287","GO:0043287","poly(3-hydroxyalkanoate) binding",0,"0/698",""
"GO:0043515","GO:0043515","kinetochore binding",1,"1/698","CENPH"
"GO:0044590","GO:0044590","iron-sulfur-molybdenum cofactor binding",0,"0/698",""
"GO:0044877","GO:0044877","protein-containing complex binding",46,"46/698","VILL/BOP1/EZH2/CD177/PPP3CA/CAPG/LOX/SNCA/MYO10/ADAM9/FCGR2A/NUF2/FMNL1/PRR7/ITGAM/EPHB1/FERMT1/S1PR3/UBD/FHOD3/LCP1/KRT19/ACTN2/AJUBA/APBB1/TAGLN/ANK2/ITGB1/EMP2/THY1/ATP1B1/EPPK1/MSR1/ITGAL/ITGA3/RARB/MIR30C2/SKAP1/SPARC/CD22/CCDC88A/SHC1/ITGA5/C8G/CDK5R1/MYO1D"
"GO:0046790","GO:0046790","virion binding",1,"1/698","HIPK2"
"GO:0046812","GO:0046812","host cell surface binding",0,"0/698",""
"GO:0046848","GO:0046848","hydroxyapatite binding",0,"0/698",""
"GO:0046904","GO:0046904","calcium oxalate binding",0,"0/698",""
"GO:0048038","GO:0048038","quinone binding",0,"0/698",""
"GO:0050436","GO:0050436","microfibril binding",0,"0/698",""
"GO:0050825","GO:0050825","ice binding",0,"0/698",""
"GO:0050840","GO:0050840","extracellular matrix binding",6,"6/698","ADAM9/GPC1/ITGB1/ITGA3/SPARC/LGALS1"
"GO:0050997","GO:0050997","quaternary ammonium group binding",2,"2/698","RASGRP1/SERPINA5"
"GO:0051192","GO:0051192","prosthetic group binding",0,"0/698",""
"GO:0051540","GO:0051540","metal cluster binding",1,"1/698","DPYD"
"GO:0070026","GO:0070026","nitric oxide binding",0,"0/698",""
"GO:0072328","GO:0072328","alkene binding",0,"0/698",""
"GO:0072341","GO:0072341","modified amino acid binding",3,"3/698","TYMS/GSDMC/CAVIN2"
"GO:0097159","GO:0097159","organic cyclic compound binding",147,"147/698","FOXJ1/FOXE1/SCG5/ABCB1/PDE2A/MSX2/GBP6/ACSM3/RPS6KA2/ZNF542P/BOP1/ABCC1/PKMYT1/FBLL1/RAPGEF4/EZH2/RAB7B/WT1/ELK3/TYMS/TOR4A/RAB30/BICC1/KSR1/RPS2/NNT/RND2/HSD11B1/NFIL3/RPS4Y1/CYC1/RAP2A/IRF1/HOXA11/OSBPL3/HHEX/NME4/FOXF1/GCAT/HEBP1/MEOX2/KDM5D/TCN1/ABCC3/ALDH1A1/SNCA/MYO10/KIF5A/RHOC/FABP1/EXOSC4/SOX21/AURKB/ABCC4/DAPK1/CYP4F3/TGM2/CAMK1D/PABPC1/ZCCHC12/RFTN1/IDO1/EIF3L/CLK1/ZNF883/DLX3/ATP6V1B2/AATK/SOX11/RND1/CIT/FEN1/IRF6/ORC1/DIRAS2/EAF2/THNSL2/P2RY1/KLF13/KLF2/AUNIP/HBA2/CASK/MAP3K20/SIK1B/DPYD/CCDC9B/EPHB1/MAPK15/DHTKD1/MRPL14/CARNS1/HCK/RPS4X/MTCL1/ACADS/ZNF512B/IRF8/GOT1/HOXB5/APRT/ATP8B2/MX2/ZIC2/MERTK/MFHAS1/MST1R/LIMK1/FBP1/IRX5/ZNF467/AHNAK/CAMK2D/ZMAT3/ADA/CYB5R2/DDX60/MAPK13/ACSS1/ATP1B1/EPPK1/TENT5C/ZBTB4/RARB/MAP4K4/MIR30C2/RFC4/LGALS1/PFKM/RAC3/HEY1/HIPK2/PITX2/NANOS1/ZNF711/RUNX1/ZNF761/ZBTB7B/PRDX1/CDK18/ZBTB7C/NQO1/SOX2/BASP1/MYO1D/PAPSS1/GPD1"
"GO:0097243","GO:0097243","flavonoid binding",0,"0/698",""
"GO:0097367","GO:0097367","carbohydrate derivative binding",81,"81/698","LGALS7B/SCG5/ABCB1/PDE2A/GBP6/ACSM3/RPS6KA2/ABCC1/PKMYT1/RAPGEF4/RAB7B/TOR4A/RAB30/KSR1/RND2/RAP2A/NME4/ABCC3/MYO10/KIF5A/RHOC/POSTN/AURKB/ABCC4/DAPK1/TGM2/CAMK1D/CLK1/ATP6V1B2/CD6/AATK/RSPO4/LPAR1/RND1/APLP1/CIT/ORC1/DIRAS2/P2RY1/CASK/MAP3K20/SIK1B/EPHB1/MAPK15/CARNS1/HCK/CLIP3/FCN1/APRT/ATP8B2/MX2/MERTK/SERPINC1/LGR6/APOH/PLA2G5/FGFRL1/SERPINA5/MFHAS1/MST1R/LIMK1/FBP1/CAMK2D/ADA/DDX60/MAPK13/THY1/ACSS1/ATP1B1/MAP4K4/RFC4/PFKM/RAC3/CCL15/HIPK2/CD22/RUNX1/CDK18/MYO1D/TPP1/PAPSS1"
"GO:0140272","GO:0140272","exogenous protein binding",6,"6/698","NECTIN4/SLC1A5/TNFRSF4/ITGB1/CCR5/ITGA5"
"GO:0140355","GO:0140355","cargo receptor ligand activity",0,"0/698",""
"GO:1901363","GO:1901363","heterocyclic compound binding",145,"145/698","FOXJ1/FOXE1/SCG5/ABCB1/PDE2A/MSX2/GBP6/ACSM3/RPS6KA2/ZNF542P/BOP1/ABCC1/PKMYT1/FBLL1/RAPGEF4/EZH2/RAB7B/WT1/ELK3/TYMS/TOR4A/RAB30/BICC1/KSR1/RPS2/NNT/RND2/HSD11B1/NFIL3/RPS4Y1/CYC1/RAP2A/IRF1/HOXA11/HHEX/NME4/FOXF1/GCAT/HEBP1/MEOX2/KDM5D/TCN1/ABCC3/ALDH1A1/SNCA/MYO10/KIF5A/RHOC/EXOSC4/SOX21/AURKB/ABCC4/DAPK1/CYP4F3/TGM2/CAMK1D/PABPC1/ZCCHC12/RFTN1/IDO1/EIF3L/CLK1/ZNF883/DLX3/ATP6V1B2/AATK/SOX11/RND1/CIT/FEN1/IRF6/ORC1/DIRAS2/EAF2/THNSL2/P2RY1/KLF13/KLF2/AUNIP/HBA2/CASK/MAP3K20/SIK1B/DPYD/CCDC9B/EPHB1/MAPK15/DHTKD1/MRPL14/CARNS1/HCK/RPS4X/MTCL1/ACADS/ZNF512B/IRF8/GOT1/HOXB5/APRT/ATP8B2/MX2/ZIC2/MERTK/MFHAS1/MST1R/LIMK1/FBP1/IRX5/ZNF467/AHNAK/CAMK2D/ZMAT3/ADA/CYB5R2/DDX60/MAPK13/ACSS1/ATP1B1/EPPK1/TENT5C/ZBTB4/RARB/MAP4K4/MIR30C2/RFC4/LGALS1/PFKM/RAC3/HEY1/HIPK2/PITX2/NANOS1/ZNF711/RUNX1/ZNF761/ZBTB7B/PRDX1/CDK18/ZBTB7C/NQO1/SOX2/BASP1/MYO1D/PAPSS1/GPD1"
"GO:1901567","GO:1901567","fatty acid derivative binding",1,"1/698","S100A8"
"GO:1901681","GO:1901681","sulfur compound binding",11,"11/698","POSTN/RSPO4/APLP1/DHTKD1/SERPINC1/LGR6/APOH/PLA2G5/FGFRL1/SERPINA5/CCL15"
"GO:1902670","GO:1902670","carbon dioxide binding",0,"0/698",""
"GO:1904483","GO:1904483","synthetic cannabinoid binding",0,"0/698",""
"GO:1904493","GO:1904493","tetrahydrofolyl-poly(glutamate) polymer binding",0,"0/698",""
"GO:1904517","GO:1904517","MgATP(2-) binding",0,"0/698",""
"GO:1990300","GO:1990300","cellulosome binding",0,"0/698",""
"GO:0004362","GO:0004362","glutathione-disulfide reductase activity",0,"0/698",""
"GO:0004601","GO:0004601","peroxidase activity",3,"3/698","CLIC2/HBA2/PRDX1"
"GO:0004784","GO:0004784","superoxide dismutase activity",1,"1/698","NQO1"
"GO:0004791","GO:0004791","thioredoxin-disulfide reductase activity",0,"0/698",""
"GO:0032542","GO:0032542","sulfiredoxin activity",0,"0/698",""
"GO:0045174","GO:0045174","glutathione dehydrogenase (ascorbate) activity",0,"0/698",""
"GO:0050605","GO:0050605","superoxide reductase activity",0,"0/698",""
"GO:0051920","GO:0051920","peroxiredoxin activity",1,"1/698","PRDX1"
"GO:0004873","GO:0004873","asialoglycoprotein receptor activity",0,"0/698",""
"GO:0004998","GO:0004998","transferrin receptor activity",0,"0/698",""
"GO:0005044","GO:0005044","scavenger receptor activity",4,"4/698","CD6/LOXL3/TMPRSS4/MSR1"
"GO:0008196","GO:0008196","vitellogenin receptor activity",0,"0/698",""
"GO:0016964","GO:0016964","alpha-2 macroglobulin receptor activity",0,"0/698",""
"GO:0030226","GO:0030226","apolipoprotein receptor activity",0,"0/698",""
"GO:0030228","GO:0030228","lipoprotein particle receptor activity",1,"1/698","ILDR1"
"GO:0033568","GO:0033568","lactoferrin receptor activity",0,"0/698",""
"GO:0061714","GO:0061714","folic acid receptor activity",0,"0/698",""
"GO:0070287","GO:0070287","ferritin receptor activity",0,"0/698",""
"GO:0140488","GO:0140488","heme receptor activity",0,"0/698",""
"GO:0004694","GO:0004694","eukaryotic translation initiation factor 2alpha kinase activity",0,"0/698",""
"GO:0030371","GO:0030371","translation repressor activity",2,"2/698","TYMS/NANOS1"
"GO:0045183","GO:0045183","translation factor activity, non-nucleic acid binding",0,"0/698",""
"GO:0090079","GO:0090079","translation regulator activity, nucleic acid binding",3,"3/698","TYMS/PABPC1/EIF3L"
"GO:0000156","GO:0000156","phosphorelay response regulator activity",0,"0/698",""
