"","ID","Description","Count","GeneRatio","geneID"
"GO:0006807","GO:0006807","nitrogen compound metabolic process",100,"100/196","CCL4/TUSC3/LBH/GRHL2/PPP1R13L/PRSS3/S1PR2/CYP2E1/BCL2L12/HOXD11/RPL21/PGF/GALNT12/PLA2G4A/IL1A/AGAP2/NGF/RUNX1/AK5/ITPRIP/NFKBIE/GRHL1/PLK4/FBLN5/DNPH1/MYCN/QKI/CREB3L3/PLD1/ACAT1/CRMP1/HMMR/TFRC/NTHL1/MXD1/DKK3/DAPK2/MASP2/ALDH3B1/DLX6/PAX2/BLVRB/HPX/NPM3/HOXA5/MET/SGK2/MMP9/NFKBIA/RASD2/CIRBP/TSPAN15/PRTFDC1/SIM2/HK2/SNORD12B/POU5F1/PJA2/MBP/ADAMTSL2/MYO6/SULF2/MYO18A/CERKL/KRT10/CDCA2/CHST6/CEBPA/HBB/C4A/NME1/GPX1/GPC6/PYCR1/CANT1/SCAND1/MUC3A/IL7R/ADAM9/SERINC2/RASGRP1/PITX2/IVL/CTSS/SPATA18/CTSW/CTSF/AURKB/EXOSC4/AOC1/PAX8/EDN3/SNAI1/PCK1/PAIP2B/BMP4/PKIB/GSTM3/ESPL1/CTSV"
"GO:0009056","GO:0009056","catabolic process",35,"35/196","RETREG1/CYP2E1/RPL21/PLA2G4A/AGAP2/DNPH1/AADAC/PLD1/ACAT1/HMMR/NTHL1/DAPK2/ALDH3B1/BLVRB/CYP2C18/MET/MMP9/CIRBP/HK2/CEBPA/HBB/GPX1/GPC6/CRABP1/ADAM9/ALDH1A1/CTSS/SPATA18/CTSW/CTSF/AURKB/EXOSC4/PCK1/GSTM3/CTSV"
"GO:0009058","GO:0009058","biosynthetic process",62,"62/196","TUSC3/LBH/GRHL2/PPP1R13L/CYP2E1/BCL2L12/HOXD11/RPL21/GALNT12/PLA2G4A/IL1A/AGAP2/RUNX1/AK5/NFKBIE/GRHL1/FBLN5/DNPH1/MYCN/QKI/CREB3L3/PLD1/ACAT1/TFRC/ADGRF5/NTHL1/MXD1/DKK3/ALDH3B1/DLX6/PAX2/PTMS/NPM3/HOXA5/MET/NFKBIA/CIRBP/PRTFDC1/SIM2/POU5F1/MYO6/CERKL/CHST6/CEBPA/HBB/NME1/GPX1/GPC6/PYCR1/CANT1/SCAND1/MUC3A/MOGAT2/PITX2/AURKB/PAX8/SNAI1/PCK1/PAIP2B/BMP4/PKIB/GSTM3"
"GO:0009892","GO:0009892","negative regulation of metabolic process",32,"32/196","LBH/PPP1R13L/BCL2L12/RPL21/AGAP2/NGF/RUNX1/ITPRIP/FBLN5/MYCN/MXD1/DKK3/PAX2/MET/MMP9/RASD2/CIRBP/SIM2/HK2/POU5F1/CEBPA/C4A/NME1/GPX1/ALDH1A1/AURKB/LGALS7B/EXOSC4/SNAI1/PAIP2B/BMP4/PKIB"
"GO:0009893","GO:0009893","positive regulation of metabolic process",53,"53/196","CCL4/LBH/GRHL2/S1PR2/BCL2L12/PGF/CD58/IL1A/AGAP2/NGF/RUNX1/GRHL1/FBLN5/MYCN/AADAC/QKI/CREB3L3/PLD1/TFRC/ADGRF5/PAX2/HPX/GRB10/HOXA5/MET/MMP9/NFKBIA/RASD2/CIRBP/HK2/POU5F1/PJA2/MBP/MYO6/SULF2/CDCA2/CEBPA/HBB/SCAND1/IL7R/ADAM9/RASGRP1/PITX2/AURKB/LGALS7B/SLC26A9/PAX8/EDN3/SNAI1/PCK1/BMP4/PKIB/JCHAIN"
"GO:0018933","GO:0018933","nicotine metabolic process",0,"0/196",""
"GO:0019222","GO:0019222","regulation of metabolic process",71,"71/196","CCL4/LBH/GRHL2/PPP1R13L/S1PR2/BCL2L12/HOXD11/RPL21/PGF/CD58/IL1A/AGAP2/NGF/RUNX1/ITPRIP/NFKBIE/GRHL1/FBLN5/MYCN/AADAC/QKI/CREB3L3/PLD1/TFRC/ADGRF5/MXD1/DKK3/DAPK2/APBA2/DLX6/PAX2/HPX/GRB10/HOXA5/MET/MMP9/NFKBIA/RASD2/CIRBP/SIM2/HK2/POU5F1/PJA2/MBP/MYO6/SULF2/CDCA2/CEBPA/HBB/C4A/NME1/GPX1/SCAND1/IL7R/ADAM9/MFAP4/RASGRP1/ALDH1A1/PITX2/AURKB/LGALS7B/EXOSC4/SLC26A9/PAX8/EDN3/SNAI1/PCK1/PAIP2B/BMP4/PKIB/JCHAIN"
"GO:0019674","GO:0019674","NAD metabolic process",1,"1/196","HK2"
"GO:0019748","GO:0019748","secondary metabolic process",0,"0/196",""
"GO:0032259","GO:0032259","methylation",1,"1/196","GRHL2"
"GO:0032963","GO:0032963","collagen metabolic process",4,"4/196","MMP9/MFAP4/CTSS/BMP4"
"GO:0042440","GO:0042440","pigment metabolic process",2,"2/196","BLVRB/HPX"
"GO:0042445","GO:0042445","hormone metabolic process",6,"6/196","NGF/DKK3/CYP2C18/CRABP1/ALDH1A1/PAX8"
"GO:0044033","GO:0044033","multi-organism metabolic process",0,"0/196",""
"GO:0044237","GO:0044237","cellular metabolic process",107,"107/196","CCL4/TUSC3/LBH/GRHL2/PPP1R13L/PRSS3/RETREG1/S1PR2/CYP2E1/BCL2L12/HOXD11/RPL21/PGF/GALNT12/PLA2G4A/IL1A/AGAP2/NGF/RUNX1/AK5/ITPRIP/NFKBIE/GRHL1/PLK4/FBLN5/DNPH1/MYCN/AADAC/QKI/CREB3L3/PLD1/ACAT1/CRMP1/HMMR/TFRC/ADGRF5/NTHL1/MXD1/DKK3/DAPK2/ALDH3B1/DLX6/PAX2/BLVRB/HPX/PTMS/CYP2C18/NPM3/HOXA5/MET/SGK2/MMP9/NFKBIA/RASD2/CIRBP/TSPAN15/PRTFDC1/SIM2/HK2/SNORD12B/POU5F1/PLPP4/PJA2/MBP/MYO6/SULF2/MYO18A/CERKL/KRT10/APOBR/CDCA2/CHST6/CEBPA/HBB/C4A/NME1/GPX1/GPC6/PYCR1/CRABP1/CANT1/SCAND1/MUC3A/IL7R/ADAM9/SERINC2/MOGAT2/RASGRP1/ALDH1A1/PITX2/IVL/CTSS/SPATA18/CTSW/CTSF/AURKB/EXOSC4/AOC1/PAX8/EDN3/SNAI1/PCK1/PAIP2B/BMP4/PKIB/GSTM3/CTSV"
"GO:0044238","GO:0044238","primary metabolic process",104,"104/196","CCL4/TUSC3/LBH/GRHL2/PPP1R13L/PRSS3/S1PR2/CYP2E1/BCL2L12/HOXD11/RPL21/PGF/GALNT12/PLA2G4A/IL1A/AGAP2/NGF/RUNX1/AK5/ITPRIP/NFKBIE/GRHL1/PLK4/FBLN5/DNPH1/MYCN/AADAC/QKI/CREB3L3/PLD1/ACAT1/CRMP1/TFRC/ADGRF5/NTHL1/MXD1/LIMA1/DKK3/DAPK2/MASP2/ALDH3B1/DLX6/PAX2/HPX/CYP2C18/NPM3/HOXA5/MET/SGK2/MMP9/NFKBIA/RASD2/CIRBP/TSPAN15/PRTFDC1/SIM2/HK2/SNORD12B/POU5F1/PLPP4/PJA2/MBP/ADAMTSL2/MYO6/SULF2/MYO18A/CERKL/KRT10/APOBR/CDCA2/CHST6/CEBPA/C4A/NME1/GPX1/GPC6/PYCR1/CRABP1/CANT1/SCAND1/MUC3A/IL7R/ADAM9/SERINC2/MOGAT2/RASGRP1/ALDH1A1/PITX2/IVL/CTSS/SPATA18/CTSW/CTSF/AURKB/EXOSC4/PAX8/EDN3/SNAI1/PCK1/PAIP2B/BMP4/PKIB/ESPL1/CTSV"
"GO:0044281","GO:0044281","small molecule metabolic process",26,"26/196","PRSS3/CYP2E1/PLA2G4A/AK5/DNPH1/QKI/ACAT1/HMMR/NTHL1/LIMA1/DKK3/ALDH3B1/CYP2C18/PRTFDC1/HK2/APOBR/CHST6/CEBPA/NME1/GPX1/PYCR1/CRABP1/MOGAT2/ALDH1A1/SNAI1/PCK1"
"GO:0045730","GO:0045730","respiratory burst",1,"1/196","JCHAIN"
"GO:0046034","GO:0046034","ATP metabolic process",2,"2/196","AK5/HK2"
"GO:0051189","GO:0051189","prosthetic group metabolic process",0,"0/196",""
"GO:0055114","GO:0055114","oxidation-reduction process",12,"12/196","CYP2E1/ACAT1/KCNAB2/ADGRF5/ALDH3B1/BLVRB/CYP2C18/HK2/GPX1/PYCR1/ALDH1A1/AOC1"
"GO:0070085","GO:0070085","glycosylation",3,"3/196","TUSC3/GALNT12/MUC3A"
"GO:0070988","GO:0070988","demethylation",0,"0/196",""
"GO:0071704","GO:0071704","organic substance metabolic process",113,"113/196","CCL4/TUSC3/LBH/GRHL2/PPP1R13L/PRSS3/S1PR2/CYP2E1/BCL2L12/HOXD11/RPL21/PGF/GALNT12/CD58/PLA2G4A/IL1A/AGAP2/NGF/RUNX1/AK5/ITPRIP/NFKBIE/GRHL1/PLK4/FBLN5/DNPH1/MYCN/AADAC/QKI/CREB3L3/PLD1/ACAT1/CRMP1/HMMR/TFRC/ADGRF5/NTHL1/MXD1/LIMA1/DKK3/DAPK2/APBA2/MASP2/ALDH3B1/DLX6/PAX2/BLVRB/HPX/PTMS/CYP2C18/NPM3/HOXA5/MET/SGK2/MMP9/NFKBIA/RASD2/CIRBP/TSPAN15/PRTFDC1/SIM2/HK2/SNORD12B/POU5F1/PLPP4/PJA2/MBP/ADAMTSL2/MYO6/SULF2/MYO18A/CERKL/KRT10/APOBR/CDCA2/CHST6/CEBPA/C4A/NME1/GPX1/GPC6/PYCR1/CRABP1/CANT1/SCAND1/MUC3A/IL7R/ADAM9/SERINC2/MOGAT2/RASGRP1/ALDH1A1/PITX2/IVL/CTSS/SPATA18/CTSW/CTSF/AURKB/LGALS7B/EXOSC4/SLC26A9/AOC1/PAX8/EDN3/SNAI1/PCK1/PAIP2B/BMP4/PKIB/GSTM3/ESPL1/CTSV"
"GO:1901049","GO:1901049","atropine metabolic process",0,"0/196",""
"GO:1901275","GO:1901275","tartrate metabolic process",0,"0/196",""
"GO:1901286","GO:1901286","iron-sulfur-molybdenum cofactor metabolic process",0,"0/196",""
"GO:1901902","GO:1901902","tyrocidine metabolic process",0,"0/196",""
"GO:1902421","GO:1902421","hydrogen metabolic process",0,"0/196",""
"GO:1990845","GO:1990845","adaptive thermogenesis",2,"2/196","GRB10/ALDH1A1"
"GO:0043610","GO:0043610","regulation of carbohydrate utilization",0,"0/196",""
"GO:0000075","GO:0000075","cell cycle checkpoint",1,"1/196","AURKB"
"GO:0000920","GO:0000920","septum digestion after cytokinesis",0,"0/196",""
"GO:0001775","GO:0001775","cell activation",28,"28/196","PRSS3/CD58/PLA2G4A/IL1A/RUNX1/PLD1/TFRC/KCNAB2/ADGRF5/ALDH3B1/MMP9/PJA2/KIF13B/MYO18A/TUBB4B/GNG2/CEBPA/HBB/CANT1/IL7R/ADAM9/RASGRP1/TNFAIP8L2/CTSS/LGALS7B/AOC1/PCK1/BMP4"
"GO:0001906","GO:0001906","cell killing",3,"3/196","TUBB4B/IL7R/RASGRP1"
"GO:0006276","GO:0006276","plasmid maintenance",0,"0/196",""
"GO:0006457","GO:0006457","protein folding",1,"1/196","GNG2"
"GO:0006903","GO:0006903","vesicle targeting",0,"0/196",""
"GO:0006928","GO:0006928","movement of cell or subcellular component",32,"32/196","CCL4/IGLV3-27/PRSS3/PGF/CD58/PLD1/CRMP1/PKP2/LIMA1/DAPK2/GRB10/HOXA5/MET/MMP9/KIF13B/MYO6/MYO18A/MYL6B/GPX1/GPC6/COL18A1/ADAM9/RASGRP1/PITX2/PLXNB1/CXCL16/FAM83H/EDN3/SNAI1/BMP4/MATN2/JCHAIN"
"GO:0006949","GO:0006949","syncytium formation",1,"1/196","ADAM9"
"GO:0007017","GO:0007017","microtubule-based process",8,"8/196","PLK4/CRMP1/MET/KIF13B/TUBB4B/RASGRP1/AURKB/ESPL1"
"GO:0007034","GO:0007034","vacuolar transport",0,"0/196",""
"GO:0007049","GO:0007049","cell cycle",13,"13/196","IL1A/NCAPD3/PLK4/TMEM8B/HMMR/TUBB4B/CDCA2/CEBPA/SPC24/AURKB/EDN3/BMP4/ESPL1"
"GO:0007059","GO:0007059","chromosome segregation",4,"4/196","NCAPD3/CDCA2/AURKB/ESPL1"
"GO:0007154","GO:0007154","cell communication",73,"73/196","CCL4/IGLV3-27/LBH/PPP1R13L/S1PR2/LRRC4/BCL2L12/DEPDC7/PGF/IL1A/NGF/RUNX1/SLC6A1/EDNRA/ITPRIP/ZNF385B/IL22RA1/RAPGEFL1/CREB3L3/PLD1/TFRC/ADGRF5/ARHGEF17/PKP2/DKK3/DAPK2/APBA2/PAX2/CDIP1/HPX/GRB10/HOXA5/MET/SGK2/MMP9/NFKBIA/RASD2/TSPAN15/SYT8/PLPP4/PJA2/MBP/KIF13B/ADAMTSL2/MYO6/SULF2/SLC6A9/GNG2/CEBPA/ARHGDIG/CASTOR3/GPX1/GPC6/CRABP1/CANT1/MUC3A/IL7R/ADAM9/RASGRP1/PLXNB1/CTSS/CXCL16/FAM83H/AURKB/AOC1/PAX8/EDN3/SNAI1/PCK1/BMP4/PDE6B/CTSV/KCNMB4"
"GO:0007155","GO:0007155","cell adhesion",27,"27/196","CCL4/GRHL2/LRRC4/NID1/CD58/IL1A/RUNX1/FBLN5/TMEM8B/TFRC/PKP2/MBP/THBS2/HBB/ARHGDIG/GPC6/COL18A1/IL7R/ADAM9/MFAP4/RASGRP1/PLXNB1/TNFAIP8L2/LGALS7B/PCK1/LYPD3/BMP4"
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity",2,"2/196","CCL4/MYO18A"
"GO:0007165","GO:0007165","signal transduction",63,"63/196","CCL4/IGLV3-27/LBH/PPP1R13L/S1PR2/BCL2L12/DEPDC7/PGF/IL1A/NGF/RUNX1/EDNRA/ITPRIP/ZNF385B/IL22RA1/RAPGEFL1/CREB3L3/PLD1/TFRC/ADGRF5/ARHGEF17/DKK3/DAPK2/PAX2/CDIP1/HPX/GRB10/MET/SGK2/MMP9/NFKBIA/RASD2/TSPAN15/PLPP4/PJA2/MBP/KIF13B/ADAMTSL2/MYO6/SULF2/SLC6A9/GNG2/CEBPA/ARHGDIG/CASTOR3/GPX1/GPC6/CRABP1/CANT1/MUC3A/IL7R/ADAM9/RASGRP1/PLXNB1/CTSS/CXCL16/FAM83H/AURKB/PAX8/EDN3/SNAI1/BMP4/PDE6B"
"GO:0007272","GO:0007272","ensheathment of neurons",2,"2/196","QKI/MBP"
"GO:0008037","GO:0008037","cell recognition",0,"0/196",""
"GO:0008219","GO:0008219","cell death",36,"36/196","PPP1R13L/RETREG1/BCL2L12/IL1A/AGAP2/NGF/ITPRIP/ZNF385B/TFRC/ARHGEF17/PKP2/DAPK2/PAX2/CDIP1/HOXA5/MET/MMP9/NFKBIA/HK2/MYO18A/KRT10/HBB/NME1/GPX1/PYCR1/COL18A1/IL7R/IVL/TNFAIP8L2/AURKB/LGALS7B/PAX8/SNAI1/BMP4/ESPL1/CTSV"
"GO:0008283","GO:0008283","cell population proliferation",32,"32/196","LBH/GRHL2/S1PR2/PGF/PLA2G4A/IL1A/NGF/RUNX1/EDNRA/FBLN5/TFRC/DLX6/PAX2/HOXA5/SGK2/MMP9/NFKBIA/TBC1D8/SULF2/GNG2/CEBPA/NME1/GPX1/COL18A1/IL7R/RASGRP1/PITX2/PLXNB1/AURKB/LGALS7B/EDN3/BMP4"
"GO:0010118","GO:0010118","stomatal movement",0,"0/196",""
"GO:0010496","GO:0010496","intercellular transport",0,"0/196",""
"GO:0016037","GO:0016037","light absorption",0,"0/196",""
"GO:0016049","GO:0016049","cell growth",6,"6/196","NGF/FBLN5/DNPH1/SGK2/CXCL16/EXOSC4"
"GO:0016192","GO:0016192","vesicle-mediated transport",28,"28/196","IGLV3-27/PRSS3/CD58/AGAP2/PLD1/TFRC/KCNAB2/APBA2/ALDH3B1/HPX/MET/MMP9/SYT8/PLPP4/MYO6/MYO18A/TUBB4B/APOBR/HBB/C4A/NME1/CANT1/RASGRP1/CTSS/CXCL16/CTSW/AOC1/JCHAIN"
"GO:0016458","GO:0016458","gene silencing",3,"3/196","MYCN/POU5F1/BMP4"
"GO:0019725","GO:0019725","cellular homeostasis",9,"9/196","EDNRA/TFRC/PAX2/HPX/HK2/NME1/GPX1/EDN3/PCK1"
"GO:0019835","GO:0019835","cytolysis",0,"0/196",""
"GO:0022402","GO:0022402","cell cycle process",9,"9/196","IL1A/NCAPD3/PLK4/HMMR/TUBB4B/AURKB/EDN3/BMP4/ESPL1"
"GO:0022406","GO:0022406","membrane docking",2,"2/196","PLK4/TUBB4B"
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",2,"2/196","QKI/BMP4"
"GO:0030029","GO:0030029","actin filament-based process",10,"10/196","S1PR2/AGAP2/ARHGEF17/PKP2/LIMA1/MET/MYO6/MYO18A/MYL6B/POF1B"
"GO:0032196","GO:0032196","transposition",0,"0/196",""
"GO:0033059","GO:0033059","cellular pigmentation",0,"0/196",""
"GO:0034337","GO:0034337","RNA folding",0,"0/196",""
"GO:0035212","GO:0035212","cell competition in a multicellular organism",0,"0/196",""
"GO:0036166","GO:0036166","phenotypic switching",0,"0/196",""
"GO:0043335","GO:0043335","protein unfolding",0,"0/196",""
"GO:0044663","GO:0044663","establishment or maintenance of cell type involved in phenotypic switching",0,"0/196",""
"GO:0044764","GO:0044764","multi-organism cellular process",0,"0/196",""
"GO:0045103","GO:0045103","intermediate filament-based process",2,"2/196","PKP2/FAM83H"
"GO:0048522","GO:0048522","positive regulation of cellular process",70,"70/196","CCL4/LBH/GRHL2/PPP1R13L/S1PR2/BCL2L12/PGF/NID1/PLA2G4A/IL1A/AGAP2/NGF/RUNX1/GRHL1/PLK4/FBLN5/DNPH1/MYCN/AADAC/CREB3L3/PLD1/TFRC/ADGRF5/ARHGEF17/DAPK2/DLX6/PAX2/HPX/GRB10/HOXA5/MET/MMP9/NFKBIA/RASD2/CIRBP/HK2/TBC1D8/POU5F1/PJA2/MBP/MYO6/SULF2/MYO18A/THBS2/CDCA2/CEBPA/HBB/C4A/NME1/GPX1/COL18A1/CANT1/SCAND1/IL7R/ADAM9/RASGRP1/PITX2/PLXNB1/CTSS/CXCL16/FAM83H/AURKB/EXOSC4/PAX8/EDN3/SNAI1/PCK1/BMP4/PKIB/ESPL1"
"GO:0048523","GO:0048523","negative regulation of cellular process",56,"56/196","LBH/GRHL2/PPP1R13L/RETREG1/S1PR2/BCL2L12/IL1A/AGAP2/NGF/RUNX1/SLC6A1/ITPRIP/FBLN5/CRMP1/TFRC/ADGRF5/MXD1/PKP2/LIMA1/DKK3/PAX2/GRB10/HOXA5/MET/MMP9/NFKBIA/RASD2/CIRBP/TSPAN15/SIM2/HK2/POU5F1/MBP/ADAMTSL2/SULF2/MYO18A/SLC6A9/CEBPA/C4A/ARHGDIG/NME1/CASTOR3/GPX1/PYCR1/COL18A1/IL7R/PLXNB1/TNFAIP8L2/AURKB/LGALS7B/PAX8/SNAI1/PAIP2B/BMP4/PKIB/ESPL1"
"GO:0048869","GO:0048869","cellular developmental process",54,"54/196","LBH/GRHL2/PPP1R13L/S1PR2/PRRC2B/BCL2L12/PGF/IL1A/NGF/RUNX1/EDNRA/GRHL1/PLK4/DNPH1/QKI/CRMP1/TFRC/KCNAB2/ADGRF5/PKP2/DLX6/PAX2/GRB10/HOXA5/MET/MMP9/NFKBIA/SIM2/POU5F1/KIF13B/MYO6/SULF2/KRT10/CEBPA/NME1/GPX1/COL18A1/IL7R/ADAM9/RASGRP1/PITX2/PLXNB1/IVL/NHSL1/PAX8/EDN3/SNAI1/PCK1/POF1B/BMP4/PPDPF/MATN2/GSTM3/CTSV"
