"","ID","Description","Count","GeneRatio","geneID"
"GO:0106265","GO:0106265","THPH synthase activity",0,"0/1147",""
"GO:0140096","GO:0140096","catalytic activity, acting on a protein",121,"121/1147","INSR/CDC42BPG/RPS6KA2/F3/CAPN13/HIPK2/FBLL1/FBL/PRKCD/EFNA3/KSR1/USP43/PTPRO/BUB1/RIPK4/CTSF/RASSF2/PIK3IP1/HPR/PSMB10/PARP10/MMD/PKMYT1/GALNT15/NTRK2/MAPK13/ADAM9/PRSS22/TNK1/PDP1/DUSP16/AATK/PJA1/BMP1/HR/TESK2/TPST1/TMPRSS6/RHBDL1/EZH2/DPP7/EFNB3/ACE2/GALNT17/UBE2T/CTSO/ZDHHC9/MAP3K20/RNF128/DCLK1/CAMK1D/CLK1/NAPSA/MST1R/GGT5/PDIA6/CASK/TRABD2A/KLK12/RPS6KA3/WWP1/CIT/CDK5R1/CPPED1/PLOD3/NRBP2/DTX2/TPP1/AXL/GGT1/CDC25B/PROC/MAP4K4/LCK/PTPN3/MMP12/ZC3H12A/CTSS/SYK/RNF152/GZMK/TRIM14/ERBB4/CCL8/B3GNT8/PPT1/FGFR1/OGT/HABP2/LRRK2/TGM1/ADAM28/LTF/TEK/PIM3/DTX1/ECEL1/PPM1H/TNS2/EPHB1/KLK2/KLK4/MGAT4A/VASH1/C2/CDK2/SRMS/CTSH/CRIM1/ADAMTS12/DUSP15/LMO7/TGFBR2/LTK/USP18/CAPN2/PSMB9/FBXO17/CAPN1/RNF186/CHEK2"
"GO:0140097","GO:0140097","catalytic activity, acting on DNA",6,"6/1147","FEN1/CHTF18/RFC4/POLD1/TOP2A/MCM5"
"GO:0140098","GO:0140098","catalytic activity, acting on RNA",7,"7/1147","FEN1/FBLL1/FBL/RPP25/EXOSC4/DDX39A/ZC3H12A"
"GO:0003735","GO:0003735","structural constituent of ribosome",8,"8/1147","RPS4Y1/RPL39L/RPL13/RPS19/RPL36/RPL8/RPS2/MRPL12"
"GO:0005199","GO:0005199","structural constituent of cell wall",0,"0/1147",""
"GO:0005200","GO:0005200","structural constituent of cytoskeleton",10,"10/1147","MSN/TUBA1C/CD2AP/VILL/KRT5/HIP1/TUBA4A/KRT14/TUBA1B/AGRN"
"GO:0005201","GO:0005201","extracellular matrix structural constituent",24,"24/1147","CTHRC1/MGP/FBLN1/PODN/COL18A1/POSTN/CHI3L1/LAMB3/TNXB/PRELP/LAMB1/TNC/EMILIN3/COL8A1/VWA1/FGB/MUC3A/SPON1/AGRN/VTN/FBN1/COL3A1/MUC6/LAMA2"
"GO:0005212","GO:0005212","structural constituent of eye lens",0,"0/1147",""
"GO:0005213","GO:0005213","structural constituent of egg chorion",0,"0/1147",""
"GO:0008147","GO:0008147","structural constituent of bone",1,"1/1147","MGP"
"GO:0008307","GO:0008307","structural constituent of muscle",5,"5/1147","ACTN2/TCAP/TPM4/MYL6B/MYL9"
"GO:0008316","GO:0008316","structural constituent of vitelline membrane",0,"0/1147",""
"GO:0016490","GO:0016490","structural constituent of peritrophic membrane",0,"0/1147",""
"GO:0017056","GO:0017056","structural constituent of nuclear pore",0,"0/1147",""
"GO:0019911","GO:0019911","structural constituent of myelin sheath",1,"1/1147","CMTM8"
"GO:0030280","GO:0030280","structural constituent of skin epidermis",0,"0/1147",""
"GO:0030281","GO:0030281","structural constituent of cutaneous appendage",0,"0/1147",""
"GO:0030527","GO:0030527","structural constituent of chromatin",0,"0/1147",""
"GO:0035804","GO:0035804","structural constituent of egg coat",0,"0/1147",""
"GO:0039660","GO:0039660","structural constituent of virion",0,"0/1147",""
"GO:0042302","GO:0042302","structural constituent of cuticle",0,"0/1147",""
"GO:0043886","GO:0043886","structural constituent of carboxysome",0,"0/1147",""
"GO:0097099","GO:0097099","structural constituent of albumen",0,"0/1147",""
"GO:0097493","GO:0097493","structural molecule activity conferring elasticity",2,"2/1147","EMILIN3/FBN1"
"GO:0098918","GO:0098918","structural constituent of synapse",0,"0/1147",""
"GO:0005319","GO:0005319","lipid transporter activity",14,"14/1147","ABCC1/SLC27A6/GM2A/STRA6/ANO6/ANO9/OSBPL3/MFSD2A/SLC51B/TNFAIP8L3/FABP4/ABCC3/ABCA1/SLCO2A1"
"GO:0005344","GO:0005344","oxygen carrier activity",1,"1/1147","MB"
"GO:0022857","GO:0022857","transmembrane transporter activity",78,"78/1147","GJC3/SLCO4C1/SCNN1A/SCNN1B/ABCC4/SLC12A7/ABCC1/SCN4B/SLC25A43/MTCO2P12/SLC24A3/ATP6V0E2/ITPR2/SLC1A1/AQP5/AQP1/ATP2C2/CALHM6/STRA6/SLC41A1/KCNN3/SLC20A2/SLC26A9/CACNB3/SLC25A24/TMEM150C/TAP1/SLC25A42/ANO6/ANO9/SLC16A14/SLC1A5/SLC26A4/CLIC3/SLC41A2/SLC6A6/ANO1/CACNA2D1/ATP1B1/COX7A1/MFSD2A/TMC5/SLC9A3R1/AQP9/SLC51B/SLC25A5/SLC6A12/TMC4/TTYH1/SLC9A2/SLC35A3/SLC2A4/SLC7A5/SLC16A6/FAM155B/ABCC3/SLC12A2/SLC16A11/SLC16A13/SLC16A2/MFSD12/EBP/GJB3/ABCC6/SLC39A10/SLC39A8/TMEM37/SLC44A1/SLC25A18/GABRB3/ABCA1/ATP7B/TSPOAP1/SLCO2A1/MFSD4A/SLC19A3/RASA3/GJC1"
"GO:0140142","GO:0140142","nucleocytoplasmic carrier activity",0,"0/1147",""
"GO:0140318","GO:0140318","protein transporter activity",1,"1/1147","ABCA1"
"GO:0140481","GO:0140481","ATPase-coupled iron-sulfur cluster transmembrane transporter activity",0,"0/1147",""
"GO:0000035","GO:0000035","acyl binding",0,"0/1147",""
"GO:0003682","GO:0003682","chromatin binding",28,"28/1147","ASCL1/ACTL6A/ORC1/GLI3/ZEB1/NCAPD3/HR/EZH2/UBE2T/DLX3/HMGN5/SKIL/BARX2/TOX3/REPIN1/POLD1/NAP1L2/ZC3H12A/LHX2/APBB1/TOP2A/IKZF3/MEIS3/FOS/STAT1/SVEP1/FOXC2/ZIC2"
"GO:0003823","GO:0003823","antigen binding",20,"20/1147","FCN1/IGHV4-59/LILRB4/IGLC2/TSPAN4/IGHV4-4/HLA-B/TAP1/IGLC3/IGLV2-11/IGHV3-30/IGLC7/IGKV1-17/TGFB1/SLC7A5/IGLV3-1/IGKV1-16/TRBC2/HLA-DPB1/IGHV3-74"
"GO:0005515","GO:0005515","protein binding",792,"792/1147","GNG12/GJC3/FASN/PDE4B/DSG2/GPD1/CD6/MAP6D1/CCDC170/LTBR/CTHRC1/SCNN1A/RSPO4/FCN1/LGALS1/INSR/MLPH/NETO2/SCNN1B/ZNF692/FEN1/SFTPC/CDC42BPG/RPS6KA2/CXCR3/F3/TCEAL7/WIPI1/FGF1/IGHV4-59/ABCC4/SLC12A7/NME4/ARRDC3/PLEKHF1/MEOX2/FOXN1/ALDOC/SCN4B/NPR3/IRX4/STXBP2/EDARADD/NFKB2/MTCO2P12/MBNL3/HIPK2/AP1G2/S100A16/EBI3/APOH/CHTF18/FBL/TJP3/LPAR1/CARD11/AKR1B10/ASCL1/LRRC32/TMEM254/RTP4/PRKCD/ACTL6A/KCTD15/PDLIM4/PLIN2/EFNA3/CCDC24/MSN/HNF1A/DSC3/KSR1/TAGLN/INCENP/PTPRO/PHLDB2/ARNT2/BUB1/ZCCHC12/PDZK1/CNTNAP2/PRKAR2B/FZD4/B3GALT5/RIPK4/JADE2/TUBA1C/GIMAP7/MSRB3/CD274/C9orf24/MGP/SNPH/SH3BP1/OAS3/ORC1/RASSF2/PIK3IP1/LAIR1/HPR/PSMB10/GNLY/FAAH/IL1R2/LILRB4/MORN4/IGFBP5/IGFBP2/PRKAR1B/NRTN/PHYHIP/DIRAS2/MEST/RASL12/FA2H/TYMS/PRLR/METRNL/PARP10/KCTD12/RPP25/STX19/ERFE/ITPR2/BHLHE41/NR3C1/ZHX2/WSB1/MMD/SLC1A1/IGLC2/GLI3/GIMAP2/AHR/NOTUM/SEMA4B/AQP5/SGCB/GPC1/AQP1/CAPN6/NGFR/JADE1/PNMA2/ATP2C2/TSPAN4/ACTN2/FBLN1/NANOS1/CALHM6/PKMYT1/DPYD/PARVB/ITGA6/TF/HOXC4/CD3E/SULT1C2/HSD17B11/CD2AP/CSF2RA/DUOX1/MELTF/BDH2/NTS/BEX2/SFTPD/PRAM1/SLC41A1/LURAP1L/RAI2/GALNT15/PLEKHH2/ACLY/AOC3/LRRC4B/NTRK2/ZEB1/SH3KBP1/KCNN3/PLXDC1/FCGR2A/PNMT/CLEC12A/CSDC2/MAPK13/ADAM9/THSD7A/TNK1/SKAP2/PCP2/SLC26A9/MBIP/NCAPD3/JPH2/FUCA1/OPLAH/TENT5C/CA4/CYP2S1/LCP2/CACNB3/CHST13/MLANA/LRP11/TCAP/RASGRP1/ARHGDIB/PDP1/DUSP16/WNT5B/IGHV4-4/PLCB4/SOX2/AATK/PJA1/TMEM45A/BMP1/IRF6/PABPC1/MIA/CDC42EP5/HR/HLA-B/TRIP13/BOP1/TAP1/TESK2/REEP4/RSRP1/TPST1/HSD11B1/SLC25A42/TM4SF1/TMPRSS6/TMEM100/CDR2L/FAM20A/IGLC3/ANO6/MAF/ZWINT/RHBDL1/NECAB2/BASP1/TMEM176B/EZH2/EFNB2/CDKN2C/RPS4Y1/IRF1/MPP2/THBD/FIBIN/CLDN15/PCBD1/CDH6/WWC1/EFNB3/LMNB1/BORCS7/ACE2/IL4R/TMEM106A/MIF/RARB/FAM43A/IGHV3-30/KIF18B/ANO9/IL3RA/CDON/UBE2T/DLX3/CLDN9/APBB1IP/NKG7/ZDHHC9/RALGAPA2/KLF2/SYNGR3/MACF1/ETFB/FSD1/CLIP3/BCL2L15/SLC1A5/PNKD/BBC3/MYH14/RAPGEF4/MAP3K20/TMEM229B/TFDP1/BCL2L10/IL20RB/AXIN2/BNIP3/CHRM1/CLIC3/ANTXR1/CENPX/SLC41A2/SKIL/FLNB/VILL/MSX1/PDLIM5/NOSTRIN/RNF128/KL/POSTN/INHBB/CHI3L1/SWAP70/ABLIM2/HEYL/RPL39L/CAMK2N2/RFC4/EXOSC4/NR1H4/TMTC2/MAGED1/CIITA/LAMB3/CAMK1D/GPC6/S100A10/UPP1/CLK1/BARX2/GPRC5A/RPL13/PLEKHG1/SELP/CD34/RND1/C1QTNF1/ANO1/PRR7/SEMA3D/NR0B2/KHDRBS3/PDE3B/GFPT2/NAPSA/MST1R/FERMT1/RAD51AP1/SH2B3/RUNX1/NFKBIE/SCGB3A1/PDIA6/ATP1B1/CBR3/NACC2/DMKN/CASK/ITGA5/LCN2/TRABD2A/TM4SF4/LGR4/ROBO1/RAB31/OSBPL3/RCAN3/C5orf38/SOX7/SPIRE2/FMN1/C9orf16/DAPP1/RAP2B/TNXB/RHOH/GLS/MAPT/ZNF467/SMPD1/DPCD/LARP6/LY6H/SEC24C/IGLC7/PSD4/EPS8L2/RPS6KA3/DDX39A/PRDX4/WWP1/CIT/VAT1/RND2/SLC9A3R1/LIFR/THBS4/PXMP2/PNMA1/CDK5R1/SYT17/AQP9/QPRT/TOX3/SAT1/PLOD3/MYO1D/AGR2/B3GNT5/LMNB2/APLNR/NLRC5/NKD1/IGFBP4/MCRIP2/KRT5/TAX1BP3/INPP5J/MAFF/SLC51B/PPP1R12B/CST7/ARHGEF25/FRZB/CTTNBP2/POLD1/DGAT2/LPAR2/DGKD/LIMCH1/ZNF883/MS4A1/RPS19/NOXA1/SHD/TGFB1/APLP1/VIL1/ICAM5/CEACAM5/RABAC1/HIP1/TNFRSF19/TUBA4A/ORC6/LAMB1/DTX2/TMEM98/SLC25A5/ZMYND10/LINGO1/NLGN1/RAC3/NPAS3/TMEM25/ESAM/EPS8/QDPR/ANKRD50/TNC/LMO3/CP/TPP1/TPM4/ZBTB18/CYB5R2/AXL/EMILIN3/MACC1/TNFAIP8L3/MX2/STC1/AFF1/MUCL1/NRROS/MTHFD1L/SEMA6D/GCHFR/RAB30/SPEF1/CREBL2/OAS2/CDK2AP1/MAPRE3/CTTN/SLC6A12/POC1A/GGT1/OSR2/WFDC2/CDC25B/CLEC7A/PROC/TTYH1/LY6D/NAP1L2/KRT14/BDKRB2/CNN3/SLC35A3/FUT3/FPR1/MT1H/P2RY1/ITGAM/KLF13/NLGN2/FABP4/SERPINC1/FDCSP/MAP4K4/LCK/SLC2A4/NUCB2/PTPN3/LMCD1/TNFAIP8L2/CDC42EP3/TKT/TMBIM1/ZC3H12A/CTSS/COL8A1/LHFPL2/LPP/BOK/SYK/TRIP10/SLC7A5/RNF152/FOXJ1/RHBDF2/HMGCR/GZMK/TMEM97/NFIL3/GIPC1/LHX2/RAB34/APBB1/PMP22/CLMP/TRIM14/ERBB4/ERICH5/DSCAML1/CKB/TUBA1B/CCL8/MAZ/CNTNAP1/SGCA/FZD8/B3GNT8/PPT1/TOP2A/SPOCK1/PPP1R1B/PRR16/JAG2/CYP4F12/TMEM121/CIB1/BCL9L/SAPCD2/SMIM3/MTRNR2L8/EMP2/SLC12A2/UBD/SDC3/LAPTM5/AK4/DDAH2/FGFR1/GPR137B/RAVER1/MUC15/GNG7/CLEC14A/GOLT1A/SLC16A11/SLC16A13/ZBTB4/CRLF1/ADCY6/IKZF3/LRRC56/OGT/DOCK11/CD53/RPL8/SH2B2/NR2F6/EBP/PTGES/FAM111B/MYL6B/GJB3/LRRK2/CD79A/CCNE1/POR/ZFP36/RASL11B/PDCD1/TGM1/NRCAM/ADAM28/ZNF703/FBXL7/CPNE7/C5orf46/VWA1/LTF/DPM3/FLNA/RAI14/MSC/ADA/NBEA/MYEOV/MYD88/PIFO/TCEAL1/TEK/SVIP/PIM3/TXNRD1/DTNA/DAGLA/STAC2/HOOK1/ETS1/FHOD3/MIEN1/RPS2/CMTM3/TBX3/KIFC3/OASL/MARVELD3/DTX1/MSI1/HOPX/FGB/CANT1/FAM241B/SCAND1/PPM1H/RAB7B/SUSD2/TNS2/MCM5/IGSF9/SYNDIG1/MAP1LC3A/MYL9/AIF1/EPHB1/RAB6B/CST2/PKIA/CTNND2/CMTM8/FOS/S1PR1/ZBTB10/MT1DP/STMN1/CUEDC1/RPH3AL/DHTKD1/KLK4/PSCA/MRPL12/SPON1/ASNS/VASH1/TRIB2/PLCD1/AGRN/F2R/EPAS1/SLC25A18/RELL1/PHLDA2/STAT1/P2RY13/C1orf116/CRIP2/INSIG1/FHL2/NRM/GABRB3/C2/VTN/GAMT/NECTIN2/NMU/TRBC2/HLA-DPB1/CLIP2/IGHV3-74/KIF20A/ABCA1/DBN1/GHR/TNNI3/FBN1/HBEGF/HMGCS1/EHHADH/LBP/ATP7B/OPTN/CDK2/RAP2A/FOXC2/SHMT1/CD19/PHETA2/SRMS/SMPD3/TGIF1/CTSH/COL3A1/ATOH8/CD248/SFTPB/BTC/TSPOAP1/TRAM1L1/CRIM1/AKAP6/KCTD14/ADAMTS12/FERMT3/MKI67/DUSP15/FEZ1/MPZL2/VSTM2L/C1QTNF6/SLC19A3/S100P/CIP2A/KLF15/LMO7/TGFBR2/FAM110C/EID1/CLDN6/VMP1/LTK/TNFSF13/USP18/CD300LF/TCEAL9/TNFAIP2/KCTD11/ALG3/SPATA18/CAPN2/PDPN/PSMB9/RBP7/FBXO17/CAPN1/RTN4R/GREM2/NOG/RFLNB/ADRB1/RNF186/SPATA13/BEX3/GJC1/PCP4/RIC3/FHL3/FOXE1/FAM3C/ZNF552/GADD45GIP1/CD47/LAMA2/SHISA2/OR51E1/CHEK2"
"GO:0005549","GO:0005549","odorant binding",1,"1/1147","LCN2"
"GO:0008144","GO:0008144","drug binding",7,"7/1147","FASN/TYMS/RARB/ATP1B1/LCN2/TOP2A/HMGCS1"
"GO:0008289","GO:0008289","lipid binding",58,"58/1147","CD6/F3/WIPI1/NME4/PLEKHF1/APOH/LPAR1/HSD11B2/ACBD4/ITPR2/NR3C1/ACTN2/STRA6/PRAM1/JPH2/RASGRP1/HSD11B1/IRX5/CLIP3/VILL/KL/NR1H4/SELP/PRR7/OSBPL3/DAPP1/MAPT/PSD4/SYT17/LPAR2/DGKD/TRIL/VIL1/CEACAM5/HIP1/PLA2G5/TPP1/AXL/TNFAIP8L3/FABP4/TRIP10/STARD8/PPT1/OGT/CPNE7/LTF/APOLD1/MAP1LC3A/S1PR1/PLCD1/PHLDA2/INSIG1/ABCA1/LBP/PEMT/CD300LF/RBP7/RTN4R"
"GO:0008430","GO:0008430","selenium binding",0,"0/1147",""
"GO:0015643","GO:0015643","toxic substance binding",0,"0/1147",""
"GO:0019808","GO:0019808","polyamine binding",1,"1/1147","SAT1"
"GO:0030246","GO:0030246","carbohydrate binding",17,"17/1147","FCN1/LGALS1/SFTPD/GALNT15/CLEC12A/GALNT17/CHI3L1/SELP/CD34/PLOD3/FUOM/CLEC7A/CLEC14A/KLRG2/HKDC1/VTN/CD248"
"GO:0031409","GO:0031409","pigment binding",0,"0/1147",""
"GO:0033218","GO:0033218","amide binding",23,"23/1147","FASN/INSR/NPR3/EBI3/FZD4/ACBD4/TYMS/PRLR/NGFR/HLA-B/TAP1/CLIP3/NLGN1/TPP1/ITGAM/SLC7A5/APBB1/PTGES/HLA-DPB1/GHR/LBP/CD300LF/RTN4R"
"GO:0035731","GO:0035731","dinitrosyl-iron complex binding",0,"0/1147",""
"GO:0036094","GO:0036094","small molecule binding",170,"170/1147","FASN/PDE4B/AIFM3/GPD1/FCN1/INSR/NT5M/CDC42BPG/RPS6KA2/ACADS/ABCC4/NME4/ABCC1/SLC27A6/HIPK2/CHTF18/HOXB13/PRKCD/ATP13A3/KSR1/BUB1/HSD11B2/PRKAR2B/RIPK4/TUBA1C/GIMAP7/OAS3/ORC1/ACBD4/PRKAR1B/DIRAS2/RASL12/TYMS/ITPR2/ST8SIA4/SLC1A1/GIMAP2/ATP2C2/PKMYT1/DPYD/DUOX1/STRA6/BDH2/DDAH1/FMO5/ACLY/NTRK2/MAPK13/TNK1/OPLAH/AATK/TRIP13/TAP1/TESK2/HSD11B1/GIMAP8/IRX5/KIF18B/UBE2T/LTB4R/MYH14/RAPGEF4/MAP3K20/TOR4A/MB/KL/DCLK1/SWAP70/RFC4/NR1H4/CIITA/CAMK1D/CLK1/SELP/RND1/PRR7/MST1R/PRODH/RUNX1/ATP1B1/CBR3/CASK/LCN2/RAB31/OSBPL3/RAP2B/RHOH/ALDH1A1/RPS6KA3/DDX39A/CIT/RND2/PLOD3/MYO1D/NLRC5/NRBP2/ACTG2/POLD1/DGKD/TUBA4A/RAC3/QDPR/FUOM/CYB5R2/AXL/MX2/MTHFD1L/GCHFR/RAB30/OAS2/P2RY1/FABP4/MAP4K4/LCK/TKT/GIMAP4/SYK/HMGCR/ABCC3/IMPDH1/RAB34/ERBB4/CKB/TUBA1B/TOP2A/AK5/AK4/DDAH2/FGFR1/ZBTB4/ADCY6/LRRK2/POR/ABCC6/RASL11B/GBP6/ACSM5/ADA/CARNS1/TEK/PIM3/TXNRD1/KIFC3/RAB7B/MCM5/GCAT/ALDH2/HKDC1/EPHB1/RAB6B/DHTKD1/ASNS/AGRN/KIF20A/ABCA1/HMGCS1/ATP7B/CDK2/RAP2A/SHMT1/SRMS/ME3/MKI67/TGFBR2/NAGS/LTK/RBP7/RTN4R/SLFN5/CHEK2"
"GO:0042165","GO:0042165","neurotransmitter binding",1,"1/1147","SLC6A12"
"GO:0042562","GO:0042562","hormone binding",8,"8/1147","INSR/NPR3/EBI3/PRLR/NR3C1/ALDH1A1/GHR/CTSH"
