"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","71/1486","406/18866",1.32773394578588e-10,7.06716568416031e-08,5.41639216352652e-08,"CD24/IGHV3-35/IGHV3-21/IGHV3-11/IGF2/VSIR/HLA-DMB/CD83/HHLA2/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/CD74/IGHV3-72/CTSC/IGHV3-15/IGHV3-48/IGHV3-7/ITPKB/PELI1/IGHV5-51/IGHV3-33/JAK3/BST1/VAV1/IGHV2-26/IGHV3-20/HLA-A/VAMP8/SLC7A1/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/RUNX3/DOCK8/ZBTB16/IGHV3-66/TREM2/CCL3/PNP/IL1B/PRKCQ/DPP4/IGHV1-18/IGHV3-49/IGHV1-58/MEF2C/HAVCR2/SIRPG/IGHV1-24/WNT5A/GATA3/MAD2L2/ANXA1/IGHV3-53/HES1/CD55/CLEC7A/PTPRC/CD1D/PIK3R1/IGHV4-61/IGHV1-69/PTPN6/IL18/SOX12/ZBTB7B/MYB/HLA-DPA1",71
"GO:0050853","GO:0050853","B cell receptor signaling pathway","35/1486","135/18866",1.89617210603334e-10,9.25173973402098e-08,7.09068569124571e-08,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/IGHV3-72/IGHV3-15/IGHV3-48/IGHV3-7/BCAR1/IGHV5-51/IGHV3-33/LPXN/IGHV2-26/IGHV3-20/CD79B/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/BLNK/IGHV3-66/NFAM1/IGHV1-18/IGHV3-49/IGHV1-58/MEF2C/IGHV1-24/IGHV3-53/PTPRC/IGHV4-61/IGHV1-69/PTPN6",35
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","48/1486","227/18866",2.14532979328203e-10,9.66223533820484e-08,7.40529628239781e-08,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/CD74/IGHV3-72/SWAP70/IGHV3-15/IGHV3-48/IGHV3-7/IGKV1D-39/HLA-DRB1/IGHV5-51/IGHV3-33/IGLV2-8/IGKV1-39/IGHV2-26/IGHV3-20/IGKV2-30/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/C4BPB/BATF/IGHV3-66/CLU/IGHV1-18/IGHV3-49/IGHV1-58/IGHV1-24/IRF7/IGKV1D-12/MAD2L2/IGKV1-12/IGHV3-53/C1S/CD55/PTPRC/C4BPA/IGHV4-61/IGHV1-69/PTPN6/C1RL/IL13RA2",48
"GO:0050867","GO:0050867","positive regulation of cell activation","72/1486","421/18866",2.77208512922128e-10,1.0917545828005e-07,8.36738691442946e-08,"CD24/IGHV3-35/IGHV3-21/IGHV3-11/IGF2/VSIR/HLA-DMB/CD83/HHLA2/F11R/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/CD74/IGHV3-72/CTSC/IGHV3-15/IGHV3-48/IGHV3-7/ITPKB/PELI1/IGHV5-51/IGHV3-33/JAK3/BST1/VAV1/IGHV2-26/IGHV3-20/HLA-A/VAMP8/SLC7A1/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/RUNX3/DOCK8/ZBTB16/IGHV3-66/TREM2/CCL3/PNP/IL1B/PRKCQ/DPP4/IGHV1-18/IGHV3-49/IGHV1-58/MEF2C/HAVCR2/SIRPG/IGHV1-24/WNT5A/GATA3/MAD2L2/ANXA1/IGHV3-53/HES1/CD55/CLEC7A/PTPRC/CD1D/PIK3R1/IGHV4-61/IGHV1-69/PTPN6/IL18/SOX12/ZBTB7B/MYB/HLA-DPA1",72
"GO:0001655","GO:0001655","urogenital system development","61/1486","330/18866",2.79698014380999e-10,1.0917545828005e-07,8.36738691442946e-08,"TP63/CD24/MMP17/TACSTD2/EYA1/PKD2/EPHB3/MTSS1/STRA6/SOX9/WNT6/BMP4/DLG5/SIX4/EPHA7/ARG2/COL4A4/DLL1/LAMB2/SOX17/ZBTB16/LIF/SERPINB5/FOXD1/CA2/PROM1/MEF2C/EPHA4/SDC1/IL6R/KANK2/WNT5A/EPHB2/WFS1/GATA3/VANGL2/MPST/PODXL/YAP1/CITED1/PDGFA/ANXA1/TCF21/HES1/WWTR1/SMAD7/ACTA2/BMP2/PAX8/PRKX/REN/PDGFRA/GDF11/PBX1/CENPF/MAGI2/TGFB2/ID4/SMAD3/UPK3A/FGFR2",61
"GO:0019724","GO:0019724","B cell mediated immunity","48/1486","230/18866",3.43961115448461e-10,1.25868270684421e-07,9.64675154708413e-08,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/CD74/IGHV3-72/SWAP70/IGHV3-15/IGHV3-48/IGHV3-7/IGKV1D-39/HLA-DRB1/IGHV5-51/IGHV3-33/IGLV2-8/IGKV1-39/IGHV2-26/IGHV3-20/IGKV2-30/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/C4BPB/BATF/IGHV3-66/CLU/IGHV1-18/IGHV3-49/IGHV1-58/IGHV1-24/IRF7/IGKV1D-12/MAD2L2/IGKV1-12/IGHV3-53/C1S/CD55/PTPRC/C4BPA/IGHV4-61/IGHV1-69/PTPN6/C1RL/IL13RA2",48
"GO:0006911","GO:0006911","phagocytosis, engulfment","33/1486","126/18866",4.67659767206597e-10,1.61067525705566e-07,1.23444804185865e-07,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/IGHV3-72/IGHV3-15/IGHV3-48/IGHV3-7/RAC2/IGHV5-51/IGHV3-33/CD36/IGHV2-26/IGHV3-20/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/IGHV3-66/TREM2/IGHV1-18/IGHV3-49/IGHV1-58/MARCO/PPARG/IGHV1-24/MYH9/IGHV3-53/IGHV4-61/IGHV1-69",33
"GO:0002920","GO:0002920","regulation of humoral immune response","34/1486","134/18866",6.3969887617193e-10,2.08079828888147e-07,1.59475807550932e-07,"IGHV3-11/IGHV4-39/IGHV2-5/IGHV3-13/CXCL13/IGHV3-48/IGHV3-7/IGKV1D-39/IGHV3-33/IGLV2-8/IGKV1-39/A2M/F2/PGC/IGKV2-30/IGHV4-34/IGHV3-23/C4BPB/CLU/CPB2/IL1B/C5AR1/SPINK5/CFB/IGKV1D-12/IGKV1-12/IGHV3-53/C1S/CD55/C3AR1/PTPRC/C4BPA/IGHV1-69/PTPN6",34
"GO:0072073","GO:0072073","kidney epithelium development","35/1486","142/18866",8.3944646146571e-10,2.58682054309565e-07,1.98258186439242e-07,"CD24/TACSTD2/EYA1/PKD2/MTSS1/SOX9/WNT6/BMP4/SIX4/EPHA7/ARG2/DLL1/LAMB2/LIF/FOXD1/PROM1/MEF2C/EPHA4/SDC1/KANK2/GATA3/PODXL/YAP1/CITED1/TCF21/HES1/WWTR1/SMAD7/BMP2/PAX8/GDF11/PBX1/MAGI2/SMAD3/FGFR2",35
"GO:0001822","GO:0001822","kidney development","54/1486","283/18866",9.00415789315623e-10,2.63596722322149e-07,2.02024868939605e-07,"CD24/MMP17/TACSTD2/EYA1/PKD2/MTSS1/STRA6/SOX9/WNT6/BMP4/DLG5/SIX4/EPHA7/ARG2/COL4A4/DLL1/LAMB2/SOX17/ZBTB16/LIF/FOXD1/CA2/PROM1/MEF2C/EPHA4/SDC1/IL6R/KANK2/WFS1/GATA3/VANGL2/MPST/PODXL/YAP1/CITED1/PDGFA/TCF21/HES1/WWTR1/SMAD7/ACTA2/BMP2/PAX8/PRKX/REN/PDGFRA/GDF11/PBX1/CENPF/MAGI2/TGFB2/SMAD3/UPK3A/FGFR2",54
"GO:0072001","GO:0072001","renal system development","55/1486","292/18866",1.03363623453395e-09,2.88187626342679e-07,2.2087174274778e-07,"CD24/MMP17/TACSTD2/EYA1/PKD2/MTSS1/STRA6/SOX9/WNT6/BMP4/DLG5/SIX4/EPHA7/ARG2/COL4A4/DLL1/LAMB2/SOX17/ZBTB16/LIF/FOXD1/CA2/PROM1/MEF2C/EPHA4/SDC1/IL6R/KANK2/WNT5A/WFS1/GATA3/VANGL2/MPST/PODXL/YAP1/CITED1/PDGFA/TCF21/HES1/WWTR1/SMAD7/ACTA2/BMP2/PAX8/PRKX/REN/PDGFRA/GDF11/PBX1/CENPF/MAGI2/TGFB2/SMAD3/UPK3A/FGFR2",55
"GO:0002697","GO:0002697","regulation of immune effector process","76/1486","470/18866",1.25512831478397e-09,3.34035285593642e-07,2.56010143824117e-07,"IGHV3-11/HLA-DMB/IGHV4-39/IGHV2-5/IGHV3-13/CD74/HTRA1/IGHV3-48/IGHV3-7/BIRC3/SERPINB4/IGKV1D-39/RAC2/IGHV3-33/IGLV2-8/CD96/IGKV1-39/JAK3/A2M/IFIT1/F2/BST2/VAV1/NOS2/CD36/PGC/HLA-A/IGKV2-30/VAMP8/SLAMF8/IGHV4-34/IGHV3-23/CEACAM1/HLA-H/DDX58/GPRC5B/C4BPB/DTX3L/CLU/CPB2/SLAMF6/AZGP1/IL1B/C5AR1/SPINK5/DNASE1L3/HAVCR2/CFB/WNT5A/TRPM4/IGKV1D-12/GATA3/PKN1/MAD2L2/PVR/SH2D1A/IGKV1-12/ANXA1/IGHV3-53/FES/C1S/CD55/C3AR1/SMAD7/PTPRC/CD1D/C4BPA/IGHV1-69/PTPN6/IL18/ZBTB7B/MYB/TGFB2/CD1A/IL13RA2/CD84",76
"GO:0042742","GO:0042742","defense response to bacterium","61/1486","348/18866",2.43357788974093e-09,6.19504284540571e-07,4.74798285765015e-07,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/IGHV3-72/CXCL13/IGHV3-15/IGHV3-48/IGHV3-7/PPBP/PLA2G1B/SPN/IGHV5-51/IGHV3-33/F2/NOS2/CD36/IGHV2-26/IGHV3-20/PGC/UNC13B/HLA-A/SLAMF8/GSDMB/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/ARG2/LYST/CTSG/IGHV3-66/VGF/TREM2/C5AR1/S100A14/IGHV1-18/IGHV3-49/IGHV1-58/SPINK5/CYBA/HAVCR2/SHC1/IL6R/GSDMD/HAMP/S100A7/IGHV1-24/HP/IGHV3-53/SLC11A1/ISG15/DEFB1/IGHV4-61/IGHV1-69/RNASE6/PI3/MPEG1",61
"GO:0099024","GO:0099024","plasma membrane invagination","33/1486","135/18866",3.17592085400954e-09,7.74792358342745e-07,5.93813622835206e-07,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/IGHV3-72/IGHV3-15/IGHV3-48/IGHV3-7/RAC2/IGHV5-51/IGHV3-33/CD36/IGHV2-26/IGHV3-20/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/IGHV3-66/TREM2/IGHV1-18/IGHV3-49/IGHV1-58/MARCO/PPARG/IGHV1-24/MYH9/IGHV3-53/IGHV4-61/IGHV1-69",33
"GO:0010324","GO:0010324","membrane invagination","34/1486","143/18866",3.97857449843679e-09,9.31782147533897e-07,7.14133182603623e-07,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/IGHV3-72/IGHV3-15/IGHV3-48/IGHV3-7/RAC2/IGHV5-51/IGHV3-33/CD36/IGHV2-26/IGHV3-20/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/FNBP1L/IGHV3-66/TREM2/IGHV1-18/IGHV3-49/IGHV1-58/MARCO/PPARG/IGHV1-24/MYH9/IGHV3-53/IGHV4-61/IGHV1-69",34
"GO:0030449","GO:0030449","regulation of complement activation","29/1486","115/18866",1.3287497949903e-08,2.89787831917241e-06,2.22098166652559e-06,"IGHV3-11/IGHV4-39/IGHV2-5/IGHV3-13/IGHV3-48/IGHV3-7/IGKV1D-39/IGHV3-33/IGLV2-8/IGKV1-39/A2M/F2/IGKV2-30/IGHV4-34/IGHV3-23/C4BPB/CLU/CPB2/IL1B/C5AR1/CFB/IGKV1D-12/IGKV1-12/IGHV3-53/C1S/CD55/C3AR1/C4BPA/IGHV1-69",29
"GO:0030595","GO:0030595","leukocyte chemotaxis","45/1486","232/18866",1.33634013010513e-08,2.89787831917241e-06,2.22098166652559e-06,"STK39/CD74/SWAP70/CXCL13/CXCL12/CSF1/CSF1R/PPBP/CCL11/RAC2/PLA2G1B/CXCL3/CXCL1/BST1/VAV1/CCR1/CCL26/SLAMF8/LYST/CXCL17/JAM3/MCU/CCL3/IL1B/C5AR1/DPP4/S100A14/EDNRB/VEGFB/CCR5/IL6R/S100A7/WNT5A/TRPM4/NBL1/ARHGEF5/ANXA1/C3AR1/CXCL5/CXCL14/S1PR1/TRPM2/RIPOR2/TGFB2/CX3CL1",45
"GO:0006909","GO:0006909","phagocytosis","63/1486","382/18866",1.53281164642801e-08,3.20521863922714e-06,2.45653234914384e-06,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/IGHV3-72/SCARB1/IGHV3-15/IGHV3-48/IGHV3-7/IGKV1D-39/RAC2/IGHV5-51/IGHV3-33/IGLV2-8/SRPX/IGKV1-39/RAB34/VAV1/CD36/IGHV2-26/IGHV3-20/IGKV2-30/FCGR3A/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/C4BPB/ITGB3/CD93/LYST/IL2RB/IGHV3-66/TREM2/IL1B/IGHV1-18/IGHV3-49/IGHV1-58/MARCO/PPARG/MERTK/CYBA/SIRPG/IGHV1-24/IGKV1D-12/MYH9/IGKV1-12/ANXA1/IGHV3-53/SLC11A1/PTX3/CLEC7A/ARPC1B/PTPRC/NCF4/C4BPA/PIK3R1/IGHV4-61/IGHV1-69/BAIAP2",63
"GO:0008037","GO:0008037","cell recognition","44/1486","226/18866",1.71968234945831e-08,3.47197936416496e-06,2.66098216179338e-06,"IGHV3-35/IGHV3-21/IGHV3-11/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/IGHV3-72/LY6K/SCARB1/IGHV3-15/IGHV3-48/IGHV3-7/EPHB3/IGHV5-51/IGHV3-33/SPESP1/CD36/IGHV2-26/IGHV3-20/NDN/GAP43/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/CRTAC1/DOCK8/IGHV3-66/NTM/IGHV1-18/IGHV3-49/IGHV1-58/EPHA4/HAVCR2/IGHV1-24/EPHB2/IGHV3-53/CNR1/CLEC7A/IGHV4-61/IGHV1-69/BSG/PRF1",44
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","34/1486","152/18866",2.07651832944026e-08,4.0526716062909e-06,3.10603425908906e-06,"PHLDB1/SPRED1/S100A4/MCRIP1/FOXA2/SOX9/HEY1/HGF/SNAI2/BMP4/DLG5/TIAM1/HIF1A/MIR573/IL1B/VASN/WNT5A/BAMBI/MIR590/DAB2/GATA3/MAD2L2/HPN/WWTR1/OLFM1/LOXL2/SMAD7/MIR221/DACT3/OVOL2/BMP2/TGFB2/SMAD3/FGFR2",34
"GO:0001503","GO:0001503","ossification","66/1486","412/18866",2.24982905069572e-08,4.24927390058821e-06,3.25671349511574e-06,"TP63/CYP24A1/IGF2/GNAS/TMEM38B/CLEC3B/PTHLH/SMOC1/CSF1/NOCT/JUND/PKDCC/SOX9/CDK6/CHSY1/HGF/SNAI2/BMP4/CCR1/RUNX3/KAZALD1/CHRDL1/PRKD1/SPP1/HIF1A/ZBTB16/CCL3/AREG/MMP16/MEF2C/IL6R/RRBP1/COMP/IFITM1/WNT5A/RRAS2/KL/TRPM4/COL5A2/DDR2/CHRDL2/COL6A1/CITED1/FAM20C/CLEC11A/RYR1/WWTR1/ISG15/TMEM64/GDPD2/SMAD7/PTGS2/BMP2/ACHE/MMP2/S1PR1/PTH1R/PBX1/TGFB2/ID4/ASPN/SMAD3/TP53INP2/FGF18/COL1A2/FGFR2",66
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","69/1486","439/18866",2.35912669912831e-08,4.31646463231133e-06,3.30820957841578e-06,"CD24/IGF2/VSIR/HLA-DMB/CD83/HHLA2/F11R/CD74/SWAP70/CXCL13/CXCL12/ITPKB/EPHB3/HLA-DRB1/SPN/PELI1/FOXA2/EFNA5/JAK3/IL1RN/VAV1/DTX1/HLA-A/ZDHHC2/BMP4/DLG5/SLC7A1/SELE/EPHA7/RUNX3/CEACAM1/DOCK8/ARG2/IRF1/AFDN/ZBTB16/PNP/IL1B/PRKCQ/DPP4/CD44/HAVCR2/TJP1/SIRPG/WNT5A/GATA3/PODXL/KLF4/MAD2L2/ERBB2/ETS1/ANXA1/HES1/CD55/SMAD7/MIR221/PTPRC/TENM3/CD1D/PIK3R1/BMP2/PTPN6/IL18/RIPOR2/SOX12/ZBTB7B/MYB/HLA-DPA1/CX3CL1",69
"GO:0045785","GO:0045785","positive regulation of cell adhesion","67/1486","428/18866",4.41671764698726e-08,7.83632782518497e-06,6.00589069508985e-06,"CD24/IGF2/VSIR/HLA-DMB/CD83/HHLA2/F11R/CD74/CARMIL1/CXCL13/EPB41L4B/CXCL12/CSF1/ITPKB/FOXA2/PLEKHA2/JAK3/CDK6/VAV1/CD36/COL26A1/JUP/HLA-A/SLC7A1/SELE/RUNX3/DOCK8/SPOCK2/AFDN/ZBTB16/LIF/PNP/IL1B/NEDD9/PRKCQ/DPP4/CD44/HAVCR2/TJP1/SIRPG/WNT5A/FRMD5/EGFL6/GATA3/ECM2/PODXL/ERBB2/ETS1/ANXA1/HES1/CD55/HYAL1/CYTH3/SMAD7/PTPRC/CD1D/PIK3R1/PTPN6/IL18/SOX12/ZBTB7B/CSPG5/MYB/HLA-DPA1/TGFB2/CX3CL1/SMAD3",67
